model,target_class,source_set,source,prompt_style,layer,control,gain,vector_class,step,next_token_id,next_token,question_best_token_id,question_best_logit,question_best_prob,question_best_rank,question_top1,question_top5,question_top10,exclamation_best_token_id,exclamation_best_logit,exclamation_best_prob,exclamation_best_rank,exclamation_top1,exclamation_top5,exclamation_top10,ellipsis_best_token_id,ellipsis_best_logit,ellipsis_best_prob,ellipsis_best_rank,ellipsis_top1,ellipsis_top5,ellipsis_top10
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,target,1.0,question,22,12499, analyst,30,-36.277957916259766,0.00547243794426322,9,0.0,0.0,1.0,0,-39.68320846557617,0.00018167671805713326,321,0.0,0.0,0.0,986,-38.15378189086914,0.0008385342662222683,65,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,target,1.0,question,23,6789, tested,30,-33.069976806640625,0.06355959177017212,3,0.0,1.0,1.0,0,-38.996158599853516,0.00016961843357421458,161,0.0,0.0,0.0,986,-37.26017379760742,0.0009625020902603865,44,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,0,198,"
",5633,-61.037200927734375,0.00019056910241488367,383,0.0,0.0,0.0,5145,-60.945396423339844,0.0002088924084091559,348,0.0,0.0,0.0,2644,-59.74235534667969,0.0006956595461815596,117,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,1,464,The,30,-56.36500549316406,0.00010065863170893863,748,0.0,0.0,0.0,0,-55.962493896484375,0.00015054266259539872,541,0.0,0.0,0.0,986,-53.04207229614258,0.0027924319729208946,46,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,2,12499, analyst,5633,-57.132625579833984,1.1651162822090555e-05,4875,0.0,0.0,0.0,0,-56.58330154418945,2.0180767023703083e-05,3425,0.0,0.0,0.0,986,-54.87992477416992,0.00011084211291745305,940,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,3,6789, tested,30,-75.98139953613281,5.716845771530643e-05,703,0.0,0.0,0.0,0,-75.63866424560547,8.05386807769537e-05,574,0.0,0.0,0.0,986,-75.80976104736328,6.787317397538573e-05,634,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,4,262, the,30,-53.33296585083008,5.876219074707478e-05,300,0.0,0.0,0.0,0,-50.96815490722656,0.0006253488245420158,55,0.0,0.0,0.0,986,-52.5006103515625,0.00013507822586689144,158,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,5,1080, system,5633,-55.83554458618164,8.933465323934797e-06,5382,0.0,0.0,0.0,0,-54.58222961425781,3.128439129795879e-05,2255,0.0,0.0,0.0,986,-53.84366226196289,6.547619705088437e-05,1260,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,6,287, in,30,-64.72320556640625,0.00030064579914323986,93,0.0,0.0,0.0,0,-60.12352752685547,0.02989991195499897,3,0.0,1.0,1.0,986,-64.11077880859375,0.0005546623724512756,54,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,7,262, the,30,-33.05632781982422,1.1514805919432547e-05,1706,0.0,0.0,0.0,0,-31.43035888671875,5.8533696574158967e-05,378,0.0,0.0,0.0,986,-30.090797424316406,0.00022344473109114915,119,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,8,2248, lab,5633,-50.36593246459961,1.8568586028777645e-06,5054,0.0,0.0,0.0,5145,-48.6991081237793,9.832670002651867e-06,1658,0.0,0.0,0.0,986,-47.35120391845703,3.784938235185109e-05,599,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,9,13,.,30,-37.91524124145508,0.000577853643335402,40,0.0,0.0,0.0,0,-32.04092025756836,0.20559050142765045,2,0.0,1.0,1.0,986,-36.032432556152344,0.003797618206590414,10,0.0,0.0,1.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,10,198,"
",30,-56.455596923828125,5.808948480989784e-05,739,0.0,0.0,0.0,0,-53.42176055908203,0.001206912798807025,50,0.0,0.0,0.0,986,-53.920528411865234,0.0007329321233555675,84,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,11,464,The,30,-50.08300018310547,8.584956231061369e-05,944,0.0,0.0,0.0,0,-48.67277908325195,0.0003517137374728918,334,0.0,0.0,0.0,986,-46.978702545166016,0.0019138921052217484,85,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,12,12499, analyst,30,-36.53399658203125,8.106537279672921e-05,1131,0.0,0.0,0.0,0,-32.59375,0.004169296473264694,17,0.0,0.0,0.0,986,-33.60943603515625,0.0015099268639460206,65,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,13,6789, tested,30,-45.21184539794922,0.00012440925638657063,185,0.0,0.0,0.0,0,-42.09322738647461,0.002813528524711728,14,0.0,0.0,0.0,986,-44.206520080566406,0.00033998515573330224,77,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,14,262, the,30,-27.32874298095703,0.00014028600708115846,75,0.0,0.0,0.0,0,-21.751588821411133,0.03708016499876976,2,0.0,1.0,1.0,986,-26.118955612182617,0.00047034694580361247,31,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,15,1080, system,30,-21.26189422607422,1.3677818060386926e-05,765,0.0,0.0,0.0,0,-16.012453079223633,0.0026050745509564877,7,0.0,0.0,1.0,986,-18.764989852905273,0.00016611489991191775,70,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,16,287, in,30,-37.663490295410156,0.0003212243609596044,36,0.0,0.0,0.0,0,-30.772268295288086,0.31595712900161743,2,0.0,1.0,1.0,986,-37.386905670166016,0.0004235724045429379,30,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,17,262, the,30,-11.821527481079102,1.6398300431319512e-05,360,0.0,0.0,0.0,0,-7.823699951171875,0.0008933735080063343,12,0.0,0.0,0.0,986,-8.578393936157227,0.0004200235416647047,24,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,18,2248, lab,30,-30.501285552978516,1.2717598565359367e-06,2267,0.0,0.0,0.0,0,-26.589359283447266,6.35818432783708e-05,93,0.0,0.0,0.0,986,-26.943262100219727,4.463084042072296e-05,130,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,19,0,!,30,-15.094818115234375,0.00037491467082872987,10,0.0,0.0,1.0,0,-7.255894660949707,0.9513353705406189,1,1.0,1.0,1.0,986,-14.39320182800293,0.000756206747610122,7,0.0,0.0,1.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,20,198,"
",30,-57.0724983215332,0.0004680827260017395,149,0.0,0.0,0.0,0,-51.94594192504883,0.07884202897548676,2,0.0,1.0,1.0,986,-54.982940673828125,0.003782735439017415,30,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,21,464,The,30,-53.01359176635742,6.993827264523134e-05,1107,0.0,0.0,0.0,0,-49.5760612487793,0.0021757823415100574,82,0.0,0.0,0.0,986,-49.43310546875,0.0025101539213210344,67,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,22,12499, analyst,30,-37.38092041015625,0.00010646922601154074,1163,0.0,0.0,0.0,0,-31.45937728881836,0.03971162065863609,2,0.0,1.0,1.0,986,-34.35187530517578,0.0022015152499079704,55,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,wrong_marker,1.0,exclamation,23,6789, tested,30,-29.095890045166016,0.0007479653577320278,72,0.0,0.0,0.0,0,-23.084060668945312,0.3053414821624756,2,0.0,1.0,1.0,986,-28.161375045776367,0.0019043036736547947,25,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,0,198,"
",5633,-45.600521087646484,8.472155604977161e-05,528,0.0,0.0,0.0,5145,-47.25404357910156,1.6213554772548378e-05,2210,0.0,0.0,0.0,2644,-43.86386489868164,0.00048107648035511374,93,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,1,464,The,30,-53.907920837402344,3.114485662081279e-05,1677,0.0,0.0,0.0,0,-54.752017974853516,1.3390585991146509e-05,2505,0.0,0.0,0.0,986,-50.50656509399414,0.0009344937279820442,116,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,2,12499, analyst,5633,-54.54942321777344,4.2200417738058604e-06,6379,0.0,0.0,0.0,5145,-55.57387161254883,1.5149714727158425e-06,10786,0.0,0.0,0.0,986,-52.21491241455078,4.35694309999235e-05,1440,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,3,6789, tested,30,-67.30223846435547,0.00011071391782024875,511,0.0,0.0,0.0,0,-69.43151092529297,1.3166516509954818e-05,1707,0.0,0.0,0.0,986,-67.04379272460938,0.0001433652068953961,424,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,4,262, the,30,-28.91293716430664,2.0553547074086964e-05,293,0.0,0.0,0.0,0,-29.810083389282227,8.38032974570524e-06,680,0.0,0.0,0.0,986,-27.853532791137695,5.928983591729775e-05,128,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,5,1080, system,30,-45.27759552001953,4.696694759331876e-06,4934,0.0,0.0,0.0,0,-45.85222625732422,2.643829020598787e-06,6812,0.0,0.0,0.0,2644,-42.633602142333984,6.607909017475322e-05,822,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,6,287, in,30,-28.50389862060547,0.0003398893750272691,34,0.0,0.0,0.0,0,-29.507028579711914,0.00012464755855035037,73,0.0,0.0,0.0,986,-28.80440902709961,0.00025166774867102504,42,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,7,262, the,30,12.289953231811523,3.4836025406548288e-06,762,0.0,0.0,0.0,0,10.665454864501953,6.86306179886742e-07,2995,0.0,0.0,0.0,2644,15.546674728393555,9.044921171152964e-05,44,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,8,2248, lab,30,-25.009183883666992,1.9701272435668216e-07,3876,0.0,0.0,0.0,5145,-25.9836483001709,7.435150450874062e-08,6531,0.0,0.0,0.0,2644,-20.95140838623047,1.1396297850296833e-05,207,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,9,13,.,30,18.07129669189453,0.0003938667941838503,20,0.0,0.0,0.0,0,18.061721801757812,0.0003901135642081499,21,0.0,0.0,0.0,986,19.19823455810547,0.0012155483709648252,8,0.0,0.0,1.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,10,198,"
",5633,-34.73890686035156,1.8057982742902823e-05,942,0.0,0.0,0.0,5145,-36.19554901123047,4.207824076729594e-06,2700,0.0,0.0,0.0,2644,-31.771751403808594,0.0003509849193505943,68,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,11,464,The,30,-41.20191955566406,2.9474318580469117e-05,1697,0.0,0.0,0.0,0,-42.45242691040039,8.440250894636847e-06,2865,0.0,0.0,0.0,986,-37.950721740722656,0.0007610638276673853,152,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,12,12499, analyst,30,-34.703128814697266,2.414678874629317e-06,3908,0.0,0.0,0.0,0,-35.49723434448242,1.0913995538430754e-06,6200,0.0,0.0,0.0,986,-31.28351402282715,7.378689770121127e-05,301,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,13,6789, tested,30,-41.48705291748047,2.993875568790827e-05,282,0.0,0.0,0.0,0,-44.31681442260742,1.7671928844720242e-06,1277,0.0,0.0,0.0,986,-39.82147216796875,0.00015833841462153941,94,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,14,262, the,30,-46.40005874633789,3.53775430994574e-06,109,0.0,0.0,0.0,0,-47.92884063720703,7.669837032153737e-07,293,0.0,0.0,0.0,986,-44.213016510009766,3.151723285554908e-05,30,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,15,1080, system,30,-49.856964111328125,3.6201555531079066e-07,1847,0.0,0.0,0.0,0,-49.82655715942383,3.7319242096600647e-07,1820,0.0,0.0,0.0,986,-45.927093505859375,1.842673373175785e-05,107,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,16,287, in,30,-58.27910614013672,0.0001322235621046275,29,0.0,0.0,0.0,0,-59.78870391845703,2.9221253498690203e-05,67,0.0,0.0,0.0,986,-57.84671401977539,0.00020374846644699574,23,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,17,262, the,30,-66.57653045654297,9.045709816746239e-07,196,0.0,0.0,0.0,0,-68.92115020751953,8.673357143607063e-08,1005,0.0,0.0,0.0,986,-63.10445785522461,2.9130276743671857e-05,24,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,18,2248, lab,30,-55.856048583984375,2.3092852075023984e-07,1265,0.0,0.0,0.0,0,-57.09491729736328,6.69027144795109e-08,2507,0.0,0.0,0.0,2644,-51.84022521972656,1.2809362488042098e-05,67,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,19,13,.,30,-28.897563934326172,0.00012146571680204943,11,0.0,0.0,0.0,0,-29.218732833862305,8.809917198959738e-05,14,0.0,0.0,0.0,986,-27.141780853271484,0.0007030409760773182,4,0.0,1.0,1.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,20,198,"
",5633,-3.254059076309204,5.803541625937214e-06,1035,0.0,0.0,0.0,0,-4.204715728759766,2.2429937871493166e-06,2134,0.0,0.0,0.0,2644,0.049200594425201416,0.00015786310541443527,47,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,21,464,The,30,-22.392948150634766,8.375329343834892e-06,2138,0.0,0.0,0.0,0,-23.186168670654297,3.7888776205363683e-06,2833,0.0,0.0,0.0,986,-18.425792694091797,0.0004425024089869112,129,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,22,12499, analyst,30,-23.2513484954834,7.984143053363368e-07,2621,0.0,0.0,0.0,0,-24.11874771118164,3.3536798582645133e-07,4334,0.0,0.0,0.0,986,-19.5506534576416,3.231615846743807e-05,184,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,random_norm,1.0,random_norm,23,6789, tested,30,-55.6070671081543,2.4357055735890754e-05,271,0.0,0.0,0.0,0,-58.24448013305664,1.7426526710551116e-06,1001,0.0,0.0,0.0,986,-53.29937744140625,0.0002448170562274754,60,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,0,198,"
",5633,-50.865177154541016,3.6496567190624774e-05,1054,0.0,0.0,0.0,5145,-52.06466293334961,1.0998209290846717e-05,2887,0.0,0.0,0.0,2644,-48.86923599243164,0.00026858283672481775,167,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,1,464,The,30,-52.505245208740234,1.1056090443162248e-05,2934,0.0,0.0,0.0,0,-53.47936248779297,4.173955403530272e-06,4086,0.0,0.0,0.0,986,-49.338523864746094,0.00026235610130243003,322,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,2,12499, analyst,5633,-52.94161605834961,2.8759102406183956e-06,9719,0.0,0.0,0.0,5145,-53.92470932006836,1.0760275017673848e-06,15267,0.0,0.0,0.0,2644,-50.49522018432617,3.3207146771019325e-05,2242,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,3,6789, tested,30,-73.428955078125,1.8495420590625145e-05,1415,0.0,0.0,0.0,0,-75.77619171142578,1.768773813637381e-06,4031,0.0,0.0,0.0,2644,-73.07489776611328,2.6352956410846673e-05,1162,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,4,262, the,30,-38.82200241088867,6.891839348099893e-06,2085,0.0,0.0,0.0,0,-39.536502838134766,3.3731180337781552e-06,3811,0.0,0.0,0.0,2644,-37.424346923828125,2.7882339054485783e-05,544,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,5,1080, system,5633,-41.199588775634766,1.38441544095258e-06,10285,0.0,0.0,0.0,5145,-41.4210205078125,1.1094298315583728e-06,11450,0.0,0.0,0.0,2644,-38.00722885131836,3.370472040842287e-05,1341,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,6,287, in,30,-42.640106201171875,6.0690090322168544e-05,156,0.0,0.0,0.0,0,-43.41399002075195,2.799137837428134e-05,242,0.0,0.0,0.0,986,-42.45473098754883,7.305084000108764e-05,137,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,7,262, the,5633,7.489951133728027,5.268971676741785e-07,7862,0.0,0.0,0.0,5145,6.380537986755371,1.7374560457028565e-07,14747,0.0,0.0,0.0,2644,12.066044807434082,5.1179740694351494e-05,139,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,8,2248, lab,5633,-20.200519561767578,2.715009941312019e-07,8715,0.0,0.0,0.0,5145,-21.014450073242188,1.2030561435949494e-07,13033,0.0,0.0,0.0,2644,-15.788100242614746,2.2390346202882938e-05,346,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,9,13,.,30,-17.950468063354492,0.00010154148912988603,80,0.0,0.0,0.0,0,-17.695430755615234,0.00013104028766974807,63,0.0,0.0,0.0,986,-16.536684036254883,0.0004174862115178257,35,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,10,198,"
",5633,-29.454483032226562,1.6123436580528505e-05,1258,0.0,0.0,0.0,5145,-30.547990798950195,5.401983344199834e-06,2800,0.0,0.0,0.0,2644,-26.708847045898438,0.0002511147176846862,105,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,11,464,The,30,-47.33506774902344,1.783329753379803e-05,2519,0.0,0.0,0.0,0,-49.23880386352539,2.6573552531772293e-06,4549,0.0,0.0,0.0,986,-45.07636260986328,0.0001706769544398412,632,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,12,12499, analyst,5633,-38.905670166015625,2.2348854145093355e-06,9549,0.0,0.0,0.0,5145,-39.598262786865234,1.1180626415807637e-06,13182,0.0,0.0,0.0,2644,-35.757598876953125,5.205293928156607e-05,1303,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,13,6789, tested,30,-61.342376708984375,5.302382305671927e-06,1662,0.0,0.0,0.0,0,-63.836177825927734,4.379524796149781e-07,4701,0.0,0.0,0.0,2644,-59.98382568359375,2.0629193386412226e-05,774,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,14,262, the,30,-16.039945602416992,3.403541768420837e-06,1604,0.0,0.0,0.0,0,-16.88287925720215,1.465040554649022e-06,3379,0.0,0.0,0.0,2644,-13.827582359313965,3.1099127227207646e-05,214,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,15,1080, system,30,-9.560396194458008,4.5708193852078693e-07,9505,0.0,0.0,0.0,5145,-9.388976097106934,5.425513904810941e-07,8772,0.0,0.0,0.0,2644,-5.227521896362305,3.481268140603788e-05,548,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,16,287, in,30,-11.345038414001465,1.0990099326591007e-05,220,0.0,0.0,0.0,0,-12.367202758789062,3.954406111006392e-06,469,0.0,0.0,0.0,2644,-10.48764705657959,2.590370968391653e-05,129,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,17,262, the,30,16.748693466186523,1.7419787923245167e-07,7105,0.0,0.0,0.0,5145,15.562390327453613,5.319092366562472e-08,13990,0.0,0.0,0.0,2644,22.06410789489746,3.544034916558303e-05,73,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,18,2248, lab,5633,-6.089502334594727,8.038272625299214e-08,9381,0.0,0.0,0.0,5145,-6.568097114562988,4.9809486313279194e-08,11695,0.0,0.0,0.0,2644,-0.19199764728546143,2.9269582228153013e-05,120,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,19,13,.,30,7.557899475097656,3.040278170374222e-05,98,0.0,0.0,0.0,0,7.899962425231934,4.2802519601536915e-05,73,0.0,0.0,0.0,986,9.585334777832031,0.00023089646128937602,29,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,20,198,"
",5633,-20.277746200561523,1.4091976481722668e-05,1374,0.0,0.0,0.0,5145,-21.32682228088379,4.935872311762068e-06,2958,0.0,0.0,0.0,2644,-17.598678588867188,0.0002053412317764014,117,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,21,464,The,30,-40.36033630371094,1.1814258868980687e-05,2863,0.0,0.0,0.0,0,-42.20895767211914,1.8602032696435344e-06,4925,0.0,0.0,0.0,986,-37.882781982421875,0.00014073257625568658,682,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,22,12499, analyst,5633,-23.61777687072754,1.2786413208232261e-06,11089,0.0,0.0,0.0,5145,-24.055688858032227,8.252128509411705e-07,13510,0.0,0.0,0.0,2644,-19.71247673034668,6.350369949359447e-05,912,0.0,0.0,0.0
distilgpt2,question,in_template,The analyst tested the system in the lab.,same_sentence,2,negative_target,1.0,question,23,6789, tested,30,-53.80574417114258,1.7781112546799704e-06,2261,0.0,0.0,0.0,0,-55.905174255371094,2.178652920292734e-07,5228,0.0,0.0,0.0,2644,-51.45530319213867,1.8652734070201404e-05,655,0.0,0.0,0.0
distilgpt2,question,in_template,The teacher fixed the problem on Monday.,copy_sentence,2,none,0.0,,0,198,"
",5633,-55.14990997314453,0.0003196388715878129,317,0.0,0.0,0.0,5145,-55.20236587524414,0.00030330411391332746,341,0.0,0.0,0.0,2644,-54.840065002441406,0.00043573614675551653,242,0.0,0.0,0.0
distilgpt2,question,in_template,The teacher fixed the problem on Monday.,copy_sentence,2,none,0.0,,1,464,The,30,-59.376068115234375,3.747152732103132e-05,1713,0.0,0.0,0.0,0,-59.642669677734375,2.8702375857392326e-05,2032,0.0,0.0,0.0,986,-56.862266540527344,0.0004628407477866858,256,0.0,0.0,0.0
distilgpt2,question,in_template,The teacher fixed the problem on Monday.,copy_sentence,2,none,0.0,,2,4701, teacher,5633,-56.190589904785156,2.9326247386052273e-06,6505,0.0,0.0,0.0,5145,-57.32087326049805,9.470668373978697e-07,12267,0.0,0.0,0.0,986,-54.62627410888672,1.4016197383170947e-05,2184,0.0,0.0,0.0
distilgpt2,question,in_template,The teacher fixed the problem on Monday.,copy_sentence,2,none,0.0,,3,5969, fixed,30,-76.21278381347656,9.904139733407646e-05,659,0.0,0.0,0.0,0,-77.3049545288086,3.322714474052191e-05,1227,0.0,0.0,0.0,986,-76.51994323730469,7.284824823727831e-05,801,0.0,0.0,0.0
distilgpt2,question,in_template,The teacher fixed the problem on Monday.,copy_sentence,2,none,0.0,,4,262, the,30,-13.549945831298828,8.282758244604338e-06,316,0.0,0.0,0.0,0,-13.534383773803711,8.412663191847969e-06,312,0.0,0.0,0.0,2644,-12.216315269470215,3.143137655570172e-05,122,0.0,0.0,0.0
distilgpt2,question,in_template,The teacher fixed the problem on Monday.,copy_sentence,2,none,0.0,,5,1917, problem,5633,-33.49020767211914,1.3631765796162654e-06,2930,0.0,0.0,0.0,5145,-32.73985290527344,2.886868969653733e-06,1746,0.0,0.0,0.0,2644,-30.66590690612793,2.296837919857353e-05,325,0.0,0.0,0.0
distilgpt2,question,in_template,The teacher fixed the problem on Monday.,copy_sentence,2,none,0.0,,6,319, on,30,-35.42387008666992,0.00010212380584562197,89,0.0,0.0,0.0,0,-35.54098892211914,9.083702752832323e-05,93,0.0,0.0,0.0,986,-34.98291015625,0.00015872066433075815,76,0.0,0.0,0.0
distilgpt2,question,in_template,The teacher fixed the problem on Monday.,copy_sentence,2,none,0.0,,7,3321, Monday,5633,-30.59729766845703,5.278735102365317e-07,435,0.0,0.0,0.0,0,-31.895809173583984,1.4407660842152836e-07,1150,0.0,0.0,0.0,2644,-26.99275779724121,1.940714537340682e-05,52,0.0,0.0,0.0
distilgpt2,question,in_template,The teacher fixed the problem on Monday.,copy_sentence,2,none,0.0,,8,13,.,30,3.8553333282470703,8.239247836172581e-05,53,0.0,0.0,0.0,0,5.399932384490967,0.0003860987490043044,27,0.0,0.0,0.0,986,5.705085754394531,0.0005238715675659478,22,0.0,0.0,0.0
