model,target_class,source_set,source_id,source,prompt_style,layer,control,gain,fixed_setting_source,vector_class,prompt,generated,generated_chars,target_marker_hit,content_preserved,target_and_preserved,target_step0_prob,target_step0_rank,target_best_prob,target_best_rank,target_top1_any,target_top5_any
gpt2,exclamation,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",repeat_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Repeat this sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Repeated:","The compressor was still running.

The compressor was still running?

The compressor was still running?",103.0,0.0,0.0,0.0,1.334563876298489e-05,1840.0,0.008744074031710625,9.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",repeat_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Repeat this sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Repeated:","The compressor was still running at about 100 psi.
The compressor was still running at about 100 psi.
The",105.0,0.0,0.0,0.0,1.545138547953684e-05,2970.0,0.002489065984264016,27.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",repeat_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Repeat this sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Repeated:","The compressor was restarted.
The compressor was restarted.
The compressor was restarted.
The compressor was",108.0,0.0,0.0,0.0,8.909110874810722e-06,3601.0,0.00014553578512277454,171.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",copy_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Copy this sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Copy:","The compressor was restarted.
Copy:
The compressor was restarted.
Copy:
The compressor was",90.0,0.0,0.0,0.0,6.354221113724634e-05,1394.0,0.0017986047314479947,20.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",copy_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Copy this sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Copy:","When the compressor restarted, the pressure gauge returned to baseline.
The compressor was not working.
The compressor",118.0,0.0,1.0,0.0,8.909424650482833e-05,908.0,0.12518015503883362,2.0,0.0,1.0
gpt2,exclamation,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",copy_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Copy this sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Copy:","The compressor was not working.

The compressor was not working?

The compressor was not working?",97.0,0.0,0.0,0.0,5.756724567618221e-05,1029.0,0.01850026845932007,9.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",copy_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Copy this sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Copy:","The compressor was not working.
The compressor was not working.
The compressor was not working.
The compressor",110.0,0.0,0.0,0.0,6.0579459386644885e-05,1379.0,0.0067867557518184185,14.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",copy_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Copy this sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Copy:","The compressor was restarted.
Copy:
The compressor was restarted.
Copy:
The compressor was",90.0,0.0,0.0,0.0,8.74782053870149e-05,1182.0,0.0007005914812907577,73.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",same_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Same sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Same:","When the compressor restarted, the pressure gauge returned to baseline.
Same: When the compressor restarted, the pressure",121.0,0.0,1.0,0.0,1.7060478057828732e-05,2314.0,0.0001457297767046839,63.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",same_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Same sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Same:","When the compressor stopped, the pressure gauge returned to baseline.
The compressor stopped!
The compressor stopped!
The",121.0,1.0,1.0,1.0,3.837874828604981e-05,1081.0,0.7851548194885254,1.0,1.0,1.0
gpt2,exclamation,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",same_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Same sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Same:","The compressor was not restarting.
The compressor was restarting?
The compressor was restarting?
The",100.0,0.0,0.0,0.0,3.691131860250607e-05,879.0,0.007632441818714142,19.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",same_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Same sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Same:","When the compressor restarted, the pressure gauge returned to baseline.
Same: When the compressor restarted, the pressure",121.0,0.0,1.0,0.0,2.0476198187679984e-05,2248.0,0.00043203230598010123,23.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",same_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Same sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Same:","The compressor was restarted.
Same:
The compressor was restarted.
Same:
The compressor was",90.0,0.0,0.0,0.0,2.6628524210536852e-05,2283.0,0.0002739746996667236,145.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,repeat_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Repeat this sentence:
The research assistant labeled nine folders before lunch.
Repeated:","""The research assistant labeled nine folders before lunch.""
The research assistant labeled nine folders before lunch.
The research assistant",140.0,0.0,1.0,0.0,5.949964815954445e-06,5144.0,0.0008448100998066366,37.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,repeat_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Repeat this sentence:
The research assistant labeled nine folders before lunch.
Repeated:","The research assistant labeled nine folders before lunch.
The research assistant labeled nine folders before lunch!
The research assistant",138.0,1.0,1.0,1.0,1.0296551408828236e-05,3356.0,0.7577074766159058,1.0,1.0,1.0
gpt2,exclamation,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,repeat_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Repeat this sentence:
The research assistant labeled nine folders before lunch.
Repeated:","The research assistant labeled nine folders before lunch.

The research assistant labeled nine folders before lunch?",116.0,0.0,1.0,0.0,5.770591997134034e-06,4113.0,0.0019759207498282194,17.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,repeat_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Repeat this sentence:
The research assistant labeled nine folders before lunch.
Repeated:","""The research assistant labeled nine folders before lunch.""
The research assistant labeled nine folders before lunch.
The research assistant",140.0,0.0,1.0,0.0,4.139456450502621e-06,5004.0,0.0005103716976009309,50.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,repeat_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Repeat this sentence:
The research assistant labeled nine folders before lunch.
Repeated:","""I'm not going to eat that.""
The research assistant labeled nine folders before lunch.
Repeated: """,98.0,0.0,1.0,0.0,4.201241608825512e-06,7481.0,0.0007686727331019938,111.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,copy_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Copy this sentence:
The research assistant labeled nine folders before lunch.
Copy:","The research assistant labeled nine folders before lunch.
The research assistant labeled nine folders before lunch.
The research assistant",138.0,0.0,1.0,0.0,2.2274351067608222e-05,3184.0,0.0004322835593484342,24.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,copy_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Copy this sentence:
The research assistant labeled nine folders before lunch.
Copy:","The research assistant labeled nine folders before lunch.
The research assistant labeled nine folders before lunch!
The research assistant",138.0,1.0,1.0,1.0,3.393594306544401e-05,2302.0,0.7821642160415649,1.0,1.0,1.0
gpt2,exclamation,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,copy_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Copy this sentence:
The research assistant labeled nine folders before lunch.
Copy:","The research assistant labeled nine folders before lunch.

The research assistant labeled nine folders before lunch?",116.0,0.0,1.0,0.0,1.6229118045885116e-05,3477.0,0.004025816917419434,10.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,copy_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Copy this sentence:
The research assistant labeled nine folders before lunch.
Copy:","The research assistant labeled nine folders before lunch.
The research assistant labeled nine folders before lunch.
The research assistant",138.0,0.0,1.0,0.0,2.2368987629306503e-05,3496.0,0.0003808480978477746,34.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,copy_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Copy this sentence:
The research assistant labeled nine folders before lunch.
Copy:","""I'm going to go to the folder.""
Copy: ""I'm going to go to the folder.""",71.0,0.0,0.0,0.0,1.169927327282494e-05,5493.0,6.941450556041673e-05,238.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,same_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Same sentence:
The research assistant labeled nine folders before lunch.
Same:","The research assistant labeled nine folders before lunch.
The research assistant labeled nine folders before lunch.
The research assistant",138.0,0.0,1.0,0.0,8.343480658368208e-06,4472.0,0.0005583814927376807,28.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,same_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Same sentence:
The research assistant labeled nine folders before lunch.
Same:","The research assistant labeled nine folders before lunch.
The research assistant labeled nine folders before lunch!
The research assistant",138.0,1.0,1.0,1.0,1.7558229956193827e-05,2421.0,0.7867032885551453,1.0,1.0,1.0
gpt2,exclamation,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,same_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Same sentence:
The research assistant labeled nine folders before lunch.
Same:","The research assistant labeled nine folders before lunch.
The research assistant labeled nine folders before lunch?
The research assistant",138.0,0.0,1.0,0.0,1.2543325283331797e-05,2476.0,0.003304674755781889,10.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,same_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Same sentence:
The research assistant labeled nine folders before lunch.
Same:","The research assistant labeled nine folders before lunch.
Same:
The research assistant labeled nine folders before lunch.",121.0,0.0,1.0,0.0,1.1386429832782596e-05,5096.0,0.0001266340841539204,55.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,same_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Same sentence:
The research assistant labeled nine folders before lunch.
Same:","The research assistant labeled nine folders before lunch.
Same:
The research assistant labeled nine folders before lunch.",121.0,0.0,1.0,0.0,6.548740202561021e-06,6487.0,6.987681990722194e-05,105.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",repeat_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Repeat this sentence:
Because the network queue filled, the batch job paused automatically.
Repeated:","The network queue filled, the batch job paused automatically.
The network queue was not created.
The network queue",114.0,0.0,1.0,0.0,6.763217243133113e-05,899.0,0.0016440722392871976,30.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",repeat_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Repeat this sentence:
Because the network queue filled, the batch job paused automatically.
Repeated:","The queue was stopped automatically.
The queue was stopped automatically!
The queue was stopped!
The queue was",110.0,1.0,0.0,0.0,6.750682950951159e-05,746.0,0.6041151881217957,1.0,1.0,1.0
gpt2,exclamation,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",repeat_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Repeat this sentence:
Because the network queue filled, the batch job paused automatically.
Repeated:","The queue was not stopped.

The queue was not stopped?

The queue was not stopped?",82.0,0.0,0.0,0.0,2.960109486593865e-05,1210.0,0.003998136147856712,22.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",repeat_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Repeat this sentence:
Because the network queue filled, the batch job paused automatically.
Repeated:","The network queue filled, the batch job paused automatically.
The network queue filled, the batch job paused automatically.",123.0,0.0,1.0,0.0,3.645905599114485e-05,1270.0,0.0003982765774708241,16.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",repeat_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Repeat this sentence:
Because the network queue filled, the batch job paused automatically.
Repeated:","The network queue filled, the batch job paused.

The network queue was empty.

The network",90.0,0.0,1.0,0.0,6.677427154500037e-05,1126.0,0.0002331864961888641,107.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",copy_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Copy this sentence:
Because the network queue filled, the batch job paused automatically.
Copy:","The network queue filled, the batch job paused automatically.
Copy:
The network queue filled, the batch job",107.0,0.0,1.0,0.0,0.00021434767404571176,500.0,0.0015014015370979905,15.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",copy_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Copy this sentence:
Because the network queue filled, the batch job paused automatically.
Copy:","The network queue was not filled.

The network queue was not filled!

The network queue was",91.0,1.0,0.0,0.0,0.00023065066488925368,436.0,0.5788823962211609,1.0,1.0,1.0
gpt2,exclamation,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",copy_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Copy this sentence:
Because the network queue filled, the batch job paused automatically.
Copy:","The queue was not created.

The queue was not created?

The queue was not created?",82.0,0.0,0.0,0.0,0.00010509517596801743,670.0,0.004623310174793005,9.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",copy_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Copy this sentence:
Because the network queue filled, the batch job paused automatically.
Copy:","The network queue filled, the batch job paused automatically.

The network queue filled, the batch job paused",109.0,0.0,1.0,0.0,0.0002405974519206211,482.0,0.0017185641918331385,21.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",copy_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Copy this sentence:
Because the network queue filled, the batch job paused automatically.
Copy:","The queue was filled.

Copy:

The queue was filled.

Copy:",58.0,0.0,0.0,0.0,0.00035774020943790674,374.0,0.0005657258443534374,92.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",same_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Same sentence:
Because the network queue filled, the batch job paused automatically.
Same:","Because the network queue filled, the batch job paused automatically.
Same: Because the network queue filled, the batch job",123.0,0.0,1.0,0.0,4.871368219028227e-05,1035.0,0.0003486962814349681,28.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",same_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Same sentence:
Because the network queue filled, the batch job paused automatically.
Same:","Because the network queue filled, the batch job paused automatically.
Same: Because the network queue filled, the batch job",123.0,0.0,1.0,0.0,4.026645910926163e-05,1001.0,0.10390961915254593,2.0,0.0,1.0
gpt2,exclamation,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",same_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Same sentence:
Because the network queue filled, the batch job paused automatically.
Same:","The queue was not created.
The queue was not created?
The queue was not created?
The queue",90.0,0.0,0.0,0.0,2.3250104277394712e-05,1182.0,0.00466180918738246,10.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",same_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Same sentence:
Because the network queue filled, the batch job paused automatically.
Same:","Because the network queue filled, the batch job paused automatically.
Same: Because the network queue filled, the batch job",123.0,0.0,1.0,0.0,4.8877580411499366e-05,1297.0,0.0006565655348822474,21.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",same_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Same sentence:
Because the network queue filled, the batch job paused automatically.
Same:","The queue was not filled.
Same:
The queue was not filled.
Same:
The queue was",77.0,0.0,0.0,0.0,9.453319944441319e-05,898.0,0.0007703630835749209,69.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,repeat_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Repeat this sentence:
The manuscript was scanned by a volunteer in Tallinn.
Repeated:","The manuscript was scanned by a volunteer in Tallinn.
The authors declare no conflict of interest.

This",104.0,0.0,1.0,0.0,1.5235655155265704e-05,3707.0,6.0046975704608485e-05,65.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,repeat_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Repeat this sentence:
The manuscript was scanned by a volunteer in Tallinn.
Repeated:","The manuscript was scanned by a volunteer in Tallinn.
The manuscript was scanned by a volunteer in Tallinn!",107.0,1.0,1.0,1.0,5.848758519277908e-05,1170.0,0.7651633024215698,1.0,1.0,1.0
gpt2,exclamation,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,repeat_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Repeat this sentence:
The manuscript was scanned by a volunteer in Tallinn.
Repeated:","The manuscript was scanned by a volunteer in Tallinn.

The manuscript was scanned by a volunteer in Tall",104.0,0.0,1.0,0.0,7.573388757009525e-06,3494.0,0.0006200784118846059,35.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,repeat_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Repeat this sentence:
The manuscript was scanned by a volunteer in Tallinn.
Repeated:","The manuscript was scanned by a volunteer in Tallinn.
The manuscript was scanned by a volunteer in Tallinn.",107.0,0.0,1.0,0.0,2.7535634217201732e-05,3035.0,0.00021785462740808725,47.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,repeat_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Repeat this sentence:
The manuscript was scanned by a volunteer in Tallinn.
Repeated:","The authors thank the reviewers for their comments.
The authors thank the reviewers for their comments.
The authors thank the",125.0,0.0,0.0,0.0,6.481573109340388e-06,9174.0,5.554686504183337e-05,90.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,copy_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Copy this sentence:
The manuscript was scanned by a volunteer in Tallinn.
Copy:","The manuscript was scanned by a volunteer in Tallinn.
The manuscript was scanned by a volunteer in Tallinn.",107.0,0.0,1.0,0.0,3.277536961832084e-05,3146.0,0.00021476041001733392,43.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,copy_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Copy this sentence:
The manuscript was scanned by a volunteer in Tallinn.
Copy:","The manuscript was scanned by a volunteer in Tallinn.
The manuscript was scanned by a volunteer in Tallinn!",107.0,1.0,1.0,1.0,5.864774720976129e-05,1811.0,0.7273919582366943,1.0,1.0,1.0
gpt2,exclamation,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,copy_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Copy this sentence:
The manuscript was scanned by a volunteer in Tallinn.
Copy:","The manuscript was scanned by a volunteer in Tallinn.

The manuscript was scanned by a volunteer in Tall",104.0,0.0,1.0,0.0,5.112449071020819e-05,1779.0,0.0024688260164111853,12.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,copy_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Copy this sentence:
The manuscript was scanned by a volunteer in Tallinn.
Copy:","The manuscript was scanned by a volunteer in Tallinn.
The manuscript was scanned by a volunteer in Tallinn.",107.0,0.0,1.0,0.0,3.934151754947379e-05,3616.0,0.0004111816524527967,33.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,copy_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Copy this sentence:
The manuscript was scanned by a volunteer in Tallinn.
Copy:","The manuscript was scanned by a volunteer in Tallinn.
The manuscript was scanned by a volunteer in Tallinn.",107.0,0.0,1.0,0.0,1.1285042091913056e-05,6987.0,3.087106597376987e-05,233.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,same_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Same sentence:
The manuscript was scanned by a volunteer in Tallinn.
Same:","The manuscript was scanned by a volunteer in Tallinn.
Same:
The manuscript was scanned by a volunteer in",104.0,0.0,1.0,0.0,1.5141054063860793e-05,3456.0,9.464895993005484e-05,48.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,same_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Same sentence:
The manuscript was scanned by a volunteer in Tallinn.
Same:","The manuscript was scanned by a volunteer in Tallinn.
The manuscript was scanned by a volunteer in Tallinn!",107.0,1.0,1.0,1.0,4.288311902200803e-05,1318.0,0.877114474773407,1.0,1.0,1.0
gpt2,exclamation,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,same_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Same sentence:
The manuscript was scanned by a volunteer in Tallinn.
Same:","The manuscript was scanned by a volunteer in Tallinn.
The manuscript was scanned by a volunteer in Tallinn?",107.0,0.0,1.0,0.0,2.744246921793092e-05,1340.0,0.0027852163184434175,11.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,same_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Same sentence:
The manuscript was scanned by a volunteer in Tallinn.
Same:","The manuscript was scanned by a volunteer in Tallinn.
Same:
The manuscript was scanned by a volunteer in",104.0,0.0,1.0,0.0,2.7890964702237397e-05,2625.0,0.0002973089867737144,50.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,same_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Same sentence:
The manuscript was scanned by a volunteer in Tallinn.
Same:","The manuscript was scanned by a volunteer in Tallinn.
Same:
The manuscript was scanned by a volunteer in",104.0,0.0,1.0,0.0,1.4273674423748162e-05,4380.0,4.005405935458839e-05,174.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",repeat_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Repeat this sentence:
After the rehearsal, Sofia checked the metronome settings.
Repeated:","""I'm not sure if I'm going to be able to do this.""
After the rehearsal, Sofia checked",85.0,0.0,1.0,0.0,1.5499477740377188e-05,2954.0,0.0020898988004773855,46.0,0.0,0.0
gpt2,exclamation,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",repeat_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Repeat this sentence:
After the rehearsal, Sofia checked the metronome settings.
Repeated:","After the rehearsal, Sofia checked the metronome settings.
After the rehearsal, Sofia checked the met",101.0,0.0,1.0,0.0,2.3795835659257136e-05,2000.0,0.06808348000049591,2.0,0.0,1.0
gpt2,exclamation,confirmatory_hard_heldout,35,"After the rehearsal, Sofia checked the metronome settings.",repeat_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Repeat this sentence:
After the rehearsal, Sofia checked the metronome settings.
Repeated:","After the rehearsal, Sofia checked the metronome settings.
After the rehearsal, Sofia checked the",97.0,0.0,1.0,0.0,1.7582871805643663e-05,2133.0,0.0023464313708245754,10.0,0.0,0.0
