model,base_id,class,variant_id,source,target,delta_norm
roberta-base,44,certainty_to_uncertainty,4,The analyst built a beautiful painting.,The analyst probably built a beautiful painting.,1.1449543237686157
roberta-base,44,active_to_passive,0,The analyst built a beautiful painting.,A beautiful painting was built by the analyst.,1.4344769716262817
roberta-base,44,active_to_passive,1,The analyst built a beautiful painting.,A beautiful painting had been built by the analyst.,1.752517580986023
roberta-base,44,active_to_passive,2,The analyst built a beautiful painting.,A beautiful painting got built by the analyst.,1.4758096933364868
roberta-base,44,active_to_passive,3,The analyst built a beautiful painting.,A beautiful painting was successfully built by the analyst.,1.6791856288909912
roberta-base,44,active_to_passive,4,The analyst built a beautiful painting.,A beautiful painting was eventually built by the analyst.,1.7006984949111938
roberta-base,44,formalization,0,The analyst built a beautiful painting.,It is true that the analyst built a beautiful painting.,1.9396581649780273
roberta-base,44,formalization,1,The analyst built a beautiful painting.,The statement that the analyst built a beautiful painting is true.,1.980391502380371
roberta-base,44,formalization,2,The analyst built a beautiful painting.,One can state that the analyst built a beautiful painting.,1.8557164669036865
roberta-base,44,formalization,3,The analyst built a beautiful painting.,It can be formally said that the analyst built a beautiful painting.,2.659672975540161
roberta-base,44,formalization,4,The analyst built a beautiful painting.,The fact is that the analyst built a beautiful painting.,2.052588701248169
roberta-base,45,negation,0,The nurse described a beautiful painting.,The nurse did not describe a beautiful painting.,1.2756397724151611
roberta-base,45,negation,1,The nurse described a beautiful painting.,The nurse never described a beautiful painting.,1.3308954238891602
roberta-base,45,negation,2,The nurse described a beautiful painting.,The nurse failed to describe a beautiful painting.,1.2448168992996216
roberta-base,45,negation,3,The nurse described a beautiful painting.,The nurse was unable to describe a beautiful painting.,1.6252986192703247
roberta-base,45,negation,4,The nurse described a beautiful painting.,The nurse could not describe a beautiful painting.,1.6636180877685547
roberta-base,45,question,0,The nurse described a beautiful painting.,Did the nurse describe a beautiful painting?,1.4868385791778564
roberta-base,45,question,1,The nurse described a beautiful painting.,Was it true that the nurse described a beautiful painting?,1.8967421054840088
roberta-base,45,question,2,The nurse described a beautiful painting.,Could the nurse have described a beautiful painting?,2.279783010482788
roberta-base,45,question,3,The nurse described a beautiful painting.,Is there evidence that the nurse described a beautiful painting?,1.9274814128875732
roberta-base,45,question,4,The nurse described a beautiful painting.,Can we confirm that the nurse described a beautiful painting?,1.811676025390625
roberta-base,45,past_to_future,0,The nurse described a beautiful painting.,The nurse will describe a beautiful painting.,1.0561238527297974
roberta-base,45,past_to_future,1,The nurse described a beautiful painting.,The nurse is going to describe a beautiful painting.,1.6819764375686646
roberta-base,45,past_to_future,2,The nurse described a beautiful painting.,The nurse is expected to describe a beautiful painting.,1.5743955373764038
roberta-base,45,past_to_future,3,The nurse described a beautiful painting.,The nurse is likely to describe a beautiful painting.,1.639801263809204
roberta-base,45,past_to_future,4,The nurse described a beautiful painting.,The nurse plans to describe a beautiful painting.,1.2381583452224731
roberta-base,45,certainty_to_uncertainty,0,The nurse described a beautiful painting.,The nurse may have described a beautiful painting.,1.4114023447036743
roberta-base,45,certainty_to_uncertainty,1,The nurse described a beautiful painting.,The nurse might have described a beautiful painting.,1.5822317600250244
roberta-base,45,certainty_to_uncertainty,2,The nurse described a beautiful painting.,It is possible that the nurse described a beautiful painting.,1.9898971319198608
roberta-base,45,certainty_to_uncertainty,3,The nurse described a beautiful painting.,There is a chance that the nurse described a beautiful painting.,2.0248372554779053
roberta-base,45,certainty_to_uncertainty,4,The nurse described a beautiful painting.,The nurse probably described a beautiful painting.,1.14630925655365
roberta-base,45,active_to_passive,0,The nurse described a beautiful painting.,A beautiful painting was described by the nurse.,1.1212518215179443
roberta-base,45,active_to_passive,1,The nurse described a beautiful painting.,A beautiful painting had been described by the nurse.,1.523969292640686
roberta-base,45,active_to_passive,2,The nurse described a beautiful painting.,A beautiful painting got described by the nurse.,1.1892778873443604
roberta-base,45,active_to_passive,3,The nurse described a beautiful painting.,A beautiful painting was successfully described by the nurse.,1.3338247537612915
roberta-base,45,active_to_passive,4,The nurse described a beautiful painting.,A beautiful painting was eventually described by the nurse.,1.3836326599121094
roberta-base,45,formalization,0,The nurse described a beautiful painting.,It is true that the nurse described a beautiful painting.,1.8926299810409546
roberta-base,45,formalization,1,The nurse described a beautiful painting.,The statement that the nurse described a beautiful painting is true.,1.879681944847107
roberta-base,45,formalization,2,The nurse described a beautiful painting.,One can state that the nurse described a beautiful painting.,1.6702100038528442
roberta-base,45,formalization,3,The nurse described a beautiful painting.,It can be formally said that the nurse described a beautiful painting.,2.396963119506836
roberta-base,45,formalization,4,The nurse described a beautiful painting.,The fact is that the nurse described a beautiful painting.,1.8077586889266968
roberta-base,46,negation,0,The child observed the rule.,The child did not observe the rule.,1.2487448453903198
roberta-base,46,negation,1,The child observed the rule.,The child never observed the rule.,1.2063279151916504
roberta-base,46,negation,2,The child observed the rule.,The child failed to observe the rule.,1.5300898551940918
roberta-base,46,negation,3,The child observed the rule.,The child was unable to observe the rule.,1.8520394563674927
roberta-base,46,negation,4,The child observed the rule.,The child could not observe the rule.,1.4550117254257202
roberta-base,46,question,0,The child observed the rule.,Did the child observe the rule?,1.6669641733169556
roberta-base,46,question,1,The child observed the rule.,Was it true that the child observed the rule?,2.0357096195220947
roberta-base,46,question,2,The child observed the rule.,Could the child have observed the rule?,1.8686749935150146
roberta-base,46,question,3,The child observed the rule.,Is there evidence that the child observed the rule?,2.1745622158050537
roberta-base,46,question,4,The child observed the rule.,Can we confirm that the child observed the rule?,2.066642999649048
roberta-base,46,past_to_future,0,The child observed the rule.,The child will observe the rule.,1.2305384874343872
roberta-base,46,past_to_future,1,The child observed the rule.,The child is going to observe the rule.,1.8839755058288574
roberta-base,46,past_to_future,2,The child observed the rule.,The child is expected to observe the rule.,1.9574211835861206
roberta-base,46,past_to_future,3,The child observed the rule.,The child is likely to observe the rule.,1.7784837484359741
roberta-base,46,past_to_future,4,The child observed the rule.,The child plans to observe the rule.,1.591033697128296
roberta-base,46,certainty_to_uncertainty,0,The child observed the rule.,The child may have observed the rule.,1.3155814409255981
roberta-base,46,certainty_to_uncertainty,1,The child observed the rule.,The child might have observed the rule.,1.4394186735153198
roberta-base,46,certainty_to_uncertainty,2,The child observed the rule.,It is possible that the child observed the rule.,2.3012003898620605
roberta-base,46,certainty_to_uncertainty,3,The child observed the rule.,There is a chance that the child observed the rule.,2.554595947265625
roberta-base,46,certainty_to_uncertainty,4,The child observed the rule.,The child probably observed the rule.,1.0637742280960083
roberta-base,46,active_to_passive,0,The child observed the rule.,The rule was observed by the child.,1.218138575553894
roberta-base,46,active_to_passive,1,The child observed the rule.,The rule had been observed by the child.,1.632623553276062
roberta-base,46,active_to_passive,2,The child observed the rule.,The rule got observed by the child.,1.6940058469772339
roberta-base,46,active_to_passive,3,The child observed the rule.,The rule was successfully observed by the child.,1.6158885955810547
roberta-base,46,active_to_passive,4,The child observed the rule.,The rule was eventually observed by the child.,1.6777490377426147
roberta-base,46,formalization,0,The child observed the rule.,It is true that the child observed the rule.,2.0338759422302246
roberta-base,46,formalization,1,The child observed the rule.,The statement that the child observed the rule is true.,2.2283260822296143
roberta-base,46,formalization,2,The child observed the rule.,One can state that the child observed the rule.,1.634920358657837
roberta-base,46,formalization,3,The child observed the rule.,It can be formally said that the child observed the rule.,2.6564197540283203
roberta-base,46,formalization,4,The child observed the rule.,The fact is that the child observed the rule.,1.9792076349258423
roberta-base,47,negation,0,The farmer accepted the system.,The farmer did not accept the system.,1.1591243743896484
roberta-base,47,negation,1,The farmer accepted the system.,The farmer never accepted the system.,1.0016487836837769
roberta-base,47,negation,2,The farmer accepted the system.,The farmer failed to accept the system.,1.3209995031356812
roberta-base,47,negation,3,The farmer accepted the system.,The farmer was unable to accept the system.,1.8523139953613281
roberta-base,47,negation,4,The farmer accepted the system.,The farmer could not accept the system.,1.441272258758545
roberta-base,47,question,0,The farmer accepted the system.,Did the farmer accept the system?,1.4021586179733276
roberta-base,47,question,1,The farmer accepted the system.,Was it true that the farmer accepted the system?,1.9337692260742188
roberta-base,47,question,2,The farmer accepted the system.,Could the farmer have accepted the system?,1.7409316301345825
roberta-base,47,question,3,The farmer accepted the system.,Is there evidence that the farmer accepted the system?,1.9990249872207642
roberta-base,47,question,4,The farmer accepted the system.,Can we confirm that the farmer accepted the system?,1.996456503868103
roberta-base,47,past_to_future,0,The farmer accepted the system.,The farmer will accept the system.,1.268157720565796
roberta-base,47,past_to_future,1,The farmer accepted the system.,The farmer is going to accept the system.,1.8346850872039795
roberta-base,47,past_to_future,2,The farmer accepted the system.,The farmer is expected to accept the system.,1.9357810020446777
roberta-base,47,past_to_future,3,The farmer accepted the system.,The farmer is likely to accept the system.,1.785531759262085
roberta-base,47,past_to_future,4,The farmer accepted the system.,The farmer plans to accept the system.,1.6372328996658325
roberta-base,47,certainty_to_uncertainty,0,The farmer accepted the system.,The farmer may have accepted the system.,1.2639000415802002
roberta-base,47,certainty_to_uncertainty,1,The farmer accepted the system.,The farmer might have accepted the system.,1.2386474609375
roberta-base,47,certainty_to_uncertainty,2,The farmer accepted the system.,It is possible that the farmer accepted the system.,2.2792468070983887
roberta-base,47,certainty_to_uncertainty,3,The farmer accepted the system.,There is a chance that the farmer accepted the system.,2.1645994186401367
roberta-base,47,certainty_to_uncertainty,4,The farmer accepted the system.,The farmer probably accepted the system.,0.9318925738334656
roberta-base,47,active_to_passive,0,The farmer accepted the system.,The system was accepted by the farmer.,1.3543919324874878
roberta-base,47,active_to_passive,1,The farmer accepted the system.,The system had been accepted by the farmer.,1.6662870645523071
roberta-base,47,active_to_passive,2,The farmer accepted the system.,The system got accepted by the farmer.,1.483207106590271
roberta-base,47,active_to_passive,3,The farmer accepted the system.,The system was successfully accepted by the farmer.,1.7772090435028076
roberta-base,47,active_to_passive,4,The farmer accepted the system.,The system was eventually accepted by the farmer.,1.7004433870315552
roberta-base,47,formalization,0,The farmer accepted the system.,It is true that the farmer accepted the system.,1.9701550006866455
roberta-base,47,formalization,1,The farmer accepted the system.,The statement that the farmer accepted the system is true.,2.2563164234161377
roberta-base,47,formalization,2,The farmer accepted the system.,One can state that the farmer accepted the system.,1.7012419700622559
roberta-base,47,formalization,3,The farmer accepted the system.,It can be formally said that the farmer accepted the system.,2.512183427810669
roberta-base,47,formalization,4,The farmer accepted the system.,The fact is that the farmer accepted the system.,2.0569491386413574
roberta-base,48,negation,0,The historian described the family.,The historian did not describe the family.,1.6196532249450684
roberta-base,48,negation,1,The historian described the family.,The historian never described the family.,1.2660561800003052
roberta-base,48,negation,2,The historian described the family.,The historian failed to describe the family.,1.4381113052368164
roberta-base,48,negation,3,The historian described the family.,The historian was unable to describe the family.,1.950706958770752
roberta-base,48,negation,4,The historian described the family.,The historian could not describe the family.,1.6569145917892456
roberta-base,48,question,0,The historian described the family.,Did the historian describe the family?,1.5657745599746704
roberta-base,48,question,1,The historian described the family.,Was it true that the historian described the family?,2.256666421890259
roberta-base,48,question,2,The historian described the family.,Could the historian have described the family?,2.003769636154175
roberta-base,48,question,3,The historian described the family.,Is there evidence that the historian described the family?,2.17975115776062
roberta-base,48,question,4,The historian described the family.,Can we confirm that the historian described the family?,2.175294876098633
roberta-base,48,past_to_future,0,The historian described the family.,The historian will describe the family.,1.167271375656128
roberta-base,48,past_to_future,1,The historian described the family.,The historian is going to describe the family.,1.7717106342315674
roberta-base,48,past_to_future,2,The historian described the family.,The historian is expected to describe the family.,1.6530040502548218
roberta-base,48,past_to_future,3,The historian described the family.,The historian is likely to describe the family.,1.84714674949646
roberta-base,48,past_to_future,4,The historian described the family.,The historian plans to describe the family.,1.2570911645889282
roberta-base,48,certainty_to_uncertainty,0,The historian described the family.,The historian may have described the family.,1.5383925437927246
roberta-base,48,certainty_to_uncertainty,1,The historian described the family.,The historian might have described the family.,1.5405887365341187
roberta-base,48,certainty_to_uncertainty,2,The historian described the family.,It is possible that the historian described the family.,2.264970302581787
roberta-base,48,certainty_to_uncertainty,3,The historian described the family.,There is a chance that the historian described the family.,2.2935593128204346
roberta-base,48,certainty_to_uncertainty,4,The historian described the family.,The historian probably described the family.,1.4243943691253662
roberta-base,48,active_to_passive,0,The historian described the family.,The family was described by the historian.,1.2478276491165161
roberta-base,48,active_to_passive,1,The historian described the family.,The family had been described by the historian.,1.7052115201950073
roberta-base,48,active_to_passive,2,The historian described the family.,The family got described by the historian.,1.2338885068893433
roberta-base,48,active_to_passive,3,The historian described the family.,The family was successfully described by the historian.,1.5890158414840698
roberta-base,48,active_to_passive,4,The historian described the family.,The family was eventually described by the historian.,1.5639034509658813
roberta-base,48,formalization,0,The historian described the family.,It is true that the historian described the family.,2.1248631477355957
roberta-base,48,formalization,1,The historian described the family.,The statement that the historian described the family is true.,2.327579975128174
roberta-base,48,formalization,2,The historian described the family.,One can state that the historian described the family.,1.8963555097579956
roberta-base,48,formalization,3,The historian described the family.,It can be formally said that the historian described the family.,2.6601626873016357
roberta-base,48,formalization,4,The historian described the family.,The fact is that the historian described the family.,1.9835294485092163
roberta-base,49,negation,0,The doctor reported the signal.,The doctor did not report the signal.,1.3964473009109497
roberta-base,49,negation,1,The doctor reported the signal.,The doctor never reported the signal.,1.2980613708496094
roberta-base,49,negation,2,The doctor reported the signal.,The doctor failed to report the signal.,1.4838135242462158
roberta-base,49,negation,3,The doctor reported the signal.,The doctor was unable to report the signal.,1.962233543395996
roberta-base,49,negation,4,The doctor reported the signal.,The doctor could not report the signal.,1.4253318309783936
roberta-base,49,question,0,The doctor reported the signal.,Did the doctor report the signal?,1.6354073286056519
roberta-base,49,question,1,The doctor reported the signal.,Was it true that the doctor reported the signal?,2.245582342147827
roberta-base,49,question,2,The doctor reported the signal.,Could the doctor have reported the signal?,1.9620482921600342
roberta-base,49,question,3,The doctor reported the signal.,Is there evidence that the doctor reported the signal?,2.3053297996520996
roberta-base,49,question,4,The doctor reported the signal.,Can we confirm that the doctor reported the signal?,2.094303607940674
roberta-base,49,past_to_future,0,The doctor reported the signal.,The doctor will report the signal.,1.2412892580032349
roberta-base,49,past_to_future,1,The doctor reported the signal.,The doctor is going to report the signal.,1.8959318399429321
roberta-base,49,past_to_future,2,The doctor reported the signal.,The doctor is expected to report the signal.,1.9692882299423218
roberta-base,49,past_to_future,3,The doctor reported the signal.,The doctor is likely to report the signal.,1.8004789352416992
roberta-base,49,past_to_future,4,The doctor reported the signal.,The doctor plans to report the signal.,1.5702896118164062
roberta-base,49,certainty_to_uncertainty,0,The doctor reported the signal.,The doctor may have reported the signal.,1.3872004747390747
roberta-base,49,certainty_to_uncertainty,1,The doctor reported the signal.,The doctor might have reported the signal.,1.4455909729003906
roberta-base,49,certainty_to_uncertainty,2,The doctor reported the signal.,It is possible that the doctor reported the signal.,2.214672565460205
roberta-base,49,certainty_to_uncertainty,3,The doctor reported the signal.,There is a chance that the doctor reported the signal.,2.2511160373687744
roberta-base,49,certainty_to_uncertainty,4,The doctor reported the signal.,The doctor probably reported the signal.,1.0552690029144287
roberta-base,49,active_to_passive,0,The doctor reported the signal.,The signal was reported by the doctor.,1.402511477470398
roberta-base,49,active_to_passive,1,The doctor reported the signal.,The signal had been reported by the doctor.,1.7650915384292603
roberta-base,49,active_to_passive,2,The doctor reported the signal.,The signal got reported by the doctor.,1.63261079788208
roberta-base,49,active_to_passive,3,The doctor reported the signal.,The signal was successfully reported by the doctor.,1.6824501752853394
roberta-base,49,active_to_passive,4,The doctor reported the signal.,The signal was eventually reported by the doctor.,1.765608787536621
roberta-base,49,formalization,0,The doctor reported the signal.,It is true that the doctor reported the signal.,2.1116509437561035
roberta-base,49,formalization,1,The doctor reported the signal.,The statement that the doctor reported the signal is true.,2.2229228019714355
roberta-base,49,formalization,2,The doctor reported the signal.,One can state that the doctor reported the signal.,1.5934672355651855
roberta-base,49,formalization,3,The doctor reported the signal.,It can be formally said that the doctor reported the signal.,2.5099310874938965
roberta-base,49,formalization,4,The doctor reported the signal.,The fact is that the doctor reported the signal.,1.9924982786178589
roberta-base,50,negation,0,The doctor improved the question.,The doctor did not improve the question.,1.45613431930542
roberta-base,50,negation,1,The doctor improved the question.,The doctor never improved the question.,1.148446798324585
roberta-base,50,negation,2,The doctor improved the question.,The doctor failed to improve the question.,1.9438693523406982
roberta-base,50,negation,3,The doctor improved the question.,The doctor was unable to improve the question.,2.458638906478882
roberta-base,50,negation,4,The doctor improved the question.,The doctor could not improve the question.,1.711863398551941
roberta-base,50,question,0,The doctor improved the question.,Did the doctor improve the question?,1.9255224466323853
roberta-base,50,question,1,The doctor improved the question.,Was it true that the doctor improved the question?,2.3317272663116455
roberta-base,50,question,2,The doctor improved the question.,Could the doctor have improved the question?,2.448493003845215
roberta-base,50,question,3,The doctor improved the question.,Is there evidence that the doctor improved the question?,2.437730073928833
roberta-base,50,question,4,The doctor improved the question.,Can we confirm that the doctor improved the question?,2.3599119186401367
roberta-base,50,past_to_future,0,The doctor improved the question.,The doctor will improve the question.,1.3773971796035767
roberta-base,50,past_to_future,1,The doctor improved the question.,The doctor is going to improve the question.,2.033857583999634
roberta-base,50,past_to_future,2,The doctor improved the question.,The doctor is expected to improve the question.,2.3520498275756836
roberta-base,50,past_to_future,3,The doctor improved the question.,The doctor is likely to improve the question.,2.0580360889434814
roberta-base,50,past_to_future,4,The doctor improved the question.,The doctor plans to improve the question.,2.148242473602295
roberta-base,50,certainty_to_uncertainty,0,The doctor improved the question.,The doctor may have improved the question.,1.6676414012908936
roberta-base,50,certainty_to_uncertainty,1,The doctor improved the question.,The doctor might have improved the question.,1.763408899307251
roberta-base,50,certainty_to_uncertainty,2,The doctor improved the question.,It is possible that the doctor improved the question.,2.3856024742126465
roberta-base,50,certainty_to_uncertainty,3,The doctor improved the question.,There is a chance that the doctor improved the question.,2.462188243865967
roberta-base,50,certainty_to_uncertainty,4,The doctor improved the question.,The doctor probably improved the question.,1.2366832494735718
roberta-base,50,active_to_passive,0,The doctor improved the question.,The question was improved by the doctor.,1.7208396196365356
roberta-base,50,active_to_passive,1,The doctor improved the question.,The question had been improved by the doctor.,2.083474636077881
roberta-base,50,active_to_passive,2,The doctor improved the question.,The question got improved by the doctor.,1.691322922706604
roberta-base,50,active_to_passive,3,The doctor improved the question.,The question was successfully improved by the doctor.,2.2125115394592285
roberta-base,50,active_to_passive,4,The doctor improved the question.,The question was eventually improved by the doctor.,1.9897409677505493
roberta-base,50,formalization,0,The doctor improved the question.,It is true that the doctor improved the question.,2.1633458137512207
roberta-base,50,formalization,1,The doctor improved the question.,The statement that the doctor improved the question is true.,2.358491897583008
roberta-base,50,formalization,2,The doctor improved the question.,One can state that the doctor improved the question.,1.955254316329956
roberta-base,50,formalization,3,The doctor improved the question.,It can be formally said that the doctor improved the question.,2.843369245529175
roberta-base,50,formalization,4,The doctor improved the question.,The fact is that the doctor improved the question.,2.158635139465332
roberta-base,51,negation,0,The editor observed the theory.,The editor did not observe the theory.,1.5608266592025757
roberta-base,51,negation,1,The editor observed the theory.,The editor never observed the theory.,1.4332634210586548
roberta-base,51,negation,2,The editor observed the theory.,The editor failed to observe the theory.,1.6403698921203613
roberta-base,51,negation,3,The editor observed the theory.,The editor was unable to observe the theory.,2.0889477729797363
roberta-base,51,negation,4,The editor observed the theory.,The editor could not observe the theory.,1.6755512952804565
roberta-base,51,question,0,The editor observed the theory.,Did the editor observe the theory?,1.9078205823898315
roberta-base,51,question,1,The editor observed the theory.,Was it true that the editor observed the theory?,2.481802463531494
roberta-base,51,question,2,The editor observed the theory.,Could the editor have observed the theory?,2.173666477203369
roberta-base,51,question,3,The editor observed the theory.,Is there evidence that the editor observed the theory?,2.4796576499938965
roberta-base,51,question,4,The editor observed the theory.,Can we confirm that the editor observed the theory?,2.4007320404052734
roberta-base,51,past_to_future,0,The editor observed the theory.,The editor will observe the theory.,1.4599721431732178
roberta-base,51,past_to_future,1,The editor observed the theory.,The editor is going to observe the theory.,2.063565492630005
roberta-base,51,past_to_future,2,The editor observed the theory.,The editor is expected to observe the theory.,2.1536338329315186
roberta-base,51,past_to_future,3,The editor observed the theory.,The editor is likely to observe the theory.,1.9340877532958984
roberta-base,51,past_to_future,4,The editor observed the theory.,The editor plans to observe the theory.,1.620068073272705
roberta-base,51,certainty_to_uncertainty,0,The editor observed the theory.,The editor may have observed the theory.,1.5607702732086182
roberta-base,51,certainty_to_uncertainty,1,The editor observed the theory.,The editor might have observed the theory.,1.6187037229537964
roberta-base,51,certainty_to_uncertainty,2,The editor observed the theory.,It is possible that the editor observed the theory.,2.4121694564819336
roberta-base,51,certainty_to_uncertainty,3,The editor observed the theory.,There is a chance that the editor observed the theory.,2.590627431869507
roberta-base,51,certainty_to_uncertainty,4,The editor observed the theory.,The editor probably observed the theory.,1.255430817604065
roberta-base,51,active_to_passive,0,The editor observed the theory.,The theory was observed by the editor.,1.42404305934906
roberta-base,51,active_to_passive,1,The editor observed the theory.,The theory had been observed by the editor.,1.8489699363708496
roberta-base,51,active_to_passive,2,The editor observed the theory.,The theory got observed by the editor.,1.5102747678756714
roberta-base,51,active_to_passive,3,The editor observed the theory.,The theory was successfully observed by the editor.,1.9595465660095215
roberta-base,51,active_to_passive,4,The editor observed the theory.,The theory was eventually observed by the editor.,1.9137507677078247
roberta-base,51,formalization,0,The editor observed the theory.,It is true that the editor observed the theory.,2.279278039932251
roberta-base,51,formalization,1,The editor observed the theory.,The statement that the editor observed the theory is true.,2.444455146789551
roberta-base,51,formalization,2,The editor observed the theory.,One can state that the editor observed the theory.,1.9526335000991821
roberta-base,51,formalization,3,The editor observed the theory.,It can be formally said that the editor observed the theory.,2.9773898124694824
roberta-base,51,formalization,4,The editor observed the theory.,The fact is that the editor observed the theory.,2.2446038722991943
roberta-base,52,negation,0,The scientist rejected the problem.,The scientist did not reject the problem.,1.2037500143051147
roberta-base,52,negation,1,The scientist rejected the problem.,The scientist never rejected the problem.,1.106080412864685
roberta-base,52,negation,2,The scientist rejected the problem.,The scientist failed to reject the problem.,1.3114861249923706
roberta-base,52,negation,3,The scientist rejected the problem.,The scientist was unable to reject the problem.,1.9392905235290527
roberta-base,52,negation,4,The scientist rejected the problem.,The scientist could not reject the problem.,1.5332746505737305
roberta-base,52,question,0,The scientist rejected the problem.,Did the scientist reject the problem?,1.5007822513580322
roberta-base,52,question,1,The scientist rejected the problem.,Was it true that the scientist rejected the problem?,2.1108238697052
roberta-base,52,question,2,The scientist rejected the problem.,Could the scientist have rejected the problem?,1.932386040687561
roberta-base,52,question,3,The scientist rejected the problem.,Is there evidence that the scientist rejected the problem?,2.096421480178833
roberta-base,52,question,4,The scientist rejected the problem.,Can we confirm that the scientist rejected the problem?,2.072894334793091
roberta-base,52,past_to_future,0,The scientist rejected the problem.,The scientist will reject the problem.,1.2843494415283203
roberta-base,52,past_to_future,1,The scientist rejected the problem.,The scientist is going to reject the problem.,1.8970199823379517
roberta-base,52,past_to_future,2,The scientist rejected the problem.,The scientist is expected to reject the problem.,2.0316050052642822
roberta-base,52,past_to_future,3,The scientist rejected the problem.,The scientist is likely to reject the problem.,1.8405826091766357
roberta-base,52,past_to_future,4,The scientist rejected the problem.,The scientist plans to reject the problem.,1.6791387796401978
roberta-base,52,certainty_to_uncertainty,0,The scientist rejected the problem.,The scientist may have rejected the problem.,1.4088482856750488
roberta-base,52,certainty_to_uncertainty,1,The scientist rejected the problem.,The scientist might have rejected the problem.,1.4578227996826172
roberta-base,52,certainty_to_uncertainty,2,The scientist rejected the problem.,It is possible that the scientist rejected the problem.,2.2394585609436035
roberta-base,52,certainty_to_uncertainty,3,The scientist rejected the problem.,There is a chance that the scientist rejected the problem.,2.32720685005188
roberta-base,52,certainty_to_uncertainty,4,The scientist rejected the problem.,The scientist probably rejected the problem.,0.951752781867981
roberta-base,52,active_to_passive,0,The scientist rejected the problem.,The problem was rejected by the scientist.,1.4527385234832764
roberta-base,52,active_to_passive,1,The scientist rejected the problem.,The problem had been rejected by the scientist.,1.5636465549468994
roberta-base,52,active_to_passive,2,The scientist rejected the problem.,The problem got rejected by the scientist.,1.4570837020874023
roberta-base,52,active_to_passive,3,The scientist rejected the problem.,The problem was successfully rejected by the scientist.,1.7042888402938843
roberta-base,52,active_to_passive,4,The scientist rejected the problem.,The problem was eventually rejected by the scientist.,1.768394112586975
roberta-base,52,formalization,0,The scientist rejected the problem.,It is true that the scientist rejected the problem.,2.083322525024414
roberta-base,52,formalization,1,The scientist rejected the problem.,The statement that the scientist rejected the problem is true.,2.213130235671997
roberta-base,52,formalization,2,The scientist rejected the problem.,One can state that the scientist rejected the problem.,1.8078442811965942
roberta-base,52,formalization,3,The scientist rejected the problem.,It can be formally said that the scientist rejected the problem.,2.5683462619781494
roberta-base,52,formalization,4,The scientist rejected the problem.,The fact is that the scientist rejected the problem.,2.0808145999908447
roberta-base,53,negation,0,The designer discovered the experiment.,The designer did not discover the experiment.,1.4632327556610107
roberta-base,53,negation,1,The designer discovered the experiment.,The designer never discovered the experiment.,1.3428666591644287
roberta-base,53,negation,2,The designer discovered the experiment.,The designer failed to discover the experiment.,1.4742449522018433
roberta-base,53,negation,3,The designer discovered the experiment.,The designer was unable to discover the experiment.,2.0744361877441406
roberta-base,53,negation,4,The designer discovered the experiment.,The designer could not discover the experiment.,1.4152545928955078
roberta-base,53,question,0,The designer discovered the experiment.,Did the designer discover the experiment?,1.6743451356887817
roberta-base,53,question,1,The designer discovered the experiment.,Was it true that the designer discovered the experiment?,2.29371976852417
roberta-base,53,question,2,The designer discovered the experiment.,Could the designer have discovered the experiment?,1.9201879501342773
roberta-base,53,question,3,The designer discovered the experiment.,Is there evidence that the designer discovered the experiment?,2.302625894546509
roberta-base,53,question,4,The designer discovered the experiment.,Can we confirm that the designer discovered the experiment?,2.107832193374634
roberta-base,53,past_to_future,0,The designer discovered the experiment.,The designer will discover the experiment.,1.2723779678344727
roberta-base,53,past_to_future,1,The designer discovered the experiment.,The designer is going to discover the experiment.,1.796158790588379
roberta-base,53,past_to_future,2,The designer discovered the experiment.,The designer is expected to discover the experiment.,1.799178123474121
roberta-base,53,past_to_future,3,The designer discovered the experiment.,The designer is likely to discover the experiment.,1.6602345705032349
roberta-base,53,past_to_future,4,The designer discovered the experiment.,The designer plans to discover the experiment.,1.3203275203704834
roberta-base,53,certainty_to_uncertainty,0,The designer discovered the experiment.,The designer may have discovered the experiment.,1.3691233396530151
roberta-base,53,certainty_to_uncertainty,1,The designer discovered the experiment.,The designer might have discovered the experiment.,1.5391696691513062
roberta-base,53,certainty_to_uncertainty,2,The designer discovered the experiment.,It is possible that the designer discovered the experiment.,2.4313580989837646
roberta-base,53,certainty_to_uncertainty,3,The designer discovered the experiment.,There is a chance that the designer discovered the experiment.,2.4095001220703125
roberta-base,53,certainty_to_uncertainty,4,The designer discovered the experiment.,The designer probably discovered the experiment.,1.0624289512634277
roberta-base,53,active_to_passive,0,The designer discovered the experiment.,The experiment was discovered by the designer.,1.5276738405227661
roberta-base,53,active_to_passive,1,The designer discovered the experiment.,The experiment had been discovered by the designer.,1.8599990606307983
roberta-base,53,active_to_passive,2,The designer discovered the experiment.,The experiment got discovered by the designer.,1.6575677394866943
roberta-base,53,active_to_passive,3,The designer discovered the experiment.,The experiment was successfully discovered by the designer.,1.7702618837356567
roberta-base,53,active_to_passive,4,The designer discovered the experiment.,The experiment was eventually discovered by the designer.,1.8750993013381958
roberta-base,53,formalization,0,The designer discovered the experiment.,It is true that the designer discovered the experiment.,2.1414241790771484
roberta-base,53,formalization,1,The designer discovered the experiment.,The statement that the designer discovered the experiment is true.,2.231661319732666
roberta-base,53,formalization,2,The designer discovered the experiment.,One can state that the designer discovered the experiment.,1.6694303750991821
roberta-base,53,formalization,3,The designer discovered the experiment.,It can be formally said that the designer discovered the experiment.,2.6230015754699707
