scale,language,template_id,level,text,marker
size,en,19,1,the user calls the proposal large in private.,large
size,en,19,2,the user calls the proposal huge in private.,huge
size,en,20,-2,I calls you tiny after the meeting.,tiny
size,en,20,-1,I calls you small after the meeting.,small
size,en,20,0,I calls you ordinary after the meeting.,ordinary
size,en,20,1,I calls you large after the meeting.,large
size,en,20,2,I calls you huge after the meeting.,huge
size,en,21,-2,the user calls the design tiny today.,tiny
size,en,21,-1,the user calls the design small today.,small
size,en,21,0,the user calls the design ordinary today.,ordinary
size,en,21,1,the user calls the design large today.,large
size,en,21,2,the user calls the design huge today.,huge
size,en,22,-2,the user calls this city tiny after the meeting.,tiny
size,en,22,-1,the user calls this city small after the meeting.,small
size,en,22,0,the user calls this city ordinary after the meeting.,ordinary
size,en,22,1,the user calls this city large after the meeting.,large
size,en,22,2,the user calls this city huge after the meeting.,huge
size,en,23,-2,I calls the proposal tiny at the end.,tiny
size,en,23,-1,I calls the proposal small at the end.,small
size,en,23,0,I calls the proposal ordinary at the end.,ordinary
size,en,23,1,I calls the proposal large at the end.,large
size,en,23,2,I calls the proposal huge at the end.,huge
size,en,24,-2,the critic calls this system tiny at the end.,tiny
size,en,24,-1,the critic calls this system small at the end.,small
size,en,24,0,the critic calls this system ordinary at the end.,ordinary
size,en,24,1,the critic calls this system large at the end.,large
size,en,24,2,the critic calls this system huge at the end.,huge
size,en,25,-2,the critic calls the design tiny in private.,tiny
size,en,25,-1,the critic calls the design small in private.,small
size,en,25,0,the critic calls the design ordinary in private.,ordinary
size,en,25,1,the critic calls the design large in private.,large
size,en,25,2,the critic calls the design huge in private.,huge
size,en,26,-2,she calls the proposal tiny after the meeting.,tiny
size,en,26,-1,she calls the proposal small after the meeting.,small
size,en,26,0,she calls the proposal ordinary after the meeting.,ordinary
size,en,26,1,she calls the proposal large after the meeting.,large
size,en,26,2,she calls the proposal huge after the meeting.,huge
size,en,27,-2,she calls the proposal tiny at the end.,tiny
size,en,27,-1,she calls the proposal small at the end.,small
size,en,27,0,she calls the proposal ordinary at the end.,ordinary
size,en,27,1,she calls the proposal large at the end.,large
size,en,27,2,she calls the proposal huge at the end.,huge
size,en,28,-2,she calls you tiny in private.,tiny
size,en,28,-1,she calls you small in private.,small
size,en,28,0,she calls you ordinary in private.,ordinary
size,en,28,1,she calls you large in private.,large
size,en,28,2,she calls you huge in private.,huge
size,en,29,-2,the neighbor calls this city tiny in private.,tiny
size,en,29,-1,the neighbor calls this city small in private.,small
size,en,29,0,the neighbor calls this city ordinary in private.,ordinary
size,en,29,1,the neighbor calls this city large in private.,large
size,en,29,2,the neighbor calls this city huge in private.,huge
size,en,30,-2,the researcher calls you tiny at the end.,tiny
size,en,30,-1,the researcher calls you small at the end.,small
size,en,30,0,the researcher calls you ordinary at the end.,ordinary
size,en,30,1,the researcher calls you large at the end.,large
size,en,30,2,the researcher calls you huge at the end.,huge
size,en,31,-2,the neighbor calls the design tiny today.,tiny
size,en,31,-1,the neighbor calls the design small today.,small
size,en,31,0,the neighbor calls the design ordinary today.,ordinary
size,en,31,1,the neighbor calls the design large today.,large
size,en,31,2,the neighbor calls the design huge today.,huge
size,en,32,-2,the artist calls this system tiny during the review.,tiny
size,en,32,-1,the artist calls this system small during the review.,small
size,en,32,0,the artist calls this system ordinary during the review.,ordinary
size,en,32,1,the artist calls this system large during the review.,large
size,en,32,2,the artist calls this system huge during the review.,huge
size,en,33,-2,the artist calls the song tiny in private.,tiny
size,en,33,-1,the artist calls the song small in private.,small
size,en,33,0,the artist calls the song ordinary in private.,ordinary
size,en,33,1,the artist calls the song large in private.,large
size,en,33,2,the artist calls the song huge in private.,huge
size,en,34,-2,I calls this system tiny in private.,tiny
size,en,34,-1,I calls this system small in private.,small
size,en,34,0,I calls this system ordinary in private.,ordinary
size,en,34,1,I calls this system large in private.,large
size,en,34,2,I calls this system huge in private.,huge
size,en,35,-2,she calls the song tiny during the review.,tiny
size,en,35,-1,she calls the song small during the review.,small
size,en,35,0,she calls the song ordinary during the review.,ordinary
size,en,35,1,she calls the song large during the review.,large
size,en,35,2,she calls the song huge during the review.,huge
size,en,36,-2,the teacher calls the proposal tiny after the meeting.,tiny
size,en,36,-1,the teacher calls the proposal small after the meeting.,small
size,en,36,0,the teacher calls the proposal ordinary after the meeting.,ordinary
size,en,36,1,the teacher calls the proposal large after the meeting.,large
size,en,36,2,the teacher calls the proposal huge after the meeting.,huge
size,en,37,-2,the artist calls this city tiny in private.,tiny
size,en,37,-1,the artist calls this city small in private.,small
size,en,37,0,the artist calls this city ordinary in private.,ordinary
size,en,37,1,the artist calls this city large in private.,large
size,en,37,2,the artist calls this city huge in private.,huge
size,en,38,-2,the user calls this idea tiny during the review.,tiny
size,en,38,-1,the user calls this idea small during the review.,small
size,en,38,0,the user calls this idea ordinary during the review.,ordinary
size,en,38,1,the user calls this idea large during the review.,large
size,en,38,2,the user calls this idea huge during the review.,huge
size,en,39,-2,I calls the proposal tiny in private.,tiny
size,en,39,-1,I calls the proposal small in private.,small
size,en,39,0,I calls the proposal ordinary in private.,ordinary
size,en,39,1,I calls the proposal large in private.,large
size,en,39,2,I calls the proposal huge in private.,huge
size,en,40,-2,I calls this idea tiny at the end.,tiny
size,en,40,-1,I calls this idea small at the end.,small
size,en,40,0,I calls this idea ordinary at the end.,ordinary
size,en,40,1,I calls this idea large at the end.,large
size,en,40,2,I calls this idea huge at the end.,huge
size,en,41,-2,the researcher calls this city tiny during the review.,tiny
size,en,41,-1,the researcher calls this city small during the review.,small
size,en,41,0,the researcher calls this city ordinary during the review.,ordinary
size,en,41,1,the researcher calls this city large during the review.,large
size,en,41,2,the researcher calls this city huge during the review.,huge
size,en,42,-2,the teacher calls the proposal tiny during the review.,tiny
size,en,42,-1,the teacher calls the proposal small during the review.,small
size,en,42,0,the teacher calls the proposal ordinary during the review.,ordinary
size,en,42,1,the teacher calls the proposal large during the review.,large
size,en,42,2,the teacher calls the proposal huge during the review.,huge
size,en,43,-2,she calls this city tiny today.,tiny
size,en,43,-1,she calls this city small today.,small
size,en,43,0,she calls this city ordinary today.,ordinary
size,en,43,1,she calls this city large today.,large
size,en,43,2,she calls this city huge today.,huge
size,en,44,-2,the artist calls this idea tiny after the meeting.,tiny
size,en,44,-1,the artist calls this idea small after the meeting.,small
size,en,44,0,the artist calls this idea ordinary after the meeting.,ordinary
size,en,44,1,the artist calls this idea large after the meeting.,large
size,en,44,2,the artist calls this idea huge after the meeting.,huge
size,en,45,-2,I calls the design tiny at the end.,tiny
size,en,45,-1,I calls the design small at the end.,small
size,en,45,0,I calls the design ordinary at the end.,ordinary
size,en,45,1,I calls the design large at the end.,large
size,en,45,2,I calls the design huge at the end.,huge
size,en,46,-2,I calls the design tiny during the review.,tiny
size,en,46,-1,I calls the design small during the review.,small
size,en,46,0,I calls the design ordinary during the review.,ordinary
size,en,46,1,I calls the design large during the review.,large
size,en,46,2,I calls the design huge during the review.,huge
size,en,47,-2,the artist calls you tiny after the meeting.,tiny
size,en,47,-1,the artist calls you small after the meeting.,small
size,en,47,0,the artist calls you ordinary after the meeting.,ordinary
size,en,47,1,the artist calls you large after the meeting.,large
size,en,47,2,the artist calls you huge after the meeting.,huge
size,en,48,-2,the teacher calls this film tiny at the end.,tiny
size,en,48,-1,the teacher calls this film small at the end.,small
size,en,48,0,the teacher calls this film ordinary at the end.,ordinary
size,en,48,1,the teacher calls this film large at the end.,large
size,en,48,2,the teacher calls this film huge at the end.,huge
size,en,49,-2,the critic calls this city tiny at the end.,tiny
size,en,49,-1,the critic calls this city small at the end.,small
size,en,49,0,the critic calls this city ordinary at the end.,ordinary
size,en,49,1,the critic calls this city large at the end.,large
size,en,49,2,the critic calls this city huge at the end.,huge
size,en,50,-2,the artist calls the proposal tiny at the end.,tiny
size,en,50,-1,the artist calls the proposal small at the end.,small
size,en,50,0,the artist calls the proposal ordinary at the end.,ordinary
size,en,50,1,the artist calls the proposal large at the end.,large
size,en,50,2,the artist calls the proposal huge at the end.,huge
size,en,51,-2,the critic calls this idea tiny at the end.,tiny
size,en,51,-1,the critic calls this idea small at the end.,small
size,en,51,0,the critic calls this idea ordinary at the end.,ordinary
size,en,51,1,the critic calls this idea large at the end.,large
size,en,51,2,the critic calls this idea huge at the end.,huge
size,en,52,-2,the user calls the design tiny at the end.,tiny
size,en,52,-1,the user calls the design small at the end.,small
size,en,52,0,the user calls the design ordinary at the end.,ordinary
size,en,52,1,the user calls the design large at the end.,large
size,en,52,2,the user calls the design huge at the end.,huge
size,en,53,-2,the researcher calls this film tiny at the end.,tiny
size,en,53,-1,the researcher calls this film small at the end.,small
size,en,53,0,the researcher calls this film ordinary at the end.,ordinary
size,en,53,1,the researcher calls this film large at the end.,large
size,en,53,2,the researcher calls this film huge at the end.,huge
size,en,54,-2,the critic calls the proposal tiny in private.,tiny
size,en,54,-1,the critic calls the proposal small in private.,small
size,en,54,0,the critic calls the proposal ordinary in private.,ordinary
size,en,54,1,the critic calls the proposal large in private.,large
size,en,54,2,the critic calls the proposal huge in private.,huge
size,en,55,-2,the teacher calls this system tiny at the end.,tiny
size,en,55,-1,the teacher calls this system small at the end.,small
size,en,55,0,the teacher calls this system ordinary at the end.,ordinary
size,en,55,1,the teacher calls this system large at the end.,large
size,en,55,2,the teacher calls this system huge at the end.,huge
size,en,56,-2,the researcher calls the proposal tiny during the review.,tiny
size,en,56,-1,the researcher calls the proposal small during the review.,small
size,en,56,0,the researcher calls the proposal ordinary during the review.,ordinary
size,en,56,1,the researcher calls the proposal large during the review.,large
size,en,56,2,the researcher calls the proposal huge during the review.,huge
size,en,57,-2,the user calls this system tiny after the meeting.,tiny
size,en,57,-1,the user calls this system small after the meeting.,small
size,en,57,0,the user calls this system ordinary after the meeting.,ordinary
size,en,57,1,the user calls this system large after the meeting.,large
size,en,57,2,the user calls this system huge after the meeting.,huge
size,en,58,-2,the researcher calls the design tiny today.,tiny
size,en,58,-1,the researcher calls the design small today.,small
size,en,58,0,the researcher calls the design ordinary today.,ordinary
size,en,58,1,the researcher calls the design large today.,large
size,en,58,2,the researcher calls the design huge today.,huge
size,en,59,-2,she calls the proposal tiny during the review.,tiny
size,en,59,-1,she calls the proposal small during the review.,small
size,en,59,0,she calls the proposal ordinary during the review.,ordinary
size,en,59,1,she calls the proposal large during the review.,large
size,en,59,2,she calls the proposal huge during the review.,huge
size,en,60,-2,the teacher calls this idea tiny after the meeting.,tiny
size,en,60,-1,the teacher calls this idea small after the meeting.,small
size,en,60,0,the teacher calls this idea ordinary after the meeting.,ordinary
size,en,60,1,the teacher calls this idea large after the meeting.,large
size,en,60,2,the teacher calls this idea huge after the meeting.,huge
size,en,61,-2,the critic calls this city tiny today.,tiny
size,en,61,-1,the critic calls this city small today.,small
size,en,61,0,the critic calls this city ordinary today.,ordinary
size,en,61,1,the critic calls this city large today.,large
size,en,61,2,the critic calls this city huge today.,huge
size,en,62,-2,she calls the proposal tiny today.,tiny
size,en,62,-1,she calls the proposal small today.,small
size,en,62,0,she calls the proposal ordinary today.,ordinary
size,en,62,1,she calls the proposal large today.,large
size,en,62,2,she calls the proposal huge today.,huge
size,en,63,-2,the artist calls the proposal tiny today.,tiny
size,en,63,-1,the artist calls the proposal small today.,small
size,en,63,0,the artist calls the proposal ordinary today.,ordinary
size,en,63,1,the artist calls the proposal large today.,large
size,en,63,2,the artist calls the proposal huge today.,huge
size,en,64,-2,the researcher calls the song tiny during the review.,tiny
size,en,64,-1,the researcher calls the song small during the review.,small
size,en,64,0,the researcher calls the song ordinary during the review.,ordinary
size,en,64,1,the researcher calls the song large during the review.,large
size,en,64,2,the researcher calls the song huge during the review.,huge
size,en,65,-2,the artist calls this idea tiny during the review.,tiny
size,en,65,-1,the artist calls this idea small during the review.,small
size,en,65,0,the artist calls this idea ordinary during the review.,ordinary
size,en,65,1,the artist calls this idea large during the review.,large
size,en,65,2,the artist calls this idea huge during the review.,huge
size,en,66,-2,she calls this system tiny today.,tiny
size,en,66,-1,she calls this system small today.,small
size,en,66,0,she calls this system ordinary today.,ordinary
size,en,66,1,she calls this system large today.,large
size,en,66,2,she calls this system huge today.,huge
size,en,67,-2,she calls this system tiny during the review.,tiny
size,en,67,-1,she calls this system small during the review.,small
size,en,67,0,she calls this system ordinary during the review.,ordinary
size,en,67,1,she calls this system large during the review.,large
size,en,67,2,she calls this system huge during the review.,huge
size,en,68,-2,the user calls this city tiny in private.,tiny
size,en,68,-1,the user calls this city small in private.,small
size,en,68,0,the user calls this city ordinary in private.,ordinary
size,en,68,1,the user calls this city large in private.,large
size,en,68,2,the user calls this city huge in private.,huge
size,en,69,-2,the researcher calls this idea tiny during the review.,tiny
size,en,69,-1,the researcher calls this idea small during the review.,small
size,en,69,0,the researcher calls this idea ordinary during the review.,ordinary
size,en,69,1,the researcher calls this idea large during the review.,large
size,en,69,2,the researcher calls this idea huge during the review.,huge
size,en,70,-2,the critic calls this film tiny during the review.,tiny
size,en,70,-1,the critic calls this film small during the review.,small
size,en,70,0,the critic calls this film ordinary during the review.,ordinary
size,en,70,1,the critic calls this film large during the review.,large
size,en,70,2,the critic calls this film huge during the review.,huge
size,en,71,-2,the teacher calls the proposal tiny in private.,tiny
size,en,71,-1,the teacher calls the proposal small in private.,small
size,en,71,0,the teacher calls the proposal ordinary in private.,ordinary
size,en,71,1,the teacher calls the proposal large in private.,large
size,en,71,2,the teacher calls the proposal huge in private.,huge
size,en,72,-2,the teacher calls the design tiny after the meeting.,tiny
size,en,72,-1,the teacher calls the design small after the meeting.,small
size,en,72,0,the teacher calls the design ordinary after the meeting.,ordinary
size,en,72,1,the teacher calls the design large after the meeting.,large
size,en,72,2,the teacher calls the design huge after the meeting.,huge
size,en,73,-2,the neighbor calls you tiny at the end.,tiny
size,en,73,-1,the neighbor calls you small at the end.,small
size,en,73,0,the neighbor calls you ordinary at the end.,ordinary
size,en,73,1,the neighbor calls you large at the end.,large
size,en,73,2,the neighbor calls you huge at the end.,huge
size,en,74,-2,I calls you tiny today.,tiny
size,en,74,-1,I calls you small today.,small
size,en,74,0,I calls you ordinary today.,ordinary
size,en,74,1,I calls you large today.,large
size,en,74,2,I calls you huge today.,huge
size,en,75,-2,the artist calls the design tiny in private.,tiny
size,en,75,-1,the artist calls the design small in private.,small
size,en,75,0,the artist calls the design ordinary in private.,ordinary
size,en,75,1,the artist calls the design large in private.,large
size,en,75,2,the artist calls the design huge in private.,huge
size,en,76,-2,the artist calls you tiny in private.,tiny
size,en,76,-1,the artist calls you small in private.,small
size,en,76,0,the artist calls you ordinary in private.,ordinary
size,en,76,1,the artist calls you large in private.,large
size,en,76,2,the artist calls you huge in private.,huge
size,en,77,-2,the critic calls this city tiny after the meeting.,tiny
size,en,77,-1,the critic calls this city small after the meeting.,small
size,en,77,0,the critic calls this city ordinary after the meeting.,ordinary
size,en,77,1,the critic calls this city large after the meeting.,large
size,en,77,2,the critic calls this city huge after the meeting.,huge
size,en,78,-2,I calls the proposal tiny today.,tiny
size,en,78,-1,I calls the proposal small today.,small
size,en,78,0,I calls the proposal ordinary today.,ordinary
size,en,78,1,I calls the proposal large today.,large
size,en,78,2,I calls the proposal huge today.,huge
size,en,79,-2,the researcher calls this film tiny during the review.,tiny
size,en,79,-1,the researcher calls this film small during the review.,small
size,en,79,0,the researcher calls this film ordinary during the review.,ordinary
size,en,79,1,the researcher calls this film large during the review.,large
size,en,79,2,the researcher calls this film huge during the review.,huge
size,en,80,-2,the researcher calls this system tiny during the review.,tiny
size,en,80,-1,the researcher calls this system small during the review.,small
size,en,80,0,the researcher calls this system ordinary during the review.,ordinary
size,en,80,1,the researcher calls this system large during the review.,large
size,en,80,2,the researcher calls this system huge during the review.,huge
size,en,81,-2,the artist calls the design tiny during the review.,tiny
size,en,81,-1,the artist calls the design small during the review.,small
size,en,81,0,the artist calls the design ordinary during the review.,ordinary
size,en,81,1,the artist calls the design large during the review.,large
size,en,81,2,the artist calls the design huge during the review.,huge
size,en,82,-2,the researcher calls you tiny today.,tiny
size,en,82,-1,the researcher calls you small today.,small
size,en,82,0,the researcher calls you ordinary today.,ordinary
size,en,82,1,the researcher calls you large today.,large
size,en,82,2,the researcher calls you huge today.,huge
size,en,83,-2,the neighbor calls this system tiny in private.,tiny
size,en,83,-1,the neighbor calls this system small in private.,small
size,en,83,0,the neighbor calls this system ordinary in private.,ordinary
size,en,83,1,the neighbor calls this system large in private.,large
size,en,83,2,the neighbor calls this system huge in private.,huge
size,en,84,-2,the teacher calls the song tiny at the end.,tiny
size,en,84,-1,the teacher calls the song small at the end.,small
size,en,84,0,the teacher calls the song ordinary at the end.,ordinary
size,en,84,1,the teacher calls the song large at the end.,large
size,en,84,2,the teacher calls the song huge at the end.,huge
size,en,85,-2,the neighbor calls the proposal tiny in private.,tiny
size,en,85,-1,the neighbor calls the proposal small in private.,small
size,en,85,0,the neighbor calls the proposal ordinary in private.,ordinary
size,en,85,1,the neighbor calls the proposal large in private.,large
size,en,85,2,the neighbor calls the proposal huge in private.,huge
size,en,86,-2,the neighbor calls the proposal tiny during the review.,tiny
size,en,86,-1,the neighbor calls the proposal small during the review.,small
size,en,86,0,the neighbor calls the proposal ordinary during the review.,ordinary
size,en,86,1,the neighbor calls the proposal large during the review.,large
size,en,86,2,the neighbor calls the proposal huge during the review.,huge
size,en,87,-2,the neighbor calls this film tiny today.,tiny
size,en,87,-1,the neighbor calls this film small today.,small
size,en,87,0,the neighbor calls this film ordinary today.,ordinary
size,en,87,1,the neighbor calls this film large today.,large
size,en,87,2,the neighbor calls this film huge today.,huge
size,en,88,-2,I calls this idea tiny after the meeting.,tiny
size,en,88,-1,I calls this idea small after the meeting.,small
size,en,88,0,I calls this idea ordinary after the meeting.,ordinary
size,en,88,1,I calls this idea large after the meeting.,large
size,en,88,2,I calls this idea huge after the meeting.,huge
size,en,89,-2,the user calls this idea tiny after the meeting.,tiny
size,en,89,-1,the user calls this idea small after the meeting.,small
size,en,89,0,the user calls this idea ordinary after the meeting.,ordinary
size,en,89,1,the user calls this idea large after the meeting.,large
size,en,89,2,the user calls this idea huge after the meeting.,huge
size,en,90,-2,the critic calls the design tiny after the meeting.,tiny
size,en,90,-1,the critic calls the design small after the meeting.,small
size,en,90,0,the critic calls the design ordinary after the meeting.,ordinary
size,en,90,1,the critic calls the design large after the meeting.,large
size,en,90,2,the critic calls the design huge after the meeting.,huge
size,en,91,-2,the neighbor calls you tiny after the meeting.,tiny
size,en,91,-1,the neighbor calls you small after the meeting.,small
size,en,91,0,the neighbor calls you ordinary after the meeting.,ordinary
size,en,91,1,the neighbor calls you large after the meeting.,large
size,en,91,2,the neighbor calls you huge after the meeting.,huge
size,en,92,-2,the teacher calls this film tiny after the meeting.,tiny
size,en,92,-1,the teacher calls this film small after the meeting.,small
size,en,92,0,the teacher calls this film ordinary after the meeting.,ordinary
size,en,92,1,the teacher calls this film large after the meeting.,large
size,en,92,2,the teacher calls this film huge after the meeting.,huge
size,en,93,-2,the neighbor calls this film tiny after the meeting.,tiny
size,en,93,-1,the neighbor calls this film small after the meeting.,small
size,en,93,0,the neighbor calls this film ordinary after the meeting.,ordinary
size,en,93,1,the neighbor calls this film large after the meeting.,large
size,en,93,2,the neighbor calls this film huge after the meeting.,huge
size,en,94,-2,the researcher calls this city tiny in private.,tiny
size,en,94,-1,the researcher calls this city small in private.,small
size,en,94,0,the researcher calls this city ordinary in private.,ordinary
size,en,94,1,the researcher calls this city large in private.,large
size,en,94,2,the researcher calls this city huge in private.,huge
size,en,95,-2,the teacher calls the design tiny at the end.,tiny
size,en,95,-1,the teacher calls the design small at the end.,small
size,en,95,0,the teacher calls the design ordinary at the end.,ordinary
size,en,95,1,the teacher calls the design large at the end.,large
size,en,95,2,the teacher calls the design huge at the end.,huge
size,en,96,-2,the user calls the song tiny during the review.,tiny
size,en,96,-1,the user calls the song small during the review.,small
size,en,96,0,the user calls the song ordinary during the review.,ordinary
size,en,96,1,the user calls the song large during the review.,large
size,en,96,2,the user calls the song huge during the review.,huge
size,en,97,-2,the artist calls the proposal tiny in private.,tiny
size,en,97,-1,the artist calls the proposal small in private.,small
size,en,97,0,the artist calls the proposal ordinary in private.,ordinary
size,en,97,1,the artist calls the proposal large in private.,large
size,en,97,2,the artist calls the proposal huge in private.,huge
size,en,98,-2,she calls the song tiny after the meeting.,tiny
size,en,98,-1,she calls the song small after the meeting.,small
size,en,98,0,she calls the song ordinary after the meeting.,ordinary
size,en,98,1,she calls the song large after the meeting.,large
size,en,98,2,she calls the song huge after the meeting.,huge
size,en,99,-2,the artist calls this system tiny at the end.,tiny
size,en,99,-1,the artist calls this system small at the end.,small
size,en,99,0,the artist calls this system ordinary at the end.,ordinary
size,en,99,1,the artist calls this system large at the end.,large
size,en,99,2,the artist calls this system huge at the end.,huge
size,en,100,-2,the critic calls this city tiny during the review.,tiny
size,en,100,-1,the critic calls this city small during the review.,small
size,en,100,0,the critic calls this city ordinary during the review.,ordinary
size,en,100,1,the critic calls this city large during the review.,large
size,en,100,2,the critic calls this city huge during the review.,huge
size,en,101,-2,the teacher calls the proposal tiny today.,tiny
size,en,101,-1,the teacher calls the proposal small today.,small
size,en,101,0,the teacher calls the proposal ordinary today.,ordinary
size,en,101,1,the teacher calls the proposal large today.,large
size,en,101,2,the teacher calls the proposal huge today.,huge
size,en,102,-2,the user calls the song tiny at the end.,tiny
size,en,102,-1,the user calls the song small at the end.,small
size,en,102,0,the user calls the song ordinary at the end.,ordinary
size,en,102,1,the user calls the song large at the end.,large
size,en,102,2,the user calls the song huge at the end.,huge
size,en,103,-2,the teacher calls this system tiny in private.,tiny
size,en,103,-1,the teacher calls this system small in private.,small
size,en,103,0,the teacher calls this system ordinary in private.,ordinary
size,en,103,1,the teacher calls this system large in private.,large
size,en,103,2,the teacher calls this system huge in private.,huge
size,en,104,-2,the neighbor calls the song tiny in private.,tiny
size,en,104,-1,the neighbor calls the song small in private.,small
size,en,104,0,the neighbor calls the song ordinary in private.,ordinary
size,en,104,1,the neighbor calls the song large in private.,large
size,en,104,2,the neighbor calls the song huge in private.,huge
size,en,105,-2,the neighbor calls this idea tiny today.,tiny
size,en,105,-1,the neighbor calls this idea small today.,small
size,en,105,0,the neighbor calls this idea ordinary today.,ordinary
size,en,105,1,the neighbor calls this idea large today.,large
size,en,105,2,the neighbor calls this idea huge today.,huge
size,en,106,-2,the researcher calls this system tiny after the meeting.,tiny
size,en,106,-1,the researcher calls this system small after the meeting.,small
size,en,106,0,the researcher calls this system ordinary after the meeting.,ordinary
size,en,106,1,the researcher calls this system large after the meeting.,large
size,en,106,2,the researcher calls this system huge after the meeting.,huge
size,en,107,-2,she calls this system tiny after the meeting.,tiny
size,en,107,-1,she calls this system small after the meeting.,small
size,en,107,0,she calls this system ordinary after the meeting.,ordinary
size,en,107,1,she calls this system large after the meeting.,large
size,en,107,2,she calls this system huge after the meeting.,huge
size,en,108,-2,the artist calls this city tiny at the end.,tiny
size,en,108,-1,the artist calls this city small at the end.,small
size,en,108,0,the artist calls this city ordinary at the end.,ordinary
size,en,108,1,the artist calls this city large at the end.,large
size,en,108,2,the artist calls this city huge at the end.,huge
size,en,109,-2,she calls this film tiny today.,tiny
size,en,109,-1,she calls this film small today.,small
size,en,109,0,she calls this film ordinary today.,ordinary
size,en,109,1,she calls this film large today.,large
size,en,109,2,she calls this film huge today.,huge
size,en,110,-2,the neighbor calls this system tiny at the end.,tiny
size,en,110,-1,the neighbor calls this system small at the end.,small
size,en,110,0,the neighbor calls this system ordinary at the end.,ordinary
size,en,110,1,the neighbor calls this system large at the end.,large
size,en,110,2,the neighbor calls this system huge at the end.,huge
size,en,111,-2,the user calls the design tiny after the meeting.,tiny
size,en,111,-1,the user calls the design small after the meeting.,small
size,en,111,0,the user calls the design ordinary after the meeting.,ordinary
size,en,111,1,the user calls the design large after the meeting.,large
size,en,111,2,the user calls the design huge after the meeting.,huge
size,en,112,-2,the researcher calls this city tiny at the end.,tiny
size,en,112,-1,the researcher calls this city small at the end.,small
size,en,112,0,the researcher calls this city ordinary at the end.,ordinary
size,en,112,1,the researcher calls this city large at the end.,large
size,en,112,2,the researcher calls this city huge at the end.,huge
size,en,113,-2,the user calls this city tiny today.,tiny
size,en,113,-1,the user calls this city small today.,small
size,en,113,0,the user calls this city ordinary today.,ordinary
size,en,113,1,the user calls this city large today.,large
size,en,113,2,the user calls this city huge today.,huge
size,en,114,-2,she calls the design tiny during the review.,tiny
size,en,114,-1,she calls the design small during the review.,small
size,en,114,0,she calls the design ordinary during the review.,ordinary
size,en,114,1,she calls the design large during the review.,large
size,en,114,2,she calls the design huge during the review.,huge
size,en,115,-2,the researcher calls this system tiny at the end.,tiny
size,en,115,-1,the researcher calls this system small at the end.,small
size,en,115,0,the researcher calls this system ordinary at the end.,ordinary
size,en,115,1,the researcher calls this system large at the end.,large
size,en,115,2,the researcher calls this system huge at the end.,huge
size,en,116,-2,the user calls the song tiny in private.,tiny
size,en,116,-1,the user calls the song small in private.,small
size,en,116,0,the user calls the song ordinary in private.,ordinary
size,en,116,1,the user calls the song large in private.,large
size,en,116,2,the user calls the song huge in private.,huge
size,en,117,-2,she calls this system tiny in private.,tiny
size,en,117,-1,she calls this system small in private.,small
size,en,117,0,she calls this system ordinary in private.,ordinary
size,en,117,1,she calls this system large in private.,large
size,en,117,2,she calls this system huge in private.,huge
size,en,118,-2,the critic calls the song tiny at the end.,tiny
size,en,118,-1,the critic calls the song small at the end.,small
size,en,118,0,the critic calls the song ordinary at the end.,ordinary
size,en,118,1,the critic calls the song large at the end.,large
size,en,118,2,the critic calls the song huge at the end.,huge
size,en,119,-2,she calls the design tiny in private.,tiny
size,en,119,-1,she calls the design small in private.,small
size,en,119,0,she calls the design ordinary in private.,ordinary
size,en,119,1,she calls the design large in private.,large
size,en,119,2,she calls the design huge in private.,huge
attention,en,0,-2,the user ignores this film at the end.,ignores
attention,en,0,-1,the user notices this film at the end.,notices
attention,en,0,0,the user mentions this film at the end.,mentions
attention,en,0,1,the user discusses this film at the end.,discusses
attention,en,0,2,the user analyzes this film at the end.,analyzes
attention,en,1,-2,I ignores this system during the review.,ignores
attention,en,1,-1,I notices this system during the review.,notices
attention,en,1,0,I mentions this system during the review.,mentions
attention,en,1,1,I discusses this system during the review.,discusses
attention,en,1,2,I analyzes this system during the review.,analyzes
attention,en,2,-2,the artist ignores this system at the end.,ignores
attention,en,2,-1,the artist notices this system at the end.,notices
attention,en,2,0,the artist mentions this system at the end.,mentions
attention,en,2,1,the artist discusses this system at the end.,discusses
attention,en,2,2,the artist analyzes this system at the end.,analyzes
attention,en,3,-2,the critic ignores the proposal during the review.,ignores
attention,en,3,-1,the critic notices the proposal during the review.,notices
attention,en,3,0,the critic mentions the proposal during the review.,mentions
attention,en,3,1,the critic discusses the proposal during the review.,discusses
attention,en,3,2,the critic analyzes the proposal during the review.,analyzes
attention,en,4,-2,she ignores this film after the meeting.,ignores
attention,en,4,-1,she notices this film after the meeting.,notices
attention,en,4,0,she mentions this film after the meeting.,mentions
attention,en,4,1,she discusses this film after the meeting.,discusses
attention,en,4,2,she analyzes this film after the meeting.,analyzes
attention,en,5,-2,the teacher ignores this city today.,ignores
attention,en,5,-1,the teacher notices this city today.,notices
attention,en,5,0,the teacher mentions this city today.,mentions
attention,en,5,1,the teacher discusses this city today.,discusses
attention,en,5,2,the teacher analyzes this city today.,analyzes
attention,en,6,-2,the critic ignores this system after the meeting.,ignores
attention,en,6,-1,the critic notices this system after the meeting.,notices
attention,en,6,0,the critic mentions this system after the meeting.,mentions
attention,en,6,1,the critic discusses this system after the meeting.,discusses
attention,en,6,2,the critic analyzes this system after the meeting.,analyzes
attention,en,7,-2,she ignores the proposal during the review.,ignores
attention,en,7,-1,she notices the proposal during the review.,notices
