prompt_id,prompt
954,The question was defended by the chef.
955,It is true that the chef defended the question.
956,The student did not help the data.
957,Did the student help the data?
958,The student will help the data.
959,The student may have helped the data.
960,The data was helped by the student.
961,It is true that the student helped the data.
962,The teacher did not solve the meal.
963,Did the teacher solve the meal?
964,The teacher will solve the meal.
965,The teacher may have solved the meal.
966,The meal was solved by the teacher.
967,It is true that the teacher solved the meal.
968,The writer did not solve the rule.
969,Did the writer solve the rule?
970,The writer will solve the rule.
971,The writer may have solved the rule.
972,The rule was solved by the writer.
973,It is true that the writer solved the rule.
974,The writer did not find the data.
975,Did the writer find the data?
976,The writer will find the data.
977,The writer may have found the data.
978,The data was found by the writer.
979,It is true that the writer found the data.
980,The chef did not study a short story.
981,Did the chef study a short story?
982,The chef will study a short story.
983,The chef may have studied a short story.
984,A short story was studied by the chef.
985,It is true that the chef studied a short story.
986,The journalist did not analyze the problem.
987,Did the journalist analyze the problem?
988,The journalist will analyze the problem.
989,The journalist may have analyzed the problem.
990,The problem was analyzed by the journalist.
991,It is true that the journalist analyzed the problem.
992,The nurse did not study the system.
993,Did the nurse study the system?
994,The nurse will study the system.
995,The nurse may have studied the system.
996,The system was studied by the nurse.
997,It is true that the nurse studied the system.
998,The designer did not report the data.
999,Did the designer report the data?
1000,The designer will report the data.
1001,The designer may have reported the data.
1002,The data was reported by the designer.
1003,It is true that the designer reported the data.
1004,The programmer did not grow the system.
1005,Did the programmer grow the system?
1006,The programmer will grow the system.
1007,The programmer may have grew the system.
1008,The system was grew by the programmer.
1009,It is true that the programmer grew the system.
1010,The artist did not create a black cat.
1011,Did the artist create a black cat?
1012,The artist will create a black cat.
1013,The artist may have created a black cat.
1014,A black cat was created by the artist.
1015,It is true that the artist created a black cat.
1016,The designer did not help a black cat.
1017,Did the designer help a black cat?
1018,The designer will help a black cat.
1019,The designer may have helped a black cat.
1020,A black cat was helped by the designer.
1021,It is true that the designer helped a black cat.
1022,The writer did not solve a short story.
1023,Did the writer solve a short story?
1024,The writer will solve a short story.
1025,The writer may have solved a short story.
1026,A short story was solved by the writer.
1027,It is true that the writer solved a short story.
1028,The designer did not study a black cat.
1029,Did the designer study a black cat?
1030,The designer will study a black cat.
1031,The designer may have studied a black cat.
1032,A black cat was studied by the designer.
1033,It is true that the designer studied a black cat.
1034,The student did not report the client.
1035,Did the student report the client?
1036,The student will report the client.
1037,The student may have reported the client.
1038,The client was reported by the student.
1039,It is true that the student reported the client.
1040,The researcher did not study the garden.
1041,Did the researcher study the garden?
1042,The researcher will study the garden.
1043,The researcher may have studied the garden.
1044,The garden was studied by the researcher.
1045,It is true that the researcher studied the garden.
1046,The chef did not grow the problem.
1047,Did the chef grow the problem?
1048,The chef will grow the problem.
1049,The chef may have grew the problem.
1050,The problem was grew by the chef.
1051,It is true that the chef grew the problem.
1052,The child did not create a black cat.
1053,Did the child create a black cat?
1054,The child will create a black cat.
1055,The child may have created a black cat.
1056,A black cat was created by the child.
1057,It is true that the child created a black cat.
1058,The artist did not study the patient.
1059,Did the artist study the patient?
1060,The artist will study the patient.
1061,The artist may have studied the patient.
1062,The patient was studied by the artist.
1063,It is true that the artist studied the patient.
1064,The journalist did not examine the meal.
1065,Did the journalist examine the meal?
1066,The journalist will examine the meal.
1067,The journalist may have examined the meal.
1068,The meal was examined by the journalist.
1069,It is true that the journalist examined the meal.
1070,The journalist did not explain a beautiful painting.
1071,Did the journalist explain a beautiful painting?
1072,The journalist will explain a beautiful painting.
1073,The journalist may have explained a beautiful painting.
1074,A beautiful painting was explained by the journalist.
1075,It is true that the journalist explained a beautiful painting.
1076,The nurse did not test the family.
1077,Did the nurse test the family?
1078,The nurse will test the family.
1079,The nurse may have tested the family.
1080,The family was tested by the nurse.
1081,It is true that the nurse tested the family.
1082,The designer did not prepare a short story.
1083,Did the designer prepare a short story?
1084,The designer will prepare a short story.
1085,The designer may have prepared a short story.
1086,A short story was prepared by the designer.
1087,It is true that the designer prepared a short story.
1088,The doctor did not solve the client.
1089,Did the doctor solve the client?
1090,The doctor will solve the client.
1091,The doctor may have solved the client.
1092,The client was solved by the doctor.
1093,It is true that the doctor solved the client.
1094,The nurse did not control the decision.
1095,Did the nurse control the decision?
1096,The nurse will control the decision.
1097,The nurse may have controlled the decision.
1098,The decision was controlled by the nurse.
1099,It is true that the nurse controlled the decision.
1100,The journalist did not find the family.
1101,Did the journalist find the family?
1102,The journalist will find the family.
1103,The journalist may have found the family.
1104,The family was found by the journalist.
1105,It is true that the journalist found the family.
1106,The engineer did not create the rule.
1107,Did the engineer create the rule?
1108,The engineer will create the rule.
1109,The engineer may have created the rule.
1110,The rule was created by the engineer.
1111,It is true that the engineer created the rule.
1112,The nurse did not explain the family.
1113,Did the nurse explain the family?
1114,The nurse will explain the family.
1115,The nurse may have explained the family.
1116,The family was explained by the nurse.
1117,It is true that the nurse explained the family.
1118,The designer did not improve the problem.
1119,Did the designer improve the problem?
1120,The designer will improve the problem.
1121,The designer may have improved the problem.
1122,The problem was improved by the designer.
1123,It is true that the designer improved the problem.
1124,The artist did not design the system.
1125,Did the artist design the system?
1126,The artist will design the system.
1127,The artist may have designed the system.
1128,The system was designed by the artist.
1129,It is true that the artist designed the system.
1130,The student did not write a complex machine.
1131,Did the student write a complex machine?
1132,The student will write a complex machine.
1133,The student may have wrote a complex machine.
1134,A complex machine was wrote by the student.
1135,It is true that the student wrote a complex machine.
1136,The pilot did not solve the question.
1137,Did the pilot solve the question?
1138,The pilot will solve the question.
1139,The pilot may have solved the question.
1140,The question was solved by the pilot.
1141,It is true that the pilot solved the question.
1142,The student did not solve the client.
1143,Did the student solve the client?
1144,The student will solve the client.
1145,The student may have solved the client.
1146,The client was solved by the student.
1147,It is true that the student solved the client.
1148,The doctor did not approve the interface.
1149,Did the doctor approve the interface?
1150,The doctor will approve the interface.
1151,The doctor may have approved the interface.
1152,The interface was approved by the doctor.
1153,It is true that the doctor approved the interface.
1154,The child did not improve the problem.
1155,Did the child improve the problem?
1156,The child will improve the problem.
1157,The child may have improved the problem.
1158,The problem was improved by the child.
1159,It is true that the child improved the problem.
1160,The analyst did not analyze the family.
1161,Did the analyst analyze the family?
1162,The analyst will analyze the family.
1163,The analyst may have analyzed the family.
1164,The family was analyzed by the analyst.
1165,It is true that the analyst analyzed the family.
1166,The doctor did not study a beautiful painting.
1167,Did the doctor study a beautiful painting?
1168,The doctor will study a beautiful painting.
1169,The doctor may have studied a beautiful painting.
1170,A beautiful painting was studied by the doctor.
1171,It is true that the doctor studied a beautiful painting.
1172,The designer did not discover a short story.
1173,Did the designer discover a short story?
1174,The designer will discover a short story.
1175,The designer may have discovered a short story.
1176,A short story was discovered by the designer.
1177,It is true that the designer discovered a short story.
1178,The analyst did not prepare a short story.
1179,Did the analyst prepare a short story?
1180,The analyst will prepare a short story.
1181,The analyst may have prepared a short story.
1182,A short story was prepared by the analyst.
1183,It is true that the analyst prepared a short story.
1184,The engineer did not control a new principle.
1185,Did the engineer control a new principle?
1186,The engineer will control a new principle.
1187,The engineer may have controlled a new principle.
1188,A new principle was controlled by the engineer.
1189,It is true that the engineer controlled a new principle.
1190,The farmer did not approve a black cat.
1191,Did the farmer approve a black cat?
1192,The farmer will approve a black cat.
1193,The farmer may have approved a black cat.
1194,A black cat was approved by the farmer.
1195,It is true that the farmer approved a black cat.
1196,The musician did not discover the system.
1197,Did the musician discover the system?
1198,The musician will discover the system.
1199,The musician may have discovered the system.
1200,The system was discovered by the musician.
1201,It is true that the musician discovered the system.
1202,The child did not help the client.
1203,Did the child help the client?
1204,The child will help the client.
1205,The child may have helped the client.
1206,The client was helped by the child.
1207,It is true that the child helped the client.
1208,The chef did not defend the client.
1209,Did the chef defend the client?
1210,The chef will defend the client.
1211,The chef may have defended the client.
1212,The client was defended by the chef.
1213,It is true that the chef defended the client.
1214,The pilot did not test the aircraft.
1215,Did the pilot test the aircraft?
1216,The pilot will test the aircraft.
1217,The pilot may have tested the aircraft.
1218,The aircraft was tested by the pilot.
1219,It is true that the pilot tested the aircraft.
1220,The teacher did not discover the data.
1221,Did the teacher discover the data?
1222,The teacher will discover the data.
1223,The teacher may have discovered the data.
1224,The data was discovered by the teacher.
1225,It is true that the teacher discovered the data.
1226,The teacher did not grow a new principle.
1227,Did the teacher grow a new principle?
1228,The teacher will grow a new principle.
1229,The teacher may have grew a new principle.
1230,A new principle was grew by the teacher.
1231,It is true that the teacher grew a new principle.
1232,The student did not design the question.
1233,Did the student design the question?
1234,The student will design the question.
1235,The student may have designed the question.
1236,The question was designed by the student.
1237,It is true that the student designed the question.
1238,The doctor did not discover the rule.
1239,Did the doctor discover the rule?
1240,The doctor will discover the rule.
1241,The doctor may have discovered the rule.
1242,The rule was discovered by the doctor.
1243,It is true that the doctor discovered the rule.
1244,The journalist did not test the decision.
1245,Did the journalist test the decision?
1246,The journalist will test the decision.
1247,The journalist may have tested the decision.
1248,The decision was tested by the journalist.
1249,It is true that the journalist tested the decision.
1250,The musician did not design a complex machine.
1251,Did the musician design a complex machine?
1252,The musician will design a complex machine.
1253,The musician may have designed a complex machine.
1254,A complex machine was designed by the musician.
1255,It is true that the musician designed a complex machine.
1256,The engineer did not help the meal.
1257,Did the engineer help the meal?
1258,The engineer will help the meal.
1259,The engineer may have helped the meal.
1260,The meal was helped by the engineer.
1261,It is true that the engineer helped the meal.
1262,The child did not defend the garden.
1263,Did the child defend the garden?
1264,The child will defend the garden.
1265,The child may have defended the garden.
1266,The garden was defended by the child.
1267,It is true that the child defended the garden.
1268,The designer did not analyze the rule.
1269,Did the designer analyze the rule?
1270,The designer will analyze the rule.
1271,The designer may have analyzed the rule.
1272,The rule was analyzed by the designer.
1273,It is true that the designer analyzed the rule.
1274,The writer did not design the problem.
1275,Did the writer design the problem?
1276,The writer will design the problem.
1277,The writer may have designed the problem.
1278,The problem was designed by the writer.
1279,It is true that the writer designed the problem.
1280,The teacher did not analyze the family.
1281,Did the teacher analyze the family?
1282,The teacher will analyze the family.
1283,The teacher may have analyzed the family.
1284,The family was analyzed by the teacher.
1285,It is true that the teacher analyzed the family.
1286,The chef did not explain the aircraft.
1287,Did the chef explain the aircraft?
1288,The chef will explain the aircraft.
1289,The chef may have explained the aircraft.
1290,The aircraft was explained by the chef.
1291,It is true that the chef explained the aircraft.
1292,The analyst did not control the event.
1293,Did the analyst control the event?
1294,The analyst will control the event.
1295,The analyst may have controlled the event.
1296,The event was controlled by the analyst.
1297,It is true that the analyst controlled the event.
1298,The journalist did not design the interface.
1299,Did the journalist design the interface?
1300,The journalist will design the interface.
1301,The journalist may have designed the interface.
1302,The interface was designed by the journalist.
1303,It is true that the journalist designed the interface.
1304,The doctor did not defend the question.
1305,Did the doctor defend the question?
1306,The doctor will defend the question.
1307,The doctor may have defended the question.
1308,The question was defended by the doctor.
1309,It is true that the doctor defended the question.
1310,The teacher did not prepare a sad melody.
1311,Did the teacher prepare a sad melody?
1312,The teacher will prepare a sad melody.
1313,The teacher may have prepared a sad melody.
1314,A sad melody was prepared by the teacher.
1315,It is true that the teacher prepared a sad melody.
1316,The farmer did not grow a sad melody.
1317,Did the farmer grow a sad melody?
1318,The farmer will grow a sad melody.
1319,The farmer may have grew a sad melody.
1320,A sad melody was grew by the farmer.
1321,It is true that the farmer grew a sad melody.
1322,The student did not improve a new principle.
1323,Did the student improve a new principle?
1324,The student will improve a new principle.
1325,The student may have improved a new principle.
1326,A new principle was improved by the student.
1327,It is true that the student improved a new principle.
1328,The pilot did not write the patient.
1329,Did the pilot write the patient?
1330,The pilot will write the patient.
1331,The pilot may have wrote the patient.
1332,The patient was wrote by the pilot.
1333,It is true that the pilot wrote the patient.
1334,The journalist did not grow the aircraft.
1335,Did the journalist grow the aircraft?
1336,The journalist will grow the aircraft.
1337,The journalist may have grew the aircraft.
1338,The aircraft was grew by the journalist.
1339,It is true that the journalist grew the aircraft.
1340,The programmer did not grow a short story.
1341,Did the programmer grow a short story?
1342,The programmer will grow a short story.
1343,The programmer may have grew a short story.
1344,A short story was grew by the programmer.
1345,It is true that the programmer grew a short story.
1346,The researcher did not control the garden.
1347,Did the researcher control the garden?
1348,The researcher will control the garden.
1349,The researcher may have controlled the garden.
1350,The garden was controlled by the researcher.
1351,It is true that the researcher controlled the garden.
1352,The scientist did not design the rule.
1353,Did the scientist design the rule?
1354,The scientist will design the rule.
1355,The scientist may have designed the rule.
1356,The rule was designed by the scientist.
1357,It is true that the scientist designed the rule.
1358,The artist did not help the interface.
1359,Did the artist help the interface?
1360,The artist will help the interface.
1361,The artist may have helped the interface.
1362,The interface was helped by the artist.
1363,It is true that the artist helped the interface.
1364,The engineer did not approve the question.
1365,Did the engineer approve the question?
1366,The engineer will approve the question.
1367,The engineer may have approved the question.
1368,The question was approved by the engineer.
1369,It is true that the engineer approved the question.
1370,The chef did not grow the event.
1371,Did the chef grow the event?
1372,The chef will grow the event.
1373,The chef may have grew the event.
1374,The event was grew by the chef.
1375,It is true that the chef grew the event.
1376,The chef did not help the aircraft.
1377,Did the chef help the aircraft?
1378,The chef will help the aircraft.
1379,The chef may have helped the aircraft.
1380,The aircraft was helped by the chef.
1381,It is true that the chef helped the aircraft.
1382,The student did not write the interface.
1383,Did the student write the interface?
1384,The student will write the interface.
1385,The student may have wrote the interface.
1386,The interface was wrote by the student.
1387,It is true that the student wrote the interface.
1388,The farmer did not discover the system.
1389,Did the farmer discover the system?
1390,The farmer will discover the system.
1391,The farmer may have discovered the system.
1392,The system was discovered by the farmer.
1393,It is true that the farmer discovered the system.
1394,The farmer did not test the meal.
1395,Did the farmer test the meal?
1396,The farmer will test the meal.
1397,The farmer may have tested the meal.
1398,The meal was tested by the farmer.
1399,It is true that the farmer tested the meal.
