model,base_id,class,source,target,delta_norm
bert-base-uncased,124,question,The scientist tested a black cat.,Did the scientist test a black cat?,5.248696804046631
bert-base-uncased,124,past_to_future,The scientist tested a black cat.,The scientist will test a black cat.,4.564211368560791
bert-base-uncased,124,certainty_to_uncertainty,The scientist tested a black cat.,The scientist may have tested a black cat.,5.0929856300354
bert-base-uncased,124,active_to_passive,The scientist tested a black cat.,A black cat was tested by the scientist.,4.461122512817383
bert-base-uncased,124,formalization,The scientist tested a black cat.,It is true that the scientist tested a black cat.,5.4222612380981445
bert-base-uncased,125,negation,The chef defended the question.,The chef did not defend the question.,3.949510335922241
bert-base-uncased,125,question,The chef defended the question.,Did the chef defend the question?,4.669687271118164
bert-base-uncased,125,past_to_future,The chef defended the question.,The chef will defend the question.,4.641998291015625
bert-base-uncased,125,certainty_to_uncertainty,The chef defended the question.,The chef may have defended the question.,5.025611877441406
bert-base-uncased,125,active_to_passive,The chef defended the question.,The question was defended by the chef.,4.979218006134033
bert-base-uncased,125,formalization,The chef defended the question.,It is true that the chef defended the question.,4.887060642242432
bert-base-uncased,126,negation,The student helped the data.,The student did not help the data.,3.868434190750122
bert-base-uncased,126,question,The student helped the data.,Did the student help the data?,4.389322280883789
bert-base-uncased,126,past_to_future,The student helped the data.,The student will help the data.,3.853177309036255
bert-base-uncased,126,certainty_to_uncertainty,The student helped the data.,The student may have helped the data.,4.922202110290527
bert-base-uncased,126,active_to_passive,The student helped the data.,The data was helped by the student.,3.7453551292419434
bert-base-uncased,126,formalization,The student helped the data.,It is true that the student helped the data.,4.928180694580078
bert-base-uncased,127,negation,The teacher solved the meal.,The teacher did not solve the meal.,4.046913146972656
bert-base-uncased,127,question,The teacher solved the meal.,Did the teacher solve the meal?,5.821465492248535
bert-base-uncased,127,past_to_future,The teacher solved the meal.,The teacher will solve the meal.,5.727652072906494
bert-base-uncased,127,certainty_to_uncertainty,The teacher solved the meal.,The teacher may have solved the meal.,6.055600166320801
bert-base-uncased,127,active_to_passive,The teacher solved the meal.,The meal was solved by the teacher.,4.097655296325684
bert-base-uncased,127,formalization,The teacher solved the meal.,It is true that the teacher solved the meal.,6.655829429626465
bert-base-uncased,128,negation,The writer solved the rule.,The writer did not solve the rule.,4.514622688293457
bert-base-uncased,128,question,The writer solved the rule.,Did the writer solve the rule?,4.687176704406738
bert-base-uncased,128,past_to_future,The writer solved the rule.,The writer will solve the rule.,4.325290679931641
bert-base-uncased,128,certainty_to_uncertainty,The writer solved the rule.,The writer may have solved the rule.,4.77292537689209
bert-base-uncased,128,active_to_passive,The writer solved the rule.,The rule was solved by the writer.,5.094404697418213
bert-base-uncased,128,formalization,The writer solved the rule.,It is true that the writer solved the rule.,4.836856365203857
bert-base-uncased,129,negation,The writer found the data.,The writer did not find the data.,4.405579566955566
bert-base-uncased,129,question,The writer found the data.,Did the writer find the data?,4.524485111236572
bert-base-uncased,129,past_to_future,The writer found the data.,The writer will find the data.,3.749110698699951
bert-base-uncased,129,certainty_to_uncertainty,The writer found the data.,The writer may have found the data.,4.953747749328613
bert-base-uncased,129,active_to_passive,The writer found the data.,The data was found by the writer.,4.484699726104736
bert-base-uncased,129,formalization,The writer found the data.,It is true that the writer found the data.,4.760810375213623
bert-base-uncased,130,negation,The chef studied a short story.,The chef did not study a short story.,4.522036552429199
bert-base-uncased,130,question,The chef studied a short story.,Did the chef study a short story?,4.873063564300537
bert-base-uncased,130,past_to_future,The chef studied a short story.,The chef will study a short story.,3.926710844039917
bert-base-uncased,130,certainty_to_uncertainty,The chef studied a short story.,The chef may have studied a short story.,4.8593010902404785
bert-base-uncased,130,active_to_passive,The chef studied a short story.,A short story was studied by the chef.,5.4943976402282715
bert-base-uncased,130,formalization,The chef studied a short story.,It is true that the chef studied a short story.,5.8504791259765625
bert-base-uncased,131,negation,The journalist analyzed the problem.,The journalist did not analyze the problem.,3.739867687225342
bert-base-uncased,131,question,The journalist analyzed the problem.,Did the journalist analyze the problem?,4.868785381317139
bert-base-uncased,131,past_to_future,The journalist analyzed the problem.,The journalist will analyze the problem.,4.285318851470947
bert-base-uncased,131,certainty_to_uncertainty,The journalist analyzed the problem.,The journalist may have analyzed the problem.,5.002966403961182
bert-base-uncased,131,active_to_passive,The journalist analyzed the problem.,The problem was analyzed by the journalist.,4.085768699645996
bert-base-uncased,131,formalization,The journalist analyzed the problem.,It is true that the journalist analyzed the problem.,4.837501049041748
bert-base-uncased,132,negation,The nurse studied the system.,The nurse did not study the system.,3.6442060470581055
bert-base-uncased,132,question,The nurse studied the system.,Did the nurse study the system?,5.830188274383545
bert-base-uncased,132,past_to_future,The nurse studied the system.,The nurse will study the system.,4.943859100341797
bert-base-uncased,132,certainty_to_uncertainty,The nurse studied the system.,The nurse may have studied the system.,5.517511367797852
bert-base-uncased,132,active_to_passive,The nurse studied the system.,The system was studied by the nurse.,5.089564800262451
bert-base-uncased,132,formalization,The nurse studied the system.,It is true that the nurse studied the system.,5.973969459533691
bert-base-uncased,133,negation,The designer reported the data.,The designer did not report the data.,4.315701007843018
bert-base-uncased,133,question,The designer reported the data.,Did the designer report the data?,5.32253885269165
bert-base-uncased,133,past_to_future,The designer reported the data.,The designer will report the data.,4.93039083480835
bert-base-uncased,133,certainty_to_uncertainty,The designer reported the data.,The designer may have reported the data.,5.775360107421875
bert-base-uncased,133,active_to_passive,The designer reported the data.,The data was reported by the designer.,4.736110687255859
bert-base-uncased,133,formalization,The designer reported the data.,It is true that the designer reported the data.,5.472724914550781
bert-base-uncased,134,negation,The programmer grew the system.,The programmer did not grow the system.,5.302133083343506
bert-base-uncased,134,question,The programmer grew the system.,Did the programmer grow the system?,5.557647228240967
bert-base-uncased,134,past_to_future,The programmer grew the system.,The programmer will grow the system.,4.818795680999756
bert-base-uncased,134,certainty_to_uncertainty,The programmer grew the system.,The programmer may have grew the system.,6.323294162750244
bert-base-uncased,134,active_to_passive,The programmer grew the system.,The system was grew by the programmer.,5.348949909210205
bert-base-uncased,134,formalization,The programmer grew the system.,It is true that the programmer grew the system.,6.330119609832764
bert-base-uncased,135,negation,The artist created a black cat.,The artist did not create a black cat.,3.716421604156494
bert-base-uncased,135,question,The artist created a black cat.,Did the artist create a black cat?,4.978280067443848
bert-base-uncased,135,past_to_future,The artist created a black cat.,The artist will create a black cat.,4.0683417320251465
bert-base-uncased,135,certainty_to_uncertainty,The artist created a black cat.,The artist may have created a black cat.,4.905173301696777
bert-base-uncased,135,active_to_passive,The artist created a black cat.,A black cat was created by the artist.,3.501438617706299
bert-base-uncased,135,formalization,The artist created a black cat.,It is true that the artist created a black cat.,5.777740001678467
bert-base-uncased,136,negation,The designer helped a black cat.,The designer did not help a black cat.,4.184734344482422
bert-base-uncased,136,question,The designer helped a black cat.,Did the designer help a black cat?,4.69310188293457
bert-base-uncased,136,past_to_future,The designer helped a black cat.,The designer will help a black cat.,3.4320766925811768
bert-base-uncased,136,certainty_to_uncertainty,The designer helped a black cat.,The designer may have helped a black cat.,4.770216941833496
bert-base-uncased,136,active_to_passive,The designer helped a black cat.,A black cat was helped by the designer.,4.079449653625488
bert-base-uncased,136,formalization,The designer helped a black cat.,It is true that the designer helped a black cat.,4.991265296936035
bert-base-uncased,137,negation,The writer solved a short story.,The writer did not solve a short story.,5.194767475128174
bert-base-uncased,137,question,The writer solved a short story.,Did the writer solve a short story?,5.203319072723389
bert-base-uncased,137,past_to_future,The writer solved a short story.,The writer will solve a short story.,4.317736625671387
bert-base-uncased,137,certainty_to_uncertainty,The writer solved a short story.,The writer may have solved a short story.,4.8172454833984375
bert-base-uncased,137,active_to_passive,The writer solved a short story.,A short story was solved by the writer.,4.899311542510986
bert-base-uncased,137,formalization,The writer solved a short story.,It is true that the writer solved a short story.,4.989385604858398
bert-base-uncased,138,negation,The designer studied a black cat.,The designer did not study a black cat.,4.268985748291016
bert-base-uncased,138,question,The designer studied a black cat.,Did the designer study a black cat?,4.631702899932861
bert-base-uncased,138,past_to_future,The designer studied a black cat.,The designer will study a black cat.,4.438319683074951
bert-base-uncased,138,certainty_to_uncertainty,The designer studied a black cat.,The designer may have studied a black cat.,5.74072790145874
bert-base-uncased,138,active_to_passive,The designer studied a black cat.,A black cat was studied by the designer.,5.246427536010742
bert-base-uncased,138,formalization,The designer studied a black cat.,It is true that the designer studied a black cat.,6.1134514808654785
bert-base-uncased,139,negation,The student reported the client.,The student did not report the client.,4.009377956390381
bert-base-uncased,139,question,The student reported the client.,Did the student report the client?,4.811492443084717
bert-base-uncased,139,past_to_future,The student reported the client.,The student will report the client.,3.893796443939209
bert-base-uncased,139,certainty_to_uncertainty,The student reported the client.,The student may have reported the client.,4.45460844039917
bert-base-uncased,139,active_to_passive,The student reported the client.,The client was reported by the student.,4.396403789520264
bert-base-uncased,139,formalization,The student reported the client.,It is true that the student reported the client.,4.628078937530518
bert-base-uncased,140,negation,The researcher studied the garden.,The researcher did not study the garden.,4.913868427276611
bert-base-uncased,140,question,The researcher studied the garden.,Did the researcher study the garden?,5.6110429763793945
bert-base-uncased,140,past_to_future,The researcher studied the garden.,The researcher will study the garden.,4.467432498931885
bert-base-uncased,140,certainty_to_uncertainty,The researcher studied the garden.,The researcher may have studied the garden.,6.145571231842041
bert-base-uncased,140,active_to_passive,The researcher studied the garden.,The garden was studied by the researcher.,4.706237316131592
bert-base-uncased,140,formalization,The researcher studied the garden.,It is true that the researcher studied the garden.,5.959280014038086
bert-base-uncased,141,negation,The chef grew the problem.,The chef did not grow the problem.,5.2719597816467285
bert-base-uncased,141,question,The chef grew the problem.,Did the chef grow the problem?,5.20266580581665
bert-base-uncased,141,past_to_future,The chef grew the problem.,The chef will grow the problem.,4.11605978012085
bert-base-uncased,141,certainty_to_uncertainty,The chef grew the problem.,The chef may have grew the problem.,5.722996711730957
bert-base-uncased,141,active_to_passive,The chef grew the problem.,The problem was grew by the chef.,4.463685512542725
bert-base-uncased,141,formalization,The chef grew the problem.,It is true that the chef grew the problem.,5.352222442626953
bert-base-uncased,142,negation,The child created a black cat.,The child did not create a black cat.,3.6795647144317627
bert-base-uncased,142,question,The child created a black cat.,Did the child create a black cat?,4.490014553070068
bert-base-uncased,142,past_to_future,The child created a black cat.,The child will create a black cat.,3.51220965385437
bert-base-uncased,142,certainty_to_uncertainty,The child created a black cat.,The child may have created a black cat.,4.919407844543457
bert-base-uncased,142,active_to_passive,The child created a black cat.,A black cat was created by the child.,3.437954902648926
bert-base-uncased,142,formalization,The child created a black cat.,It is true that the child created a black cat.,4.964619159698486
bert-base-uncased,143,negation,The artist studied the patient.,The artist did not study the patient.,5.159318447113037
bert-base-uncased,143,question,The artist studied the patient.,Did the artist study the patient?,5.917301654815674
bert-base-uncased,143,past_to_future,The artist studied the patient.,The artist will study the patient.,4.725827217102051
bert-base-uncased,143,certainty_to_uncertainty,The artist studied the patient.,The artist may have studied the patient.,5.991979598999023
bert-base-uncased,143,active_to_passive,The artist studied the patient.,The patient was studied by the artist.,5.038134574890137
bert-base-uncased,143,formalization,The artist studied the patient.,It is true that the artist studied the patient.,6.1169657707214355
bert-base-uncased,144,negation,The journalist examined the meal.,The journalist did not examine the meal.,3.4508869647979736
bert-base-uncased,144,question,The journalist examined the meal.,Did the journalist examine the meal?,5.537994384765625
bert-base-uncased,144,past_to_future,The journalist examined the meal.,The journalist will examine the meal.,5.334245204925537
bert-base-uncased,144,certainty_to_uncertainty,The journalist examined the meal.,The journalist may have examined the meal.,5.889580249786377
bert-base-uncased,144,active_to_passive,The journalist examined the meal.,The meal was examined by the journalist.,5.466681003570557
bert-base-uncased,144,formalization,The journalist examined the meal.,It is true that the journalist examined the meal.,5.757153034210205
bert-base-uncased,145,negation,The journalist explained a beautiful painting.,The journalist did not explain a beautiful painting.,3.6770424842834473
bert-base-uncased,145,question,The journalist explained a beautiful painting.,Did the journalist explain a beautiful painting?,4.77878999710083
bert-base-uncased,145,past_to_future,The journalist explained a beautiful painting.,The journalist will explain a beautiful painting.,4.17763614654541
bert-base-uncased,145,certainty_to_uncertainty,The journalist explained a beautiful painting.,The journalist may have explained a beautiful painting.,4.463049411773682
bert-base-uncased,145,active_to_passive,The journalist explained a beautiful painting.,A beautiful painting was explained by the journalist.,4.230099201202393
bert-base-uncased,145,formalization,The journalist explained a beautiful painting.,It is true that the journalist explained a beautiful painting.,4.3704752922058105
bert-base-uncased,146,negation,The nurse tested the family.,The nurse did not test the family.,4.5160698890686035
bert-base-uncased,146,question,The nurse tested the family.,Did the nurse test the family?,5.973276615142822
bert-base-uncased,146,past_to_future,The nurse tested the family.,The nurse will test the family.,4.933188438415527
bert-base-uncased,146,certainty_to_uncertainty,The nurse tested the family.,The nurse may have tested the family.,5.59763765335083
bert-base-uncased,146,active_to_passive,The nurse tested the family.,The family was tested by the nurse.,4.297817230224609
bert-base-uncased,146,formalization,The nurse tested the family.,It is true that the nurse tested the family.,5.606086730957031
bert-base-uncased,147,negation,The designer prepared a short story.,The designer did not prepare a short story.,5.116360664367676
bert-base-uncased,147,question,The designer prepared a short story.,Did the designer prepare a short story?,5.197518348693848
bert-base-uncased,147,past_to_future,The designer prepared a short story.,The designer will prepare a short story.,4.11248254776001
bert-base-uncased,147,certainty_to_uncertainty,The designer prepared a short story.,The designer may have prepared a short story.,5.821797847747803
bert-base-uncased,147,active_to_passive,The designer prepared a short story.,A short story was prepared by the designer.,4.857474327087402
bert-base-uncased,147,formalization,The designer prepared a short story.,It is true that the designer prepared a short story.,5.905864238739014
bert-base-uncased,148,negation,The doctor solved the client.,The doctor did not solve the client.,3.8126742839813232
bert-base-uncased,148,question,The doctor solved the client.,Did the doctor solve the client?,4.957605838775635
bert-base-uncased,148,past_to_future,The doctor solved the client.,The doctor will solve the client.,4.4080023765563965
bert-base-uncased,148,certainty_to_uncertainty,The doctor solved the client.,The doctor may have solved the client.,5.01953649520874
bert-base-uncased,148,active_to_passive,The doctor solved the client.,The client was solved by the doctor.,3.7085115909576416
bert-base-uncased,148,formalization,The doctor solved the client.,It is true that the doctor solved the client.,5.220096588134766
bert-base-uncased,149,negation,The nurse controlled the decision.,The nurse did not control the decision.,3.4678850173950195
bert-base-uncased,149,question,The nurse controlled the decision.,Did the nurse control the decision?,5.2018022537231445
bert-base-uncased,149,past_to_future,The nurse controlled the decision.,The nurse will control the decision.,4.61858606338501
bert-base-uncased,149,certainty_to_uncertainty,The nurse controlled the decision.,The nurse may have controlled the decision.,5.5924272537231445
bert-base-uncased,149,active_to_passive,The nurse controlled the decision.,The decision was controlled by the nurse.,4.761838436126709
bert-base-uncased,149,formalization,The nurse controlled the decision.,It is true that the nurse controlled the decision.,5.266576290130615
bert-base-uncased,150,negation,The journalist found the family.,The journalist did not find the family.,4.666865348815918
bert-base-uncased,150,question,The journalist found the family.,Did the journalist find the family?,5.415990829467773
bert-base-uncased,150,past_to_future,The journalist found the family.,The journalist will find the family.,4.209000110626221
bert-base-uncased,150,certainty_to_uncertainty,The journalist found the family.,The journalist may have found the family.,5.201462745666504
bert-base-uncased,150,active_to_passive,The journalist found the family.,The family was found by the journalist.,5.074589729309082
bert-base-uncased,150,formalization,The journalist found the family.,It is true that the journalist found the family.,5.10075569152832
bert-base-uncased,151,negation,The engineer created the rule.,The engineer did not create the rule.,5.046464920043945
bert-base-uncased,151,question,The engineer created the rule.,Did the engineer create the rule?,5.1280083656311035
bert-base-uncased,151,past_to_future,The engineer created the rule.,The engineer will create the rule.,3.6173770427703857
bert-base-uncased,151,certainty_to_uncertainty,The engineer created the rule.,The engineer may have created the rule.,5.622468948364258
bert-base-uncased,151,active_to_passive,The engineer created the rule.,The rule was created by the engineer.,4.887027263641357
bert-base-uncased,151,formalization,The engineer created the rule.,It is true that the engineer created the rule.,5.61547327041626
bert-base-uncased,152,negation,The nurse explained the family.,The nurse did not explain the family.,3.8938114643096924
bert-base-uncased,152,question,The nurse explained the family.,Did the nurse explain the family?,5.1559576988220215
bert-base-uncased,152,past_to_future,The nurse explained the family.,The nurse will explain the family.,4.730561256408691
bert-base-uncased,152,certainty_to_uncertainty,The nurse explained the family.,The nurse may have explained the family.,4.747366428375244
bert-base-uncased,152,active_to_passive,The nurse explained the family.,The family was explained by the nurse.,4.237894535064697
bert-base-uncased,152,formalization,The nurse explained the family.,It is true that the nurse explained the family.,5.682122230529785
bert-base-uncased,153,negation,The designer improved the problem.,The designer did not improve the problem.,3.8245460987091064
bert-base-uncased,153,question,The designer improved the problem.,Did the designer improve the problem?,6.332322120666504
bert-base-uncased,153,past_to_future,The designer improved the problem.,The designer will improve the problem.,6.268909454345703
bert-base-uncased,153,certainty_to_uncertainty,The designer improved the problem.,The designer may have improved the problem.,5.375706672668457
bert-base-uncased,153,active_to_passive,The designer improved the problem.,The problem was improved by the designer.,3.0400822162628174
bert-base-uncased,153,formalization,The designer improved the problem.,It is true that the designer improved the problem.,5.779819011688232
bert-base-uncased,154,negation,The artist designed the system.,The artist did not design the system.,4.615817070007324
bert-base-uncased,154,question,The artist designed the system.,Did the artist design the system?,5.469377517700195
bert-base-uncased,154,past_to_future,The artist designed the system.,The artist will design the system.,4.100619792938232
bert-base-uncased,154,certainty_to_uncertainty,The artist designed the system.,The artist may have designed the system.,5.498355865478516
bert-base-uncased,154,active_to_passive,The artist designed the system.,The system was designed by the artist.,4.425825595855713
bert-base-uncased,154,formalization,The artist designed the system.,It is true that the artist designed the system.,5.462050914764404
bert-base-uncased,155,negation,The student wrote a complex machine.,The student did not write a complex machine.,3.8619418144226074
bert-base-uncased,155,question,The student wrote a complex machine.,Did the student write a complex machine?,4.224780082702637
bert-base-uncased,155,past_to_future,The student wrote a complex machine.,The student will write a complex machine.,4.620279788970947
bert-base-uncased,155,certainty_to_uncertainty,The student wrote a complex machine.,The student may have wrote a complex machine.,4.577981472015381
bert-base-uncased,155,active_to_passive,The student wrote a complex machine.,A complex machine was wrote by the student.,3.7574238777160645
bert-base-uncased,155,formalization,The student wrote a complex machine.,It is true that the student wrote a complex machine.,4.56497049331665
bert-base-uncased,156,negation,The pilot solved the question.,The pilot did not solve the question.,3.4889562129974365
bert-base-uncased,156,question,The pilot solved the question.,Did the pilot solve the question?,5.293891429901123
bert-base-uncased,156,past_to_future,The pilot solved the question.,The pilot will solve the question.,6.055960178375244
bert-base-uncased,156,certainty_to_uncertainty,The pilot solved the question.,The pilot may have solved the question.,5.227477073669434
bert-base-uncased,156,active_to_passive,The pilot solved the question.,The question was solved by the pilot.,5.170395374298096
bert-base-uncased,156,formalization,The pilot solved the question.,It is true that the pilot solved the question.,5.743597984313965
bert-base-uncased,157,negation,The student solved the client.,The student did not solve the client.,3.7550477981567383
bert-base-uncased,157,question,The student solved the client.,Did the student solve the client?,4.722527503967285
bert-base-uncased,157,past_to_future,The student solved the client.,The student will solve the client.,4.319302558898926
bert-base-uncased,157,certainty_to_uncertainty,The student solved the client.,The student may have solved the client.,4.735754013061523
bert-base-uncased,157,active_to_passive,The student solved the client.,The client was solved by the student.,3.757025718688965
bert-base-uncased,157,formalization,The student solved the client.,It is true that the student solved the client.,5.507019996643066
bert-base-uncased,158,negation,The doctor approved the interface.,The doctor did not approve the interface.,3.917167901992798
bert-base-uncased,158,question,The doctor approved the interface.,Did the doctor approve the interface?,5.542622089385986
bert-base-uncased,158,past_to_future,The doctor approved the interface.,The doctor will approve the interface.,4.355788230895996
bert-base-uncased,158,certainty_to_uncertainty,The doctor approved the interface.,The doctor may have approved the interface.,4.790207862854004
bert-base-uncased,158,active_to_passive,The doctor approved the interface.,The interface was approved by the doctor.,3.02677059173584
bert-base-uncased,158,formalization,The doctor approved the interface.,It is true that the doctor approved the interface.,5.638143062591553
bert-base-uncased,159,negation,The child improved the problem.,The child did not improve the problem.,4.095117568969727
bert-base-uncased,159,question,The child improved the problem.,Did the child improve the problem?,4.465449810028076
bert-base-uncased,159,past_to_future,The child improved the problem.,The child will improve the problem.,4.159255504608154
bert-base-uncased,159,certainty_to_uncertainty,The child improved the problem.,The child may have improved the problem.,4.893456935882568
bert-base-uncased,159,active_to_passive,The child improved the problem.,The problem was improved by the child.,3.439441204071045
bert-base-uncased,159,formalization,The child improved the problem.,It is true that the child improved the problem.,4.698480129241943
bert-base-uncased,160,negation,The analyst analyzed the family.,The analyst did not analyze the family.,4.027909278869629
bert-base-uncased,160,question,The analyst analyzed the family.,Did the analyst analyze the family?,4.944883346557617
bert-base-uncased,160,past_to_future,The analyst analyzed the family.,The analyst will analyze the family.,4.234885215759277
bert-base-uncased,160,certainty_to_uncertainty,The analyst analyzed the family.,The analyst may have analyzed the family.,5.894942760467529
bert-base-uncased,160,active_to_passive,The analyst analyzed the family.,The family was analyzed by the analyst.,4.6915411949157715
bert-base-uncased,160,formalization,The analyst analyzed the family.,It is true that the analyst analyzed the family.,5.66180944442749
bert-base-uncased,161,negation,The doctor studied a beautiful painting.,The doctor did not study a beautiful painting.,4.704732894897461
bert-base-uncased,161,question,The doctor studied a beautiful painting.,Did the doctor study a beautiful painting?,5.653676986694336
bert-base-uncased,161,past_to_future,The doctor studied a beautiful painting.,The doctor will study a beautiful painting.,4.80003547668457
bert-base-uncased,161,certainty_to_uncertainty,The doctor studied a beautiful painting.,The doctor may have studied a beautiful painting.,4.988346576690674
bert-base-uncased,161,active_to_passive,The doctor studied a beautiful painting.,A beautiful painting was studied by the doctor.,4.94564151763916
bert-base-uncased,161,formalization,The doctor studied a beautiful painting.,It is true that the doctor studied a beautiful painting.,5.6064772605896
bert-base-uncased,162,negation,The designer discovered a short story.,The designer did not discover a short story.,5.133649826049805
bert-base-uncased,162,question,The designer discovered a short story.,Did the designer discover a short story?,5.258516788482666
bert-base-uncased,162,past_to_future,The designer discovered a short story.,The designer will discover a short story.,4.8638200759887695
bert-base-uncased,162,certainty_to_uncertainty,The designer discovered a short story.,The designer may have discovered a short story.,5.135251045227051
bert-base-uncased,162,active_to_passive,The designer discovered a short story.,A short story was discovered by the designer.,4.163621425628662
bert-base-uncased,162,formalization,The designer discovered a short story.,It is true that the designer discovered a short story.,4.8850178718566895
bert-base-uncased,163,negation,The analyst prepared a short story.,The analyst did not prepare a short story.,4.197711944580078
bert-base-uncased,163,question,The analyst prepared a short story.,Did the analyst prepare a short story?,5.07152795791626
bert-base-uncased,163,past_to_future,The analyst prepared a short story.,The analyst will prepare a short story.,4.177173614501953
bert-base-uncased,163,certainty_to_uncertainty,The analyst prepared a short story.,The analyst may have prepared a short story.,4.974020481109619
bert-base-uncased,163,active_to_passive,The analyst prepared a short story.,A short story was prepared by the analyst.,4.992940425872803
bert-base-uncased,163,formalization,The analyst prepared a short story.,It is true that the analyst prepared a short story.,5.912446022033691
bert-base-uncased,164,negation,The engineer controlled a new principle.,The engineer did not control a new principle.,4.681644916534424
bert-base-uncased,164,question,The engineer controlled a new principle.,Did the engineer control a new principle?,4.559480667114258
bert-base-uncased,164,past_to_future,The engineer controlled a new principle.,The engineer will control a new principle.,4.0672712326049805
bert-base-uncased,164,certainty_to_uncertainty,The engineer controlled a new principle.,The engineer may have controlled a new principle.,4.532095909118652
bert-base-uncased,164,active_to_passive,The engineer controlled a new principle.,A new principle was controlled by the engineer.,4.85684061050415
bert-base-uncased,164,formalization,The engineer controlled a new principle.,It is true that the engineer controlled a new principle.,4.859246730804443
bert-base-uncased,165,negation,The farmer approved a black cat.,The farmer did not approve a black cat.,3.462388753890991
bert-base-uncased,165,question,The farmer approved a black cat.,Did the farmer approve a black cat?,4.710737705230713
bert-base-uncased,165,past_to_future,The farmer approved a black cat.,The farmer will approve a black cat.,3.2459840774536133
bert-base-uncased,165,certainty_to_uncertainty,The farmer approved a black cat.,The farmer may have approved a black cat.,4.584446430206299
bert-base-uncased,165,active_to_passive,The farmer approved a black cat.,A black cat was approved by the farmer.,3.8889286518096924
bert-base-uncased,165,formalization,The farmer approved a black cat.,It is true that the farmer approved a black cat.,4.78876256942749
bert-base-uncased,166,negation,The musician discovered the system.,The musician did not discover the system.,4.421882629394531
bert-base-uncased,166,question,The musician discovered the system.,Did the musician discover the system?,5.881301403045654
bert-base-uncased,166,past_to_future,The musician discovered the system.,The musician will discover the system.,4.146875858306885
bert-base-uncased,166,certainty_to_uncertainty,The musician discovered the system.,The musician may have discovered the system.,5.67498254776001
bert-base-uncased,166,active_to_passive,The musician discovered the system.,The system was discovered by the musician.,4.176490306854248
bert-base-uncased,166,formalization,The musician discovered the system.,It is true that the musician discovered the system.,5.4560980796813965
bert-base-uncased,167,negation,The child helped the client.,The child did not help the client.,4.582667827606201
bert-base-uncased,167,question,The child helped the client.,Did the child help the client?,4.836216926574707
bert-base-uncased,167,past_to_future,The child helped the client.,The child will help the client.,3.9431264400482178
bert-base-uncased,167,certainty_to_uncertainty,The child helped the client.,The child may have helped the client.,5.927881240844727
bert-base-uncased,167,active_to_passive,The child helped the client.,The client was helped by the child.,3.7382006645202637
bert-base-uncased,167,formalization,The child helped the client.,It is true that the child helped the client.,5.296835899353027
bert-base-uncased,168,negation,The chef defended the client.,The chef did not defend the client.,3.6965489387512207
bert-base-uncased,168,question,The chef defended the client.,Did the chef defend the client?,5.227972507476807
bert-base-uncased,168,past_to_future,The chef defended the client.,The chef will defend the client.,4.639031410217285
bert-base-uncased,168,certainty_to_uncertainty,The chef defended the client.,The chef may have defended the client.,5.075568199157715
bert-base-uncased,168,active_to_passive,The chef defended the client.,The client was defended by the chef.,4.519584655761719
bert-base-uncased,168,formalization,The chef defended the client.,It is true that the chef defended the client.,4.964331150054932
bert-base-uncased,169,negation,The pilot tested the aircraft.,The pilot did not test the aircraft.,4.345240116119385
bert-base-uncased,169,question,The pilot tested the aircraft.,Did the pilot test the aircraft?,6.386909484863281
bert-base-uncased,169,past_to_future,The pilot tested the aircraft.,The pilot will test the aircraft.,4.505075454711914
bert-base-uncased,169,certainty_to_uncertainty,The pilot tested the aircraft.,The pilot may have tested the aircraft.,5.603390216827393
bert-base-uncased,169,active_to_passive,The pilot tested the aircraft.,The aircraft was tested by the pilot.,3.369408369064331
bert-base-uncased,169,formalization,The pilot tested the aircraft.,It is true that the pilot tested the aircraft.,6.162395477294922
bert-base-uncased,170,negation,The teacher discovered the data.,The teacher did not discover the data.,4.058758735656738
bert-base-uncased,170,question,The teacher discovered the data.,Did the teacher discover the data?,4.656538963317871
bert-base-uncased,170,past_to_future,The teacher discovered the data.,The teacher will discover the data.,3.939915657043457
bert-base-uncased,170,certainty_to_uncertainty,The teacher discovered the data.,The teacher may have discovered the data.,5.133177280426025
bert-base-uncased,170,active_to_passive,The teacher discovered the data.,The data was discovered by the teacher.,4.793874740600586
bert-base-uncased,170,formalization,The teacher discovered the data.,It is true that the teacher discovered the data.,4.901388168334961
bert-base-uncased,171,negation,The teacher grew a new principle.,The teacher did not grow a new principle.,4.559354782104492
bert-base-uncased,171,question,The teacher grew a new principle.,Did the teacher grow a new principle?,4.943774223327637
bert-base-uncased,171,past_to_future,The teacher grew a new principle.,The teacher will grow a new principle.,4.316483974456787
bert-base-uncased,171,certainty_to_uncertainty,The teacher grew a new principle.,The teacher may have grew a new principle.,4.494545936584473
bert-base-uncased,171,active_to_passive,The teacher grew a new principle.,A new principle was grew by the teacher.,4.1991753578186035
bert-base-uncased,171,formalization,The teacher grew a new principle.,It is true that the teacher grew a new principle.,4.931857109069824
bert-base-uncased,172,negation,The student designed the question.,The student did not design the question.,4.625247001647949
bert-base-uncased,172,question,The student designed the question.,Did the student design the question?,4.778002738952637
bert-base-uncased,172,past_to_future,The student designed the question.,The student will design the question.,4.955080509185791
bert-base-uncased,172,certainty_to_uncertainty,The student designed the question.,The student may have designed the question.,4.414322853088379
bert-base-uncased,172,active_to_passive,The student designed the question.,The question was designed by the student.,4.49089241027832
bert-base-uncased,172,formalization,The student designed the question.,It is true that the student designed the question.,5.424625873565674
