model,early_layer,late_layer,gain,op_a_name,op_a_suffix,op_b_name,op_b_suffix,source_set,source,prompt_style,control,generated,a_marker_hit,b_marker_hit,both_markers_hit,any_marker_hit,content_preserved,a_and_preserved,b_and_preserved,both_and_preserved,generated_chars
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Professor Kim compared three models on Tuesday.,repeat_sentence,a_then_b_layers,"The answer is ""yes""


The answer is ""yes""

The answer is ""yes""

The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Professor Kim compared three models on Tuesday.,repeat_sentence,b_then_a_layers,The first one is the one that is the one that is the one that is the one that is the one that is the?,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,101.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Professor Kim compared three models on Tuesday.,repeat_sentence,random_sum_late,"""The first-class, the first-class, the first-class, the first-class, the first-class, the first",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Professor Kim compared three models on Tuesday.,copy_sentence,none,"The first model, which is based on the theory of evolution, is based on the theory of evolution. The second model, which is",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Professor Kim compared three models on Tuesday.,copy_sentence,a_only_late,"The first one is the one that was used by the U.S. government.
The second one is the one that was used",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Professor Kim compared three models on Tuesday.,copy_sentence,b_only_late,"The first one is a model of the ""Hollywood"" movie ""The Big Bang Theory"" that was released in October.
The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Professor Kim compared three models on Tuesday.,copy_sentence,a_plus_b_late,The first one is the one that is the one that is the one that is the one that is the one that is the one that,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Professor Kim compared three models on Tuesday.,copy_sentence,a_then_b_layers,"The first one is the one that is the one that is the one that is the one that is the?

The answer",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,97.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Professor Kim compared three models on Tuesday.,copy_sentence,b_then_a_layers,The first one is the one that is the one that is the one that is the one that is the one that is the?,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,101.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Professor Kim compared three models on Tuesday.,copy_sentence,random_sum_late,"Professor Kim's model on Tuesday.
The model:
The model:
The model:
The model:
The model:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Professor Kim compared three models on Tuesday.,same_sentence,none,"The first model, which is based on the same data set, is based on the same data set, and the second model, which",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Professor Kim compared three models on Tuesday.,same_sentence,a_only_late,The first one is a model that is based on the same model that is based on the same model that is based on the same model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Professor Kim compared three models on Tuesday.,same_sentence,b_only_late,"The first model, which is based on the same data, is based on the same data, and the second model, which is based",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Professor Kim compared three models on Tuesday.,same_sentence,a_plus_b_late,"The first one is a ""s""?!

The second one is a ""s""?!

The second one is a",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,72.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Professor Kim compared three models on Tuesday.,same_sentence,a_then_b_layers,"The answer:
The answer:
The answer:
The answer:
The answer:
The answer:
The answer:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Professor Kim compared three models on Tuesday.,same_sentence,b_then_a_layers,The first one is the one that is the one that is the one that is the one that is the one that is the one that,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Professor Kim compared three models on Tuesday.,same_sentence,random_sum_late,"Professor Kim compared:
Professor Kim compared:
Professor Kim:
Professor Kim:
Professor Kim:
Professor Kim:
Professor",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,repeat_sentence,none,"The package was delivered to Building 12 at noon.
The package was delivered to Building 12 at noon.
The package was delivered to",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,128.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,repeat_sentence,a_only_late,"The package was delivered to Building 12 at 1:30 p.m.

The package was delivered to Building 12 at 1",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,repeat_sentence,b_only_late,"The package was delivered to Building 12 at noon.
The package was delivered to Building 12 at noon!
The package was delivered to",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,128.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,repeat_sentence,a_plus_b_late,"The package was delivered to Building 12 at Building 12 at Building 12 at Building 12!

The package was delivered to Building 12",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,128.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,repeat_sentence,a_then_b_layers,"The package was delivered to Building 12 at Building 12 at Building 12 at Building!

The package was delivered to Building!",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,123.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,repeat_sentence,b_then_a_layers,"The package was delivered to Building 12 at Building 12 at Building 12 at Building 12 at Building 12!

The package was delivered",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,128.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,repeat_sentence,random_sum_late,"The word was used in a news story.
The word was used in a news story.
The word was used in a news story",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,copy_sentence,none,"The package was delivered to Building 12 at noon.
The package was delivered to Building 12 at noon.
The package was delivered to",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,128.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,copy_sentence,a_only_late,"The package was delivered to Building 12 at 1:30 p.m.

The package was delivered to Building 12 at 1",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,copy_sentence,b_only_late,"The package was delivered to Building 12 at noon.
The package was delivered to Building 12 at noon!
The package was delivered to",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,128.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,copy_sentence,a_plus_b_late,"The package was delivered to Building 12 at Building 12 at Building 12 at

The package was delivered to Building 12 at",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,118.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,copy_sentence,a_then_b_layers,"The package was delivered to Building 12 at Building 12 at Building 12 at Building!

The package was delivered to Building 12 at",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,128.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,copy_sentence,b_then_a_layers,"The package was delivered to Building 12 at Building 12 at Building 12 at Building 12 at Building 12!

The package was delivered",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,128.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,copy_sentence,random_sum_late,"The package was delivered to Building 12 at noon.

The package was delivered to Building:

The package was delivered to go.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,123.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,same_sentence,none,"The package was delivered to Building 12 at noon.
Same:
The package was delivered to Building 12 at noon.
Same:",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,111.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,same_sentence,a_only_late,"The package was delivered to Building 12 at 1:30 p.m.
Same:
The package was delivered to Building 12 at",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,103.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,same_sentence,b_only_late,"The package was delivered to Building 12 at noon.
The package was delivered to Building 12 at noon!
The package was delivered to",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,128.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,same_sentence,a_plus_b_late,"The package was delivered to Building 12 at Building 12 at Building 12 at

The package was delivered to Building 12 at Building 12",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,130.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,same_sentence,a_then_b_layers,"The package was delivered to Building 12 at Building 12 at Building 12 at Building!

The package was delivered to Building 12 at",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,128.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,same_sentence,b_then_a_layers,"The package was delivered to Building 12 at Building 12 at Building 12 at Building 12 at Building 12!

The package was delivered",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,128.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The package was delivered to Building 12 at noon.,same_sentence,random_sum_late,"The package was delivered to Building 12 at noon.
The package was delivered to Building 12 at noon.
The package was delivered to Building",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,137.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",repeat_sentence,none,"The committee voted to proceed with the proposal.
The committee voted to proceed with the proposal.
The committee voted to proceed with the",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",repeat_sentence,a_only_late,"The committee voted to proceed with the motion.

The committee voted to proceed with the motion?

The committee voted to",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,120.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",repeat_sentence,b_only_late,"The committee voted to proceed with the proposal.
The committee voted to proceed with the proposal!
The committee voted to proceed with the",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,139.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",repeat_sentence,a_plus_b_late,"The committee voted on the vote!

The committee voted on the vote!

The committee voted on the vote!",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",repeat_sentence,a_then_b_layers,"The committee voted on the same time.

The committee voted on the same time?

The committee voted on the same",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,109.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",repeat_sentence,b_then_a_layers,The committee voted on the vote on the vote on the vote on the vote on the vote on the vote on the vote on the,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",repeat_sentence,random_sum_late,"The House of Representatives will not vote on its own.

The House of Representatives will not vote on its own.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",copy_sentence,none,"The committee voted to proceed with the proposal.
The committee voted to proceed with the proposal.
The committee voted to proceed with the",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",copy_sentence,a_only_late,"The committee voted to pass the bill.
The committee voted to pass the bill?
The committee voted to pass the bill?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,113.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",copy_sentence,b_only_late,"The committee voted to approve the proposal.
The committee voted to approve the proposal!
The committee voted to approve the proposal!",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,134.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",copy_sentence,a_plus_b_late,"The committee voted on the committee.

The committee voted on the committee?

The committee?

The committee?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",copy_sentence,a_then_b_layers,"The committee voted on the vote!

The committee voted on the vote!

The committee voted on the vote!",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",copy_sentence,b_then_a_layers,"The committee voted on the vote!

The committee voted on the vote!

The committee voted on the vote!",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",copy_sentence,random_sum_late,"The committee voted on the committee.

The committee voted on the committee.

The committee voted on the committee.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",same_sentence,none,"The committee voted to proceed with the proposal.
Same:
The committee voted to proceed with the proposal.
Same:
The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",same_sentence,a_only_late,"After the committee voted, the proposal moved forward.
The committee voted on the proposal.
The committee voted on the proposal?",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,128.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",same_sentence,b_only_late,"The committee voted to approve the proposal.
The committee voted to approve the proposal!
The committee voted to approve the proposal!",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,134.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",same_sentence,a_plus_b_late,"The committee voted on the same sentence:
The committee voted on the same sentence:
The committee voted on the same sentence:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",same_sentence,a_then_b_layers,"The committee voted on the same sentence:

The committee voted on the same sentence?

The answer is:",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",same_sentence,b_then_a_layers,"The committee voted on the proposal.

The committee voted on the proposal?

The committee voted on the proposal?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,112.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the committee voted, the proposal moved forward.",same_sentence,random_sum_late,"After the committee voted, the proposal moved forward.
The committee voted:
The committee voted:
The committee voted:
The",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,121.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,repeat_sentence,none,"Nina measured 42 samples during the morning shift.
Nina measured 42 samples during the morning shift.
Nina measured 42 samples",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,126.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,repeat_sentence,a_only_late,"Nina measured 42 samples during the morning shift.
Nina measured 42 samples during the morning shift?
Nina measured 42 samples",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,126.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,repeat_sentence,b_only_late,"Nina measured 42 samples during the morning shift.
Nina measured 42 samples during the morning shift!
Nina measured 42 samples",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,126.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,repeat_sentence,a_plus_b_late,"Nina measured 42 samples during the same time period.

Nina?

Nina?

N!",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,repeat_sentence,a_then_b_layers,"Nina measured 42 samples during the morning shift.

Nina?

Nina?

N!",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,68.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,repeat_sentence,b_then_a_layers,"Nina measured 42 samples during the morning shift.

Nina?

Nina?

N!",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,68.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,repeat_sentence,random_sum_late,"Nina's Name:
Nina's Name:
Nina's Name:

Nina's Name:

N",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,copy_sentence,none,"Nina measured 42 samples during the morning shift.
Nina:
Nina:
Nina:
Nina:",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,copy_sentence,a_only_late,"Nina measured 42 samples during the morning shift.
Nina measured 42 samples during the morning shift?
Nina?
N",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,109.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,copy_sentence,b_only_late,"Nina measured 42 samples during the morning shift.
Nina measured 42 samples during the morning shift!
Nina measured 42 samples",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,126.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,copy_sentence,a_plus_b_late,"Nina measured 42 samples during the morning shift.

Nina, you are not allowed to ask the question of the question",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,113.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,copy_sentence,a_then_b_layers,"Nina measured 42 samples during the morning shift.

Nina?

Nina?

Nina?!",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,copy_sentence,b_then_a_layers,"Nina measured 42 samples of the same time!

Nina is a little bit of a!

Nina is",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,79.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,copy_sentence,random_sum_late,"Nina measured 42 samples during the morning shift.

Copy:

Copy:

The Daily

The Daily",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,same_sentence,none,"Nina measured 42 samples during the morning shift.
Same:
Nina measured 42 samples during the morning shift.
Same:",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,113.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,same_sentence,a_only_late,"Nina measured 42 samples during the morning shift.
Nina measured 42 samples during the morning shift?
Nina?
N",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,109.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,same_sentence,b_only_late,"Nina measured 42 samples during the afternoon shift.
Nina measured 42 samples during the evening shift!
Nina measured 42 samples",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,128.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,same_sentence,a_plus_b_late,"Nina measured 42 samples during the same time period.
Nina:

Nina:

Nina:",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,same_sentence,a_then_b_layers,"Nina measured 42 samples during the morning shift?

Nina?

Nina?

N!",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,68.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,same_sentence,b_then_a_layers,"Nina measured 42 samples during the morning shift.
Nina?

Nina?

N!

N!",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,Nina measured 42 samples during the morning shift.,same_sentence,random_sum_late,"Nina measured 42 samples during the morning shift.
Nina measured:
Nina measured:
Nina measured:
N",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,repeat_sentence,none,"The old manuscript was restored by a small museum team.
The new manuscript was restored by a small museum team.
The old manuscript",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,130.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,repeat_sentence,a_only_late,"The old manuscript was restored by a small museum team.
The old manuscript was restored by a small museum team?
The old manuscript",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,130.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,repeat_sentence,b_only_late,"The old manuscript was restored by a small museum team.
The old manuscript was restored by a small museum team!
The old manuscript",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,130.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,repeat_sentence,a_plus_b_late,"The old manuscript was restored by a museum museum!

The old manuscript was restored by a museum museum!

The old manuscript",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,124.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,repeat_sentence,a_then_b_layers,"The old manuscript was restored by a museum.

The old manuscript was restored by a museum?

The old manuscript was",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,114.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,repeat_sentence,b_then_a_layers,"The old manuscript was restored by a museum team.

The old manuscript was restored by a museum team?

The old manuscript",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,120.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,repeat_sentence,random_sum_late,"The old manuscript was restored by a small museum team.
The old manuscript was restored by a small museum team.
The old manuscript was",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,134.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,copy_sentence,none,"The old manuscript was restored by a small museum team.
The old manuscript was not restored by the museum team.
The old manuscript was",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,134.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,copy_sentence,a_only_late,"The old manuscript was restored by a small museum team.
The old manuscript was restored by a small museum team?
The old manuscript",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,130.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,copy_sentence,b_only_late,"The old manuscript was restored by a small museum team.
The old manuscript was restored by a small museum team!
The old manuscript",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,130.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,copy_sentence,a_plus_b_late,"The old manuscript was restored by a museum museum!

The old manuscript was restored by a museum museum!

The old manuscript",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,124.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,copy_sentence,a_then_b_layers,"The old manuscript was restored by a museum.

The old manuscript was restored by a museum?

The old manuscript was",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,114.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,copy_sentence,b_then_a_layers,"The old manuscript was restored by a museum team.

The old manuscript was restored by a museum team?

The old",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,109.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,copy_sentence,random_sum_late,"The old manuscript was restored by a small museum team.
The old manuscript was restored by a small museum team.
The old manuscript",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,130.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,same_sentence,none,"The old manuscript was restored by a small museum team.
The old manuscript was restored by a small museum team.
The old manuscript",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,130.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,same_sentence,a_only_late,"The old manuscript was restored by a small museum team.
The old manuscript was restored by a small museum team?
The old manuscript",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,130.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The old manuscript was restored by a small museum team.,same_sentence,b_only_late,"The old manuscript was restored by a small museum team.
The old manuscript was restored by a small museum team!
The old manuscript",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,130.0
