language,template_id,kind,label,source,op_a,op_b,op_c,ab_text,ba_text,abc_text,bca_text,cab_text,acb_text,cba_text,bac_text
en,84,triple,NQM,The teacher supported the theory during the meeting.,N,Q,M,,,Is it apparently true that the teacher refused to support the theory during the meeting?,Is it false that the teacher supported apparently the theory during the meeting?,Did the teacher fail to support the theory during the meeting?,Did the teacher fail to support the theory during the meeting?,Is it false that the teacher apparently supported the theory during the meeting?,Is it false that the teacher supported apparently the theory during the meeting?
en,84,triple,NQT,The teacher supported the theory during the meeting.,N,Q,T,,,Will it be true that the teacher refused to support the theory during the meeting?,Is it false that the teacher plans to support the theory during the meeting?,Will the teacher refused to support the theory during the meeting?,Will the teacher refused to support the theory during the meeting?,Is it false that the teacher plans to support the theory during the meeting?,Is it false that the teacher plans to support the theory during the meeting?
en,84,triple,NMT,The teacher supported the theory during the meeting.,N,M,T,,,The teacher failed to plans to support apparently the theory during the meeting.,The teacher apparently did not support the theory during the meeting.,The teacher did not support apparently the theory during the meeting.,The teacher failed to plans to support apparently the theory during the meeting.,The teacher did not support apparently the theory during the meeting.,The teacher apparently failed to plans to support the theory during the meeting.
en,84,triple,QMT,The teacher supported the theory during the meeting.,Q,M,T,,,Is it apparently true that the teacher plans to support the theory during the meeting?,Will the teacher apparently supported the theory during the meeting?,Is it apparently true that the teacher plans to support the theory during the meeting?,Is it apparently true that the teacher plans to support the theory during the meeting?,Will the teacher apparently supported the theory during the meeting?,Will it be true that the teacher apparently supported the theory during the meeting?
en,85,pair,NQ_vs_QN,The analyst completed the repair in the morning.,N,Q,,Did the analyst fail to complete the repair in the morning?,Is it false that the analyst completed the repair in the morning?,,,,,,
en,85,pair,NM_vs_MN,The analyst completed the repair in the morning.,N,M,,The analyst refused to complete reportedly the repair in the morning.,The analyst reportedly refused to complete the repair in the morning.,,,,,,
en,85,pair,NT_vs_TN,The analyst completed the repair in the morning.,N,T,,The analyst failed to is going to complete the repair in the morning.,The analyst did not complete the repair in the morning.,,,,,,
en,85,pair,QM_vs_MQ,The analyst completed the repair in the morning.,Q,M,,Is it reportedly true that the analyst completed the repair in the morning?,Did the analyst reportedly complete the repair in the morning?,,,,,,
en,85,pair,QT_vs_TQ,The analyst completed the repair in the morning.,Q,T,,Will it be true that the analyst completed the repair in the morning?,Will the analyst completed the repair in the morning?,,,,,,
en,85,pair,MT_vs_TM,The analyst completed the repair in the morning.,M,T,,The analyst reportedly is going to complete the repair in the morning.,The analyst is going to complete reportedly the repair in the morning.,,,,,,
en,85,triple,NQM,The analyst completed the repair in the morning.,N,Q,M,,,Is it reportedly true that the analyst refused to complete the repair in the morning?,Is it false that the analyst completed reportedly the repair in the morning?,Did the analyst fail to complete the repair in the morning?,Did the analyst fail to complete the repair in the morning?,Is it false that the analyst reportedly completed the repair in the morning?,Is it false that the analyst completed reportedly the repair in the morning?
en,85,triple,NQT,The analyst completed the repair in the morning.,N,Q,T,,,Will it be true that the analyst refused to complete the repair in the morning?,Is it false that the analyst is going to complete the repair in the morning?,Will the analyst refused to complete the repair in the morning?,Will the analyst refused to complete the repair in the morning?,Is it false that the analyst is going to complete the repair in the morning?,Is it false that the analyst is going to complete the repair in the morning?
en,85,triple,NMT,The analyst completed the repair in the morning.,N,M,T,,,The analyst failed to is going to complete reportedly the repair in the morning.,The analyst reportedly did not complete the repair in the morning.,The analyst did not complete reportedly the repair in the morning.,The analyst failed to is going to complete reportedly the repair in the morning.,The analyst did not complete reportedly the repair in the morning.,The analyst reportedly failed to is going to complete the repair in the morning.
en,85,triple,QMT,The analyst completed the repair in the morning.,Q,M,T,,,Is it reportedly true that the analyst is going to complete the repair in the morning?,Will the analyst reportedly completed the repair in the morning?,Is it reportedly true that the analyst is going to complete the repair in the morning?,Is it reportedly true that the analyst is going to complete the repair in the morning?,Will the analyst reportedly completed the repair in the morning?,Will it be true that the analyst reportedly completed the repair in the morning?
en,86,pair,NQ_vs_QN,The researcher accepted the explanation after the review.,N,Q,,Did the researcher fail to accept the explanation after the review?,Is it false that the researcher accepted the explanation after the review?,,,,,,
en,86,pair,NM_vs_MN,The researcher accepted the explanation after the review.,N,M,,The researcher failed to accept reportedly the explanation after the review.,The researcher reportedly failed to accept the explanation after the review.,,,,,,
en,86,pair,NT_vs_TN,The researcher accepted the explanation after the review.,N,T,,The researcher failed to will accept the explanation after the review.,The researcher did not accept the explanation after the review.,,,,,,
en,86,pair,QM_vs_MQ,The researcher accepted the explanation after the review.,Q,M,,Is it reportedly true that the researcher accepted the explanation after the review?,Did the researcher reportedly accept the explanation after the review?,,,,,,
en,86,pair,QT_vs_TQ,The researcher accepted the explanation after the review.,Q,T,,Will it be true that the researcher accepted the explanation after the review?,Will the researcher accepted the explanation after the review?,,,,,,
en,86,pair,MT_vs_TM,The researcher accepted the explanation after the review.,M,T,,The researcher reportedly will accept the explanation after the review.,The researcher will accept reportedly the explanation after the review.,,,,,,
en,86,triple,NQM,The researcher accepted the explanation after the review.,N,Q,M,,,Is it reportedly true that the researcher failed to accept the explanation after the review?,Is it false that the researcher accepted reportedly the explanation after the review?,Did the researcher fail to accept the explanation after the review?,Did the researcher fail to accept the explanation after the review?,Is it false that the researcher reportedly accepted the explanation after the review?,Is it false that the researcher accepted reportedly the explanation after the review?
en,86,triple,NQT,The researcher accepted the explanation after the review.,N,Q,T,,,Will it be true that the researcher failed to accept the explanation after the review?,Is it false that the researcher will accept the explanation after the review?,Will the researcher failed to accept the explanation after the review?,Will the researcher failed to accept the explanation after the review?,Is it false that the researcher will accept the explanation after the review?,Is it false that the researcher will accept the explanation after the review?
en,86,triple,NMT,The researcher accepted the explanation after the review.,N,M,T,,,The researcher failed to will accept reportedly the explanation after the review.,The researcher reportedly did not accept the explanation after the review.,The researcher did not accept reportedly the explanation after the review.,The researcher failed to will accept reportedly the explanation after the review.,The researcher did not accept reportedly the explanation after the review.,The researcher reportedly failed to will accept the explanation after the review.
en,86,triple,QMT,The researcher accepted the explanation after the review.,Q,M,T,,,Is it reportedly true that the researcher will accept the explanation after the review?,Will the researcher reportedly accepted the explanation after the review?,Is it reportedly true that the researcher will accept the explanation after the review?,Is it reportedly true that the researcher will accept the explanation after the review?,Will the researcher reportedly accepted the explanation after the review?,Will it be true that the researcher reportedly accepted the explanation after the review?
en,87,pair,NQ_vs_QN,The teacher approved the treatment after the review.,N,Q,,Did the teacher fail to approve the treatment after the review?,Is it false that the teacher approved the treatment after the review?,,,,,,
en,87,pair,NM_vs_MN,The teacher approved the treatment after the review.,N,M,,The teacher failed to approve apparently the treatment after the review.,The teacher apparently failed to approve the treatment after the review.,,,,,,
en,87,pair,NT_vs_TN,The teacher approved the treatment after the review.,N,T,,The teacher failed to is going to approve the treatment after the review.,The teacher did not approve the treatment after the review.,,,,,,
en,87,pair,QM_vs_MQ,The teacher approved the treatment after the review.,Q,M,,Is it apparently true that the teacher approved the treatment after the review?,Did the teacher apparently approve the treatment after the review?,,,,,,
en,87,pair,QT_vs_TQ,The teacher approved the treatment after the review.,Q,T,,Will it be true that the teacher approved the treatment after the review?,Will the teacher approved the treatment after the review?,,,,,,
en,87,pair,MT_vs_TM,The teacher approved the treatment after the review.,M,T,,The teacher apparently is going to approve the treatment after the review.,The teacher is going to approve apparently the treatment after the review.,,,,,,
en,87,triple,NQM,The teacher approved the treatment after the review.,N,Q,M,,,Is it apparently true that the teacher failed to approve the treatment after the review?,Is it false that the teacher approved apparently the treatment after the review?,Did the teacher fail to approve the treatment after the review?,Did the teacher fail to approve the treatment after the review?,Is it false that the teacher apparently approved the treatment after the review?,Is it false that the teacher approved apparently the treatment after the review?
en,87,triple,NQT,The teacher approved the treatment after the review.,N,Q,T,,,Will it be true that the teacher failed to approve the treatment after the review?,Is it false that the teacher is going to approve the treatment after the review?,Will the teacher failed to approve the treatment after the review?,Will the teacher failed to approve the treatment after the review?,Is it false that the teacher is going to approve the treatment after the review?,Is it false that the teacher is going to approve the treatment after the review?
en,87,triple,NMT,The teacher approved the treatment after the review.,N,M,T,,,The teacher failed to is going to approve apparently the treatment after the review.,The teacher apparently did not approve the treatment after the review.,The teacher did not approve apparently the treatment after the review.,The teacher failed to is going to approve apparently the treatment after the review.,The teacher did not approve apparently the treatment after the review.,The teacher apparently failed to is going to approve the treatment after the review.
en,87,triple,QMT,The teacher approved the treatment after the review.,Q,M,T,,,Is it apparently true that the teacher is going to approve the treatment after the review?,Will the teacher apparently approved the treatment after the review?,Is it apparently true that the teacher is going to approve the treatment after the review?,Is it apparently true that the teacher is going to approve the treatment after the review?,Will the teacher apparently approved the treatment after the review?,Will it be true that the teacher apparently approved the treatment after the review?
en,88,pair,NQ_vs_QN,The scientist confirmed the answer in the morning.,N,Q,,Did the scientist fail to confirm the answer in the morning?,Is it false that the scientist confirmed the answer in the morning?,,,,,,
en,88,pair,NM_vs_MN,The scientist confirmed the answer in the morning.,N,M,,The scientist failed to confirm apparently the answer in the morning.,The scientist apparently failed to confirm the answer in the morning.,,,,,,
en,88,pair,NT_vs_TN,The scientist confirmed the answer in the morning.,N,T,,The scientist failed to will confirm the answer in the morning.,The scientist did not confirm the answer in the morning.,,,,,,
en,88,pair,QM_vs_MQ,The scientist confirmed the answer in the morning.,Q,M,,Is it apparently true that the scientist confirmed the answer in the morning?,Did the scientist apparently confirm the answer in the morning?,,,,,,
en,88,pair,QT_vs_TQ,The scientist confirmed the answer in the morning.,Q,T,,Will it be true that the scientist confirmed the answer in the morning?,Will the scientist confirmed the answer in the morning?,,,,,,
en,88,pair,MT_vs_TM,The scientist confirmed the answer in the morning.,M,T,,The scientist apparently will confirm the answer in the morning.,The scientist will confirm apparently the answer in the morning.,,,,,,
en,88,triple,NQM,The scientist confirmed the answer in the morning.,N,Q,M,,,Is it apparently true that the scientist failed to confirm the answer in the morning?,Is it false that the scientist confirmed apparently the answer in the morning?,Did the scientist fail to confirm the answer in the morning?,Did the scientist fail to confirm the answer in the morning?,Is it false that the scientist apparently confirmed the answer in the morning?,Is it false that the scientist confirmed apparently the answer in the morning?
en,88,triple,NQT,The scientist confirmed the answer in the morning.,N,Q,T,,,Will it be true that the scientist failed to confirm the answer in the morning?,Is it false that the scientist will confirm the answer in the morning?,Will the scientist failed to confirm the answer in the morning?,Will the scientist failed to confirm the answer in the morning?,Is it false that the scientist will confirm the answer in the morning?,Is it false that the scientist will confirm the answer in the morning?
en,88,triple,NMT,The scientist confirmed the answer in the morning.,N,M,T,,,The scientist failed to will confirm apparently the answer in the morning.,The scientist apparently did not confirm the answer in the morning.,The scientist did not confirm apparently the answer in the morning.,The scientist failed to will confirm apparently the answer in the morning.,The scientist did not confirm apparently the answer in the morning.,The scientist apparently failed to will confirm the answer in the morning.
en,88,triple,QMT,The scientist confirmed the answer in the morning.,Q,M,T,,,Is it apparently true that the scientist will confirm the answer in the morning?,Will the scientist apparently confirmed the answer in the morning?,Is it apparently true that the scientist will confirm the answer in the morning?,Is it apparently true that the scientist will confirm the answer in the morning?,Will the scientist apparently confirmed the answer in the morning?,Will it be true that the scientist apparently confirmed the answer in the morning?
en,89,pair,NQ_vs_QN,The engineer approved the treatment after the review.,N,Q,,Did the engineer fail to approve the treatment after the review?,Is it false that the engineer approved the treatment after the review?,,,,,,
en,89,pair,NM_vs_MN,The engineer approved the treatment after the review.,N,M,,The engineer failed to approve allegedly the treatment after the review.,The engineer allegedly failed to approve the treatment after the review.,,,,,,
en,89,pair,NT_vs_TN,The engineer approved the treatment after the review.,N,T,,The engineer failed to plans to approve the treatment after the review.,The engineer did not approve the treatment after the review.,,,,,,
en,89,pair,QM_vs_MQ,The engineer approved the treatment after the review.,Q,M,,Is it allegedly true that the engineer approved the treatment after the review?,Did the engineer allegedly approve the treatment after the review?,,,,,,
en,89,pair,QT_vs_TQ,The engineer approved the treatment after the review.,Q,T,,Will it be true that the engineer approved the treatment after the review?,Will the engineer approved the treatment after the review?,,,,,,
en,89,pair,MT_vs_TM,The engineer approved the treatment after the review.,M,T,,The engineer allegedly plans to approve the treatment after the review.,The engineer plans to approve allegedly the treatment after the review.,,,,,,
en,89,triple,NQM,The engineer approved the treatment after the review.,N,Q,M,,,Is it allegedly true that the engineer failed to approve the treatment after the review?,Is it false that the engineer approved allegedly the treatment after the review?,Did the engineer fail to approve the treatment after the review?,Did the engineer fail to approve the treatment after the review?,Is it false that the engineer allegedly approved the treatment after the review?,Is it false that the engineer approved allegedly the treatment after the review?
en,89,triple,NQT,The engineer approved the treatment after the review.,N,Q,T,,,Will it be true that the engineer failed to approve the treatment after the review?,Is it false that the engineer plans to approve the treatment after the review?,Will the engineer failed to approve the treatment after the review?,Will the engineer failed to approve the treatment after the review?,Is it false that the engineer plans to approve the treatment after the review?,Is it false that the engineer plans to approve the treatment after the review?
en,89,triple,NMT,The engineer approved the treatment after the review.,N,M,T,,,The engineer failed to plans to approve allegedly the treatment after the review.,The engineer allegedly did not approve the treatment after the review.,The engineer did not approve allegedly the treatment after the review.,The engineer failed to plans to approve allegedly the treatment after the review.,The engineer did not approve allegedly the treatment after the review.,The engineer allegedly failed to plans to approve the treatment after the review.
en,89,triple,QMT,The engineer approved the treatment after the review.,Q,M,T,,,Is it allegedly true that the engineer plans to approve the treatment after the review?,Will the engineer allegedly approved the treatment after the review?,Is it allegedly true that the engineer plans to approve the treatment after the review?,Is it allegedly true that the engineer plans to approve the treatment after the review?,Will the engineer allegedly approved the treatment after the review?,Will it be true that the engineer allegedly approved the treatment after the review?
en,90,pair,NQ_vs_QN,The doctor fixed the bug in the morning.,N,Q,,Did the doctor fail to fix the bug in the morning?,Is it false that the doctor fixed the bug in the morning?,,,,,,
en,90,pair,NM_vs_MN,The doctor fixed the bug in the morning.,N,M,,The doctor refused to fix apparently the bug in the morning.,The doctor apparently refused to fix the bug in the morning.,,,,,,
en,90,pair,NT_vs_TN,The doctor fixed the bug in the morning.,N,T,,The doctor failed to will fix the bug in the morning.,The doctor did not fix the bug in the morning.,,,,,,
en,90,pair,QM_vs_MQ,The doctor fixed the bug in the morning.,Q,M,,Is it apparently true that the doctor fixed the bug in the morning?,Did the doctor apparently fix the bug in the morning?,,,,,,
en,90,pair,QT_vs_TQ,The doctor fixed the bug in the morning.,Q,T,,Will it be true that the doctor fixed the bug in the morning?,Will the doctor fixed the bug in the morning?,,,,,,
en,90,pair,MT_vs_TM,The doctor fixed the bug in the morning.,M,T,,The doctor apparently will fix the bug in the morning.,The doctor will fix apparently the bug in the morning.,,,,,,
en,90,triple,NQM,The doctor fixed the bug in the morning.,N,Q,M,,,Is it apparently true that the doctor refused to fix the bug in the morning?,Is it false that the doctor fixed apparently the bug in the morning?,Did the doctor fail to fix the bug in the morning?,Did the doctor fail to fix the bug in the morning?,Is it false that the doctor apparently fixed the bug in the morning?,Is it false that the doctor fixed apparently the bug in the morning?
en,90,triple,NQT,The doctor fixed the bug in the morning.,N,Q,T,,,Will it be true that the doctor refused to fix the bug in the morning?,Is it false that the doctor will fix the bug in the morning?,Will the doctor refused to fix the bug in the morning?,Will the doctor refused to fix the bug in the morning?,Is it false that the doctor will fix the bug in the morning?,Is it false that the doctor will fix the bug in the morning?
en,90,triple,NMT,The doctor fixed the bug in the morning.,N,M,T,,,The doctor failed to will fix apparently the bug in the morning.,The doctor apparently did not fix the bug in the morning.,The doctor did not fix apparently the bug in the morning.,The doctor failed to will fix apparently the bug in the morning.,The doctor did not fix apparently the bug in the morning.,The doctor apparently failed to will fix the bug in the morning.
en,90,triple,QMT,The doctor fixed the bug in the morning.,Q,M,T,,,Is it apparently true that the doctor will fix the bug in the morning?,Will the doctor apparently fixed the bug in the morning?,Is it apparently true that the doctor will fix the bug in the morning?,Is it apparently true that the doctor will fix the bug in the morning?,Will the doctor apparently fixed the bug in the morning?,Will it be true that the doctor apparently fixed the bug in the morning?
en,91,pair,NQ_vs_QN,The programmer fixed the bug in the morning.,N,Q,,Did the programmer fail to fix the bug in the morning?,Is it false that the programmer fixed the bug in the morning?,,,,,,
en,91,pair,NM_vs_MN,The programmer fixed the bug in the morning.,N,M,,The programmer refused to fix reportedly the bug in the morning.,The programmer reportedly refused to fix the bug in the morning.,,,,,,
en,91,pair,NT_vs_TN,The programmer fixed the bug in the morning.,N,T,,The programmer failed to plans to fix the bug in the morning.,The programmer did not fix the bug in the morning.,,,,,,
en,91,pair,QM_vs_MQ,The programmer fixed the bug in the morning.,Q,M,,Is it reportedly true that the programmer fixed the bug in the morning?,Did the programmer reportedly fix the bug in the morning?,,,,,,
en,91,pair,QT_vs_TQ,The programmer fixed the bug in the morning.,Q,T,,Will it be true that the programmer fixed the bug in the morning?,Will the programmer fixed the bug in the morning?,,,,,,
en,91,pair,MT_vs_TM,The programmer fixed the bug in the morning.,M,T,,The programmer reportedly plans to fix the bug in the morning.,The programmer plans to fix reportedly the bug in the morning.,,,,,,
en,91,triple,NQM,The programmer fixed the bug in the morning.,N,Q,M,,,Is it reportedly true that the programmer refused to fix the bug in the morning?,Is it false that the programmer fixed reportedly the bug in the morning?,Did the programmer fail to fix the bug in the morning?,Did the programmer fail to fix the bug in the morning?,Is it false that the programmer reportedly fixed the bug in the morning?,Is it false that the programmer fixed reportedly the bug in the morning?
en,91,triple,NQT,The programmer fixed the bug in the morning.,N,Q,T,,,Will it be true that the programmer refused to fix the bug in the morning?,Is it false that the programmer plans to fix the bug in the morning?,Will the programmer refused to fix the bug in the morning?,Will the programmer refused to fix the bug in the morning?,Is it false that the programmer plans to fix the bug in the morning?,Is it false that the programmer plans to fix the bug in the morning?
en,91,triple,NMT,The programmer fixed the bug in the morning.,N,M,T,,,The programmer failed to plans to fix reportedly the bug in the morning.,The programmer reportedly did not fix the bug in the morning.,The programmer did not fix reportedly the bug in the morning.,The programmer failed to plans to fix reportedly the bug in the morning.,The programmer did not fix reportedly the bug in the morning.,The programmer reportedly failed to plans to fix the bug in the morning.
en,91,triple,QMT,The programmer fixed the bug in the morning.,Q,M,T,,,Is it reportedly true that the programmer plans to fix the bug in the morning?,Will the programmer reportedly fixed the bug in the morning?,Is it reportedly true that the programmer plans to fix the bug in the morning?,Is it reportedly true that the programmer plans to fix the bug in the morning?,Will the programmer reportedly fixed the bug in the morning?,Will it be true that the programmer reportedly fixed the bug in the morning?
en,92,pair,NQ_vs_QN,The manager accepted the explanation after the review.,N,Q,,Did the manager fail to accept the explanation after the review?,Is it false that the manager accepted the explanation after the review?,,,,,,
en,92,pair,NM_vs_MN,The manager accepted the explanation after the review.,N,M,,The manager failed to accept reportedly the explanation after the review.,The manager reportedly failed to accept the explanation after the review.,,,,,,
en,92,pair,NT_vs_TN,The manager accepted the explanation after the review.,N,T,,The manager failed to is going to accept the explanation after the review.,The manager did not accept the explanation after the review.,,,,,,
en,92,pair,QM_vs_MQ,The manager accepted the explanation after the review.,Q,M,,Is it reportedly true that the manager accepted the explanation after the review?,Did the manager reportedly accept the explanation after the review?,,,,,,
en,92,pair,QT_vs_TQ,The manager accepted the explanation after the review.,Q,T,,Will it be true that the manager accepted the explanation after the review?,Will the manager accepted the explanation after the review?,,,,,,
en,92,pair,MT_vs_TM,The manager accepted the explanation after the review.,M,T,,The manager reportedly is going to accept the explanation after the review.,The manager is going to accept reportedly the explanation after the review.,,,,,,
en,92,triple,NQM,The manager accepted the explanation after the review.,N,Q,M,,,Is it reportedly true that the manager failed to accept the explanation after the review?,Is it false that the manager accepted reportedly the explanation after the review?,Did the manager fail to accept the explanation after the review?,Did the manager fail to accept the explanation after the review?,Is it false that the manager reportedly accepted the explanation after the review?,Is it false that the manager accepted reportedly the explanation after the review?
en,92,triple,NQT,The manager accepted the explanation after the review.,N,Q,T,,,Will it be true that the manager failed to accept the explanation after the review?,Is it false that the manager is going to accept the explanation after the review?,Will the manager failed to accept the explanation after the review?,Will the manager failed to accept the explanation after the review?,Is it false that the manager is going to accept the explanation after the review?,Is it false that the manager is going to accept the explanation after the review?
en,92,triple,NMT,The manager accepted the explanation after the review.,N,M,T,,,The manager failed to is going to accept reportedly the explanation after the review.,The manager reportedly did not accept the explanation after the review.,The manager did not accept reportedly the explanation after the review.,The manager failed to is going to accept reportedly the explanation after the review.,The manager did not accept reportedly the explanation after the review.,The manager reportedly failed to is going to accept the explanation after the review.
en,92,triple,QMT,The manager accepted the explanation after the review.,Q,M,T,,,Is it reportedly true that the manager is going to accept the explanation after the review?,Will the manager reportedly accepted the explanation after the review?,Is it reportedly true that the manager is going to accept the explanation after the review?,Is it reportedly true that the manager is going to accept the explanation after the review?,Will the manager reportedly accepted the explanation after the review?,Will it be true that the manager reportedly accepted the explanation after the review?
en,93,pair,NQ_vs_QN,The researcher confirmed the answer after the review.,N,Q,,Did the researcher fail to confirm the answer after the review?,Is it false that the researcher confirmed the answer after the review?,,,,,,
en,93,pair,NM_vs_MN,The researcher confirmed the answer after the review.,N,M,,The researcher refused to confirm reportedly the answer after the review.,The researcher reportedly refused to confirm the answer after the review.,,,,,,
en,93,pair,NT_vs_TN,The researcher confirmed the answer after the review.,N,T,,The researcher failed to is going to confirm the answer after the review.,The researcher did not confirm the answer after the review.,,,,,,
en,93,pair,QM_vs_MQ,The researcher confirmed the answer after the review.,Q,M,,Is it reportedly true that the researcher confirmed the answer after the review?,Did the researcher reportedly confirm the answer after the review?,,,,,,
en,93,pair,QT_vs_TQ,The researcher confirmed the answer after the review.,Q,T,,Will it be true that the researcher confirmed the answer after the review?,Will the researcher confirmed the answer after the review?,,,,,,
en,93,pair,MT_vs_TM,The researcher confirmed the answer after the review.,M,T,,The researcher reportedly is going to confirm the answer after the review.,The researcher is going to confirm reportedly the answer after the review.,,,,,,
en,93,triple,NQM,The researcher confirmed the answer after the review.,N,Q,M,,,Is it reportedly true that the researcher refused to confirm the answer after the review?,Is it false that the researcher confirmed reportedly the answer after the review?,Did the researcher fail to confirm the answer after the review?,Did the researcher fail to confirm the answer after the review?,Is it false that the researcher reportedly confirmed the answer after the review?,Is it false that the researcher confirmed reportedly the answer after the review?
en,93,triple,NQT,The researcher confirmed the answer after the review.,N,Q,T,,,Will it be true that the researcher refused to confirm the answer after the review?,Is it false that the researcher is going to confirm the answer after the review?,Will the researcher refused to confirm the answer after the review?,Will the researcher refused to confirm the answer after the review?,Is it false that the researcher is going to confirm the answer after the review?,Is it false that the researcher is going to confirm the answer after the review?
en,93,triple,NMT,The researcher confirmed the answer after the review.,N,M,T,,,The researcher failed to is going to confirm reportedly the answer after the review.,The researcher reportedly did not confirm the answer after the review.,The researcher did not confirm reportedly the answer after the review.,The researcher failed to is going to confirm reportedly the answer after the review.,The researcher did not confirm reportedly the answer after the review.,The researcher reportedly failed to is going to confirm the answer after the review.
en,93,triple,QMT,The researcher confirmed the answer after the review.,Q,M,T,,,Is it reportedly true that the researcher is going to confirm the answer after the review?,Will the researcher reportedly confirmed the answer after the review?,Is it reportedly true that the researcher is going to confirm the answer after the review?,Is it reportedly true that the researcher is going to confirm the answer after the review?,Will the researcher reportedly confirmed the answer after the review?,Will it be true that the researcher reportedly confirmed the answer after the review?
en,94,pair,NQ_vs_QN,The analyst completed the repair before the deadline.,N,Q,,Did the analyst fail to complete the repair before the deadline?,Is it false that the analyst completed the repair before the deadline?,,,,,,
en,94,pair,NM_vs_MN,The analyst completed the repair before the deadline.,N,M,,The analyst did not complete apparently the repair before the deadline.,The analyst apparently did not complete the repair before the deadline.,,,,,,
en,94,pair,NT_vs_TN,The analyst completed the repair before the deadline.,N,T,,The analyst failed to plans to complete the repair before the deadline.,The analyst did not complete the repair before the deadline.,,,,,,
en,94,pair,QM_vs_MQ,The analyst completed the repair before the deadline.,Q,M,,Is it apparently true that the analyst completed the repair before the deadline?,Did the analyst apparently complete the repair before the deadline?,,,,,,
en,94,pair,QT_vs_TQ,The analyst completed the repair before the deadline.,Q,T,,Will it be true that the analyst completed the repair before the deadline?,Will the analyst completed the repair before the deadline?,,,,,,
en,94,pair,MT_vs_TM,The analyst completed the repair before the deadline.,M,T,,The analyst apparently plans to complete the repair before the deadline.,The analyst plans to complete apparently the repair before the deadline.,,,,,,
en,94,triple,NQM,The analyst completed the repair before the deadline.,N,Q,M,,,Is it apparently true that the analyst did not complete the repair before the deadline?,Is it false that the analyst completed apparently the repair before the deadline?,Did the analyst fail to complete the repair before the deadline?,Did the analyst fail to complete the repair before the deadline?,Is it false that the analyst apparently completed the repair before the deadline?,Is it false that the analyst completed apparently the repair before the deadline?
en,94,triple,NQT,The analyst completed the repair before the deadline.,N,Q,T,,,Will it be true that the analyst did not complete the repair before the deadline?,Is it false that the analyst plans to complete the repair before the deadline?,Will the analyst did not complete the repair before the deadline?,Will the analyst did not complete the repair before the deadline?,Is it false that the analyst plans to complete the repair before the deadline?,Is it false that the analyst plans to complete the repair before the deadline?
en,94,triple,NMT,The analyst completed the repair before the deadline.,N,M,T,,,The analyst failed to plans to complete apparently the repair before the deadline.,The analyst apparently did not complete the repair before the deadline.,The analyst did not complete apparently the repair before the deadline.,The analyst failed to plans to complete apparently the repair before the deadline.,The analyst did not complete apparently the repair before the deadline.,The analyst apparently failed to plans to complete the repair before the deadline.
en,94,triple,QMT,The analyst completed the repair before the deadline.,Q,M,T,,,Is it apparently true that the analyst plans to complete the repair before the deadline?,Will the analyst apparently completed the repair before the deadline?,Is it apparently true that the analyst plans to complete the repair before the deadline?,Is it apparently true that the analyst plans to complete the repair before the deadline?,Will the analyst apparently completed the repair before the deadline?,Will it be true that the analyst apparently completed the repair before the deadline?
en,95,pair,NQ_vs_QN,The engineer approved the treatment in the morning.,N,Q,,Did the engineer fail to approve the treatment in the morning?,Is it false that the engineer approved the treatment in the morning?,,,,,,
en,95,pair,NM_vs_MN,The engineer approved the treatment in the morning.,N,M,,The engineer refused to approve allegedly the treatment in the morning.,The engineer allegedly refused to approve the treatment in the morning.,,,,,,
en,95,pair,NT_vs_TN,The engineer approved the treatment in the morning.,N,T,,The engineer failed to is going to approve the treatment in the morning.,The engineer did not approve the treatment in the morning.,,,,,,
en,95,pair,QM_vs_MQ,The engineer approved the treatment in the morning.,Q,M,,Is it allegedly true that the engineer approved the treatment in the morning?,Did the engineer allegedly approve the treatment in the morning?,,,,,,
en,95,pair,QT_vs_TQ,The engineer approved the treatment in the morning.,Q,T,,Will it be true that the engineer approved the treatment in the morning?,Will the engineer approved the treatment in the morning?,,,,,,
en,95,pair,MT_vs_TM,The engineer approved the treatment in the morning.,M,T,,The engineer allegedly is going to approve the treatment in the morning.,The engineer is going to approve allegedly the treatment in the morning.,,,,,,
en,95,triple,NQM,The engineer approved the treatment in the morning.,N,Q,M,,,Is it allegedly true that the engineer refused to approve the treatment in the morning?,Is it false that the engineer approved allegedly the treatment in the morning?,Did the engineer fail to approve the treatment in the morning?,Did the engineer fail to approve the treatment in the morning?,Is it false that the engineer allegedly approved the treatment in the morning?,Is it false that the engineer approved allegedly the treatment in the morning?
en,95,triple,NQT,The engineer approved the treatment in the morning.,N,Q,T,,,Will it be true that the engineer refused to approve the treatment in the morning?,Is it false that the engineer is going to approve the treatment in the morning?,Will the engineer refused to approve the treatment in the morning?,Will the engineer refused to approve the treatment in the morning?,Is it false that the engineer is going to approve the treatment in the morning?,Is it false that the engineer is going to approve the treatment in the morning?
en,95,triple,NMT,The engineer approved the treatment in the morning.,N,M,T,,,The engineer failed to is going to approve allegedly the treatment in the morning.,The engineer allegedly did not approve the treatment in the morning.,The engineer did not approve allegedly the treatment in the morning.,The engineer failed to is going to approve allegedly the treatment in the morning.,The engineer did not approve allegedly the treatment in the morning.,The engineer allegedly failed to is going to approve the treatment in the morning.
