model,layer,source_set,prompt_style,source,target,target_class,control,gain,vector_class,prompt,generated,content_preservation,target_and_preserved,question_marker,negation_marker,modality_marker,tense_shift_marker,passive_marker,target_marker_hit,any_other_marker_hit,question_mark_hit,generated_chars
distilgpt2,0,out_of_template_freeform,repeat_sentence,A student solved the puzzle.,,question,wrong_class,1.0,tense_shift,"Repeat this sentence:
A student solved the puzzle.
Repeated:","A student solved the puzzle.
Repeated:
A student solved the puzzle.
Repeated:
A student solved the puzzle",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,A student solved the puzzle.,,question,negative_target,1.0,question,"Repeat this sentence:
A student solved the puzzle.
Repeated:","The student solved the puzzle.
The student solved the puzzle.
The student solved the puzzle.
The student solved the puzzle.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
distilgpt2,0,out_of_template_freeform,copy_sentence,A student solved the puzzle.,,question,none,0.0,,"Copy this sentence:
A student solved the puzzle.
Copy:","The student solved the puzzle.
Copy:
The student solved the puzzle.
Copy:
The student solved the puzzle.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,0,out_of_template_freeform,copy_sentence,A student solved the puzzle.,,question,target,1.0,question,"Copy this sentence:
A student solved the puzzle.
Copy:",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,0,out_of_template_freeform,copy_sentence,A student solved the puzzle.,,question,random_norm,1.0,random_norm,"Copy this sentence:
A student solved the puzzle.
Copy:","Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
distilgpt2,0,out_of_template_freeform,copy_sentence,A student solved the puzzle.,,question,wrong_class,1.0,negation,"Copy this sentence:
A student solved the puzzle.
Copy:","The student solved the puzzle.
Copy:
The student solved the puzzle.
Copy:
The student solved the puzzle.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,0,out_of_template_freeform,copy_sentence,A student solved the puzzle.,,question,negative_target,1.0,question,"Copy this sentence:
A student solved the puzzle.
Copy:","Copy
Copy
Copy
Copy
Copy
Copy
Copy
Copy
Copy
Copy
Copy
Copy
Copy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
distilgpt2,0,out_of_template_freeform,same_sentence,A student solved the puzzle.,,question,none,0.0,,"Same sentence:
A student solved the puzzle.
Same:","A student solved the puzzle.
Same:
A student solved the puzzle.
Same:
A student solved the puzzle.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
distilgpt2,0,out_of_template_freeform,same_sentence,A student solved the puzzle.,,question,target,1.0,question,"Same sentence:
A student solved the puzzle.
Same:",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,0,out_of_template_freeform,same_sentence,A student solved the puzzle.,,question,random_norm,1.0,random_norm,"Same sentence:
A student solved the puzzle.
Same:","A student solved the puzzle.
Same:
A student solved the puzzle.
Same:
A student solved the puzzle.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
distilgpt2,0,out_of_template_freeform,same_sentence,A student solved the puzzle.,,question,wrong_class,1.0,tense_shift,"Same sentence:
A student solved the puzzle.
Same:","A student solved the puzzle.
Same:
A student solved the puzzle.
Same:
A student solved the puzzle.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
distilgpt2,0,out_of_template_freeform,same_sentence,A student solved the puzzle.,,question,negative_target,1.0,question,"Same sentence:
A student solved the puzzle.
Same:","The student solved the puzzle.
The student solved the puzzle.
The student solved the puzzle.
The student solved the puzzle.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,The gardener watered the roses.,,question,none,0.0,,"Repeat this sentence:
The gardener watered the roses.
Repeated:","The gardener watered the roses.
Repeated:
The gardener watered the roses.
Repeated:
The gardener",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,The gardener watered the roses.,,question,target,1.0,question,"Repeat this sentence:
The gardener watered the roses.
Repeated:",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,The gardener watered the roses.,,question,random_norm,1.0,random_norm,"Repeat this sentence:
The gardener watered the roses.
Repeated:","The gardener watered the roses.
The gardener watered the roses.
The gardener watered the roses.
The gardener",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,The gardener watered the roses.,,question,wrong_class,1.0,modality,"Repeat this sentence:
The gardener watered the roses.
Repeated:","The gardener watered the roses.
Repeated:
The gardener watered the roses.
Repeated:
The gardener",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,The gardener watered the roses.,,question,negative_target,1.0,question,"Repeat this sentence:
The gardener watered the roses.
Repeated:","The gardener watered the roses.
The gardener watered the roses.
The gardener watered the roses.
The gardener",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
distilgpt2,0,out_of_template_freeform,copy_sentence,The gardener watered the roses.,,question,none,0.0,,"Copy this sentence:
The gardener watered the roses.
Copy:","The gardener watered the roses.
Copy:
The gardener watered the roses.
Copy:
The gardener watered the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
distilgpt2,0,out_of_template_freeform,copy_sentence,The gardener watered the roses.,,question,target,1.0,question,"Copy this sentence:
The gardener watered the roses.
Copy:",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,0,out_of_template_freeform,copy_sentence,The gardener watered the roses.,,question,random_norm,1.0,random_norm,"Copy this sentence:
The gardener watered the roses.
Copy:","The gardener watered the roses.
Copy:
The gardener watered the roses.
Copy:
The gardener watered the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
distilgpt2,0,out_of_template_freeform,copy_sentence,The gardener watered the roses.,,question,wrong_class,1.0,tense_shift,"Copy this sentence:
The gardener watered the roses.
Copy:","The gardener watered the roses.
Copy:
The gardener watered the roses.
Copy:
The gardener watered the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
distilgpt2,0,out_of_template_freeform,copy_sentence,The gardener watered the roses.,,question,negative_target,1.0,question,"Copy this sentence:
The gardener watered the roses.
Copy:","The gardener watered the roses.
Copy:
Copy.
Copy.
Copy.
Copy.
Copy.
Copy",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
distilgpt2,0,out_of_template_freeform,same_sentence,The gardener watered the roses.,,question,none,0.0,,"Same sentence:
The gardener watered the roses.
Same:","The gardener watered the roses.
Same:
The gardener watered the roses.
Same:
The gardener watered the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
distilgpt2,0,out_of_template_freeform,same_sentence,The gardener watered the roses.,,question,target,1.0,question,"Same sentence:
The gardener watered the roses.
Same:","The gardener watered the roses.
The gardener watered the roses?
The gardener watered the roses?
The gardener",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,108.0
distilgpt2,0,out_of_template_freeform,same_sentence,The gardener watered the roses.,,question,random_norm,1.0,random_norm,"Same sentence:
The gardener watered the roses.
Same:","The gardener watered the roses.
Same:
The gardener watered the roses.
Same:
The gardener watered the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
distilgpt2,0,out_of_template_freeform,same_sentence,The gardener watered the roses.,,question,wrong_class,1.0,modality,"Same sentence:
The gardener watered the roses.
Same:","The gardener watered the roses.
Same:
The gardener watered the roses.
Same:
The gardener watered the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
distilgpt2,0,out_of_template_freeform,same_sentence,The gardener watered the roses.,,question,negative_target,1.0,question,"Same sentence:
The gardener watered the roses.
Same:","The gardener watered the roses.
The gardener watered the roses.
The gardener watered the roses.
The gardener",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,The musician tuned the violin.,,question,none,0.0,,"Repeat this sentence:
The musician tuned the violin.
Repeated:","The musician tuned the violin.
Repeated:
The musician tuned the violin.
Repeated:
The musician tuned the violin",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,The musician tuned the violin.,,question,target,1.0,question,"Repeat this sentence:
The musician tuned the violin.
Repeated:",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,The musician tuned the violin.,,question,random_norm,1.0,random_norm,"Repeat this sentence:
The musician tuned the violin.
Repeated:","The musician tuned the violin.
The musician tuned the violin.
The musician tuned the violin.
The musician tuned the violin.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,The musician tuned the violin.,,question,wrong_class,1.0,negation,"Repeat this sentence:
The musician tuned the violin.
Repeated:","The musician tuned the violin.
Repeated:
The musician tuned the violin.
Repeated:
The musician tuned the violin",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,The musician tuned the violin.,,question,negative_target,1.0,question,"Repeat this sentence:
The musician tuned the violin.
Repeated:","The musician tuned the violin.
The musician tuned the violin.
The musician tuned the violin.
The musician tuned the violin.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
distilgpt2,0,out_of_template_freeform,copy_sentence,The musician tuned the violin.,,question,none,0.0,,"Copy this sentence:
The musician tuned the violin.
Copy:","The musician tuned the violin.
Copy:
The musician tuned the violin.
Copy:
The musician tuned the violin.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,0,out_of_template_freeform,copy_sentence,The musician tuned the violin.,,question,target,1.0,question,"Copy this sentence:
The musician tuned the violin.
Copy:",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,0,out_of_template_freeform,copy_sentence,The musician tuned the violin.,,question,random_norm,1.0,random_norm,"Copy this sentence:
The musician tuned the violin.
Copy:","The song is a bit more like a song.
The song is a bit more like a song.
The song is a bit",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0
distilgpt2,0,out_of_template_freeform,copy_sentence,The musician tuned the violin.,,question,wrong_class,1.0,modality,"Copy this sentence:
The musician tuned the violin.
Copy:","The musician tuned the violin.
Copy:
The musician tuned the violin.
Copy:
The musician tuned the violin.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,0,out_of_template_freeform,copy_sentence,The musician tuned the violin.,,question,negative_target,1.0,question,"Copy this sentence:
The musician tuned the violin.
Copy:","The musician played the violin.
The musician played the violin.
The musician played the violin.
The musician played the violin.",0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
distilgpt2,0,out_of_template_freeform,same_sentence,The musician tuned the violin.,,question,none,0.0,,"Same sentence:
The musician tuned the violin.
Same:","The musician tuned the violin.
Same:
The musician tuned the violin.
Same:
The musician tuned the violin.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,0,out_of_template_freeform,same_sentence,The musician tuned the violin.,,question,target,1.0,question,"Same sentence:
The musician tuned the violin.
Same:","The same?
The same?
The same?
The same?
The same?
The same?
The same?",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0
distilgpt2,0,out_of_template_freeform,same_sentence,The musician tuned the violin.,,question,random_norm,1.0,random_norm,"Same sentence:
The musician tuned the violin.
Same:","The musician tuned the violin.
The musician tuned the violin.
The musician tuned the violin.
The musician tuned the violin.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
distilgpt2,0,out_of_template_freeform,same_sentence,The musician tuned the violin.,,question,wrong_class,1.0,tense_shift,"Same sentence:
The musician tuned the violin.
Same:","The musician tuned the violin.
Same:
The musician tuned the violin.
Same:
The musician tuned the violin.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
distilgpt2,0,out_of_template_freeform,same_sentence,The musician tuned the violin.,,question,negative_target,1.0,question,"Same sentence:
The musician tuned the violin.
Same:","The musician tuned the violin.
The musician tuned the violin.
The musician tuned the violin.
The musician
The musician",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,A doctor checked the chart.,,question,none,0.0,,"Repeat this sentence:
A doctor checked the chart.
Repeated:","A doctor checked the chart.
Repeated:
A doctor checked the chart.
Repeated:
A doctor checked the chart",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,A doctor checked the chart.,,question,target,1.0,question,"Repeat this sentence:
A doctor checked the chart.
Repeated:",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,A doctor checked the chart.,,question,random_norm,1.0,random_norm,"Repeat this sentence:
A doctor checked the chart.
Repeated:","A doctor checked the chart.
A doctor checked the chart.
A doctor checked the chart.
A doctor checked the chart.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,A doctor checked the chart.,,question,wrong_class,1.0,negation,"Repeat this sentence:
A doctor checked the chart.
Repeated:","A doctor checked the chart.
Repeated:
A doctor checked the chart.
Repeated:
A doctor checked the chart",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,A doctor checked the chart.,,question,negative_target,1.0,question,"Repeat this sentence:
A doctor checked the chart.
Repeated:","The doctor checked the chart.
The doctor checked the chart.
The doctor checked the chart.
The doctor checked the chart.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
distilgpt2,0,out_of_template_freeform,copy_sentence,A doctor checked the chart.,,question,none,0.0,,"Copy this sentence:
A doctor checked the chart.
Copy:","The chart is a chart of the number of patients in the hospital.
The chart is a chart of the number of patients in the",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
distilgpt2,0,out_of_template_freeform,copy_sentence,A doctor checked the chart.,,question,target,1.0,question,"Copy this sentence:
A doctor checked the chart.
Copy:",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,0,out_of_template_freeform,copy_sentence,A doctor checked the chart.,,question,random_norm,1.0,random_norm,"Copy this sentence:
A doctor checked the chart.
Copy:","The chart.
The chart.
The chart.
The chart.
The chart.
The chart.
The chart.",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
distilgpt2,0,out_of_template_freeform,copy_sentence,A doctor checked the chart.,,question,wrong_class,1.0,tense_shift,"Copy this sentence:
A doctor checked the chart.
Copy:","The chart is a chart of the number of patients in the hospital.
The chart is a chart of the number of patients in the",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
distilgpt2,0,out_of_template_freeform,copy_sentence,A doctor checked the chart.,,question,negative_target,1.0,question,"Copy this sentence:
A doctor checked the chart.
Copy:","The chart.
The chart.
The chart.
The chart.
The chart.
The chart.
The chart.",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
distilgpt2,0,out_of_template_freeform,same_sentence,A doctor checked the chart.,,question,none,0.0,,"Same sentence:
A doctor checked the chart.
Same:","A doctor checked the chart.
Same:
A doctor checked the chart.
Same:
A doctor checked the chart.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
distilgpt2,0,out_of_template_freeform,same_sentence,A doctor checked the chart.,,question,target,1.0,question,"Same sentence:
A doctor checked the chart.
Same:",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,0,out_of_template_freeform,same_sentence,A doctor checked the chart.,,question,random_norm,1.0,random_norm,"Same sentence:
A doctor checked the chart.
Same:","The doctor checked the chart.
The doctor checked the chart.
The doctor checked the chart.
The doctor checked the chart.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
distilgpt2,0,out_of_template_freeform,same_sentence,A doctor checked the chart.,,question,wrong_class,1.0,tense_shift,"Same sentence:
A doctor checked the chart.
Same:","A doctor checked the chart.
Same:
A doctor checked the chart.
Same:
A doctor checked the chart.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
distilgpt2,0,out_of_template_freeform,same_sentence,A doctor checked the chart.,,question,negative_target,1.0,question,"Same sentence:
A doctor checked the chart.
Same:","The doctor checked the chart.
The doctor checked the chart.
The doctor checked the chart.
The doctor checked the chart.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,The driver parked the car.,,question,none,0.0,,"Repeat this sentence:
The driver parked the car.
Repeated:","The driver was not driving.
The driver was not driving.
The driver was not driving.
The driver was not driving.",0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,111.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,The driver parked the car.,,question,target,1.0,question,"Repeat this sentence:
The driver parked the car.
Repeated:",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,The driver parked the car.,,question,random_norm,1.0,random_norm,"Repeat this sentence:
The driver parked the car.
Repeated:","The driver was not in the car.
The driver was not in the car.
The driver was not in the car.",0.6666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,92.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,The driver parked the car.,,question,wrong_class,1.0,modality,"Repeat this sentence:
The driver parked the car.
Repeated:","The driver was not driving.
The driver was not driving.
The driver was not driving.
The driver was not driving.",0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,111.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,The driver parked the car.,,question,negative_target,1.0,question,"Repeat this sentence:
The driver parked the car.
Repeated:","The driver was not allowed to drive the car.
The driver was not allowed to drive the car.
The driver was not allowed",0.6666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,116.0
distilgpt2,0,out_of_template_freeform,copy_sentence,The driver parked the car.,,question,none,0.0,,"Copy this sentence:
The driver parked the car.
Copy:","The driver was driving the car.
Copy:
The driver was driving the car.
Copy:
The driver was driving the",0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,102.0
distilgpt2,0,out_of_template_freeform,copy_sentence,The driver parked the car.,,question,target,1.0,question,"Copy this sentence:
The driver parked the car.
Copy:",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,0,out_of_template_freeform,copy_sentence,The driver parked the car.,,question,random_norm,1.0,random_norm,"Copy this sentence:
The driver parked the car.
Copy:","The driver was not driving.
The driver was not driving.
The driver was not driving.
The driver was not driving.",0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,111.0
distilgpt2,0,out_of_template_freeform,copy_sentence,The driver parked the car.,,question,wrong_class,1.0,negation,"Copy this sentence:
The driver parked the car.
Copy:","The driver was driving the car.
Copy:
The driver was driving the car.
Copy:
The driver was driving the",0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,102.0
distilgpt2,0,out_of_template_freeform,copy_sentence,The driver parked the car.,,question,negative_target,1.0,question,"Copy this sentence:
The driver parked the car.
Copy:","The driver was driving the car.
The driver was driving the car.
The driver was driving the car.
The driver was",0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,110.0
distilgpt2,0,out_of_template_freeform,same_sentence,The driver parked the car.,,question,none,0.0,,"Same sentence:
The driver parked the car.
Same:","The driver parked the car.
Same:
The driver parked the car.
Same:
The driver parked the car.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
distilgpt2,0,out_of_template_freeform,same_sentence,The driver parked the car.,,question,target,1.0,question,"Same sentence:
The driver parked the car.
Same:","The same:
The same?
The same?
The same?
The same?
The same?
The same?",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0
distilgpt2,0,out_of_template_freeform,same_sentence,The driver parked the car.,,question,random_norm,1.0,random_norm,"Same sentence:
The driver parked the car.
Same:","The driver parked the car.
The driver parked the car.
The driver parked the car.
The driver parked the car.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
distilgpt2,0,out_of_template_freeform,same_sentence,The driver parked the car.,,question,wrong_class,1.0,modality,"Same sentence:
The driver parked the car.
Same:","The driver parked the car.
Same:
The driver parked the car.
Same:
The driver parked the car.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
distilgpt2,0,out_of_template_freeform,same_sentence,The driver parked the car.,,question,negative_target,1.0,question,"Same sentence:
The driver parked the car.
Same:","The driver parked the car.
The driver parked the car.
The driver parked the car.
The driver
The driver",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,The child opened the window.,,question,none,0.0,,"Repeat this sentence:
The child opened the window.
Repeated:","The child opened the window.
Repeated:
The child opened the window.
Repeated:
The child opened the window",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,The child opened the window.,,question,target,1.0,question,"Repeat this sentence:
The child opened the window.
Repeated:","The child opened the window.
The child opened the window?
The child opened the window?
The child opened the window?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,115.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,The child opened the window.,,question,random_norm,1.0,random_norm,"Repeat this sentence:
The child opened the window.
Repeated:","The child opened the window.
The child opened the window.
The child opened the window.
The child opened the window.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,The child opened the window.,,question,wrong_class,1.0,modality,"Repeat this sentence:
The child opened the window.
Repeated:","The child opened the window.
Repeated:
The child opened the window.
Repeated:
The child opened the window",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,The child opened the window.,,question,negative_target,1.0,question,"Repeat this sentence:
The child opened the window.
Repeated:","The child opened the window.
The child opened the window.
The child opened the window.
The child opened the window.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
distilgpt2,0,out_of_template_freeform,copy_sentence,The child opened the window.,,question,none,0.0,,"Copy this sentence:
The child opened the window.
Copy:","Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
distilgpt2,0,out_of_template_freeform,copy_sentence,The child opened the window.,,question,target,1.0,question,"Copy this sentence:
The child opened the window.
Copy:",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,0,out_of_template_freeform,copy_sentence,The child opened the window.,,question,random_norm,1.0,random_norm,"Copy this sentence:
The child opened the window.
Copy:","Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
distilgpt2,0,out_of_template_freeform,copy_sentence,The child opened the window.,,question,wrong_class,1.0,tense_shift,"Copy this sentence:
The child opened the window.
Copy:","Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
distilgpt2,0,out_of_template_freeform,copy_sentence,The child opened the window.,,question,negative_target,1.0,question,"Copy this sentence:
The child opened the window.
Copy:","Copy
Copy
Copy
Copy
Copy
Copy
Copy
Copy
Copy
Copy
Copy
Copy
Copy
Copy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
distilgpt2,0,out_of_template_freeform,same_sentence,The child opened the window.,,question,none,0.0,,"Same sentence:
The child opened the window.
Same:","The child opened the window.
Same:
The child opened the window.
Same:
The child opened the window.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
distilgpt2,0,out_of_template_freeform,same_sentence,The child opened the window.,,question,target,1.0,question,"Same sentence:
The child opened the window.
Same:","The child opened the window.
The child opened the window?
The child opened the window?
The child opened the window?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,115.0
distilgpt2,0,out_of_template_freeform,same_sentence,The child opened the window.,,question,random_norm,1.0,random_norm,"Same sentence:
The child opened the window.
Same:","The child opened the window.
Same:
The child opened the window.
Same:
The child opened the window.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
distilgpt2,0,out_of_template_freeform,same_sentence,The child opened the window.,,question,wrong_class,1.0,negation,"Same sentence:
The child opened the window.
Same:","The child opened the window.
Same:
The child opened the window.
Same:
The child opened the window.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
distilgpt2,0,out_of_template_freeform,same_sentence,The child opened the window.,,question,negative_target,1.0,question,"Same sentence:
The child opened the window.
Same:","The child opened the window.
The child opened the window.
The child opened the window.
The child opened the window.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,A researcher cleaned the dataset.,,question,none,0.0,,"Repeat this sentence:
A researcher cleaned the dataset.
Repeated:","The data was collected from the dataset.
The data was collected from the dataset.
The data was collected from the dataset.",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,122.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,A researcher cleaned the dataset.,,question,target,1.0,question,"Repeat this sentence:
A researcher cleaned the dataset.
Repeated:",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distilgpt2,0,out_of_template_freeform,repeat_sentence,A researcher cleaned the dataset.,,question,random_norm,1.0,random_norm,"Repeat this sentence:
A researcher cleaned the dataset.
Repeated:","The data was collected by the researchers.
The data was collected by the researchers.
The data was collected by the researchers.",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,128.0
