model,base_id,class,variant_id,source,target,delta_norm
distilgpt2,61,past_to_future,4,The chef wrote the signal.,The chef plans to write the signal.,12.0964994430542
distilgpt2,61,certainty_to_uncertainty,0,The chef wrote the signal.,The chef may have wrote the signal.,11.062146186828613
distilgpt2,61,certainty_to_uncertainty,1,The chef wrote the signal.,The chef might have wrote the signal.,13.551491737365723
distilgpt2,61,certainty_to_uncertainty,2,The chef wrote the signal.,It is possible that the chef wrote the signal.,16.948402404785156
distilgpt2,61,certainty_to_uncertainty,3,The chef wrote the signal.,There is a chance that the chef wrote the signal.,18.233476638793945
distilgpt2,61,certainty_to_uncertainty,4,The chef wrote the signal.,The chef probably wrote the signal.,15.343045234680176
distilgpt2,61,active_to_passive,0,The chef wrote the signal.,The signal was wrote by the chef.,11.59149169921875
distilgpt2,61,active_to_passive,1,The chef wrote the signal.,The signal had been wrote by the chef.,13.765122413635254
distilgpt2,61,active_to_passive,2,The chef wrote the signal.,The signal got wrote by the chef.,16.259357452392578
distilgpt2,61,active_to_passive,3,The chef wrote the signal.,The signal was successfully wrote by the chef.,15.232540130615234
distilgpt2,61,active_to_passive,4,The chef wrote the signal.,The signal was eventually wrote by the chef.,13.986268997192383
distilgpt2,61,formalization,0,The chef wrote the signal.,It is true that the chef wrote the signal.,16.7556095123291
distilgpt2,61,formalization,1,The chef wrote the signal.,The statement that the chef wrote the signal is true.,17.595111846923828
distilgpt2,61,formalization,2,The chef wrote the signal.,One can state that the chef wrote the signal.,16.688631057739258
distilgpt2,61,formalization,3,The chef wrote the signal.,It can be formally said that the chef wrote the signal.,15.701794624328613
distilgpt2,61,formalization,4,The chef wrote the signal.,The fact is that the chef wrote the signal.,11.862264633178711
distilgpt2,62,negation,0,The editor examined a new principle.,The editor did not examine a new principle.,8.023443222045898
distilgpt2,62,negation,1,The editor examined a new principle.,The editor never examined a new principle.,8.937704086303711
distilgpt2,62,negation,2,The editor examined a new principle.,The editor failed to examine a new principle.,6.376468658447266
distilgpt2,62,negation,3,The editor examined a new principle.,The editor was unable to examine a new principle.,6.715190887451172
distilgpt2,62,negation,4,The editor examined a new principle.,The editor could not examine a new principle.,9.561897277832031
distilgpt2,62,question,0,The editor examined a new principle.,Did the editor examine a new principle?,6.7902913093566895
distilgpt2,62,question,1,The editor examined a new principle.,Was it true that the editor examined a new principle?,8.113987922668457
distilgpt2,62,question,2,The editor examined a new principle.,Could the editor have examined a new principle?,8.281450271606445
distilgpt2,62,question,3,The editor examined a new principle.,Is there evidence that the editor examined a new principle?,11.067276000976562
distilgpt2,62,question,4,The editor examined a new principle.,Can we confirm that the editor examined a new principle?,9.068706512451172
distilgpt2,62,past_to_future,0,The editor examined a new principle.,The editor will examine a new principle.,6.659003257751465
distilgpt2,62,past_to_future,1,The editor examined a new principle.,The editor is going to examine a new principle.,6.489058971405029
distilgpt2,62,past_to_future,2,The editor examined a new principle.,The editor is expected to examine a new principle.,6.858850002288818
distilgpt2,62,past_to_future,3,The editor examined a new principle.,The editor is likely to examine a new principle.,6.830549240112305
distilgpt2,62,past_to_future,4,The editor examined a new principle.,The editor plans to examine a new principle.,8.685247421264648
distilgpt2,62,certainty_to_uncertainty,0,The editor examined a new principle.,The editor may have examined a new principle.,7.645747184753418
distilgpt2,62,certainty_to_uncertainty,1,The editor examined a new principle.,The editor might have examined a new principle.,10.46002197265625
distilgpt2,62,certainty_to_uncertainty,2,The editor examined a new principle.,It is possible that the editor examined a new principle.,11.848834991455078
distilgpt2,62,certainty_to_uncertainty,3,The editor examined a new principle.,There is a chance that the editor examined a new principle.,12.126688957214355
distilgpt2,62,certainty_to_uncertainty,4,The editor examined a new principle.,The editor probably examined a new principle.,11.50682258605957
distilgpt2,62,active_to_passive,0,The editor examined a new principle.,A new principle was examined by the editor.,6.109030246734619
distilgpt2,62,active_to_passive,1,The editor examined a new principle.,A new principle had been examined by the editor.,6.320518970489502
distilgpt2,62,active_to_passive,2,The editor examined a new principle.,A new principle got examined by the editor.,5.735963344573975
distilgpt2,62,active_to_passive,3,The editor examined a new principle.,A new principle was successfully examined by the editor.,6.882328510284424
distilgpt2,62,active_to_passive,4,The editor examined a new principle.,A new principle was eventually examined by the editor.,6.477722644805908
distilgpt2,62,formalization,0,The editor examined a new principle.,It is true that the editor examined a new principle.,10.984458923339844
distilgpt2,62,formalization,1,The editor examined a new principle.,The statement that the editor examined a new principle is true.,12.026566505432129
distilgpt2,62,formalization,2,The editor examined a new principle.,One can state that the editor examined a new principle.,11.912887573242188
distilgpt2,62,formalization,3,The editor examined a new principle.,It can be formally said that the editor examined a new principle.,11.564258575439453
distilgpt2,62,formalization,4,The editor examined a new principle.,The fact is that the editor examined a new principle.,7.447269439697266
distilgpt2,63,negation,0,The designer explained the document.,The designer did not explain the document.,18.179765701293945
distilgpt2,63,negation,1,The designer explained the document.,The designer never explained the document.,20.170289993286133
distilgpt2,63,negation,2,The designer explained the document.,The designer failed to explain the document.,13.028425216674805
distilgpt2,63,negation,3,The designer explained the document.,The designer was unable to explain the document.,18.176130294799805
distilgpt2,63,negation,4,The designer explained the document.,The designer could not explain the document.,20.10909652709961
distilgpt2,63,question,0,The designer explained the document.,Did the designer explain the document?,15.884466171264648
distilgpt2,63,question,1,The designer explained the document.,Was it true that the designer explained the document?,17.494577407836914
distilgpt2,63,question,2,The designer explained the document.,Could the designer have explained the document?,19.68305778503418
distilgpt2,63,question,3,The designer explained the document.,Is there evidence that the designer explained the document?,17.220956802368164
distilgpt2,63,question,4,The designer explained the document.,Can we confirm that the designer explained the document?,22.030656814575195
distilgpt2,63,past_to_future,0,The designer explained the document.,The designer will explain the document.,14.398805618286133
distilgpt2,63,past_to_future,1,The designer explained the document.,The designer is going to explain the document.,11.557615280151367
distilgpt2,63,past_to_future,2,The designer explained the document.,The designer is expected to explain the document.,10.322628021240234
distilgpt2,63,past_to_future,3,The designer explained the document.,The designer is likely to explain the document.,13.145105361938477
distilgpt2,63,past_to_future,4,The designer explained the document.,The designer plans to explain the document.,9.091891288757324
distilgpt2,63,certainty_to_uncertainty,0,The designer explained the document.,The designer may have explained the document.,15.2376127243042
distilgpt2,63,certainty_to_uncertainty,1,The designer explained the document.,The designer might have explained the document.,18.838226318359375
distilgpt2,63,certainty_to_uncertainty,2,The designer explained the document.,It is possible that the designer explained the document.,22.797578811645508
distilgpt2,63,certainty_to_uncertainty,3,The designer explained the document.,There is a chance that the designer explained the document.,25.7114315032959
distilgpt2,63,certainty_to_uncertainty,4,The designer explained the document.,The designer probably explained the document.,18.563331604003906
distilgpt2,63,active_to_passive,0,The designer explained the document.,The document was explained by the designer.,19.091529846191406
distilgpt2,63,active_to_passive,1,The designer explained the document.,The document had been explained by the designer.,22.382905960083008
distilgpt2,63,active_to_passive,2,The designer explained the document.,The document got explained by the designer.,22.662498474121094
distilgpt2,63,active_to_passive,3,The designer explained the document.,The document was successfully explained by the designer.,25.35688591003418
distilgpt2,63,active_to_passive,4,The designer explained the document.,The document was eventually explained by the designer.,22.952392578125
distilgpt2,63,formalization,0,The designer explained the document.,It is true that the designer explained the document.,22.16773223876953
distilgpt2,63,formalization,1,The designer explained the document.,The statement that the designer explained the document is true.,24.282421112060547
distilgpt2,63,formalization,2,The designer explained the document.,One can state that the designer explained the document.,22.531476974487305
distilgpt2,63,formalization,3,The designer explained the document.,It can be formally said that the designer explained the document.,22.49563217163086
distilgpt2,63,formalization,4,The designer explained the document.,The fact is that the designer explained the document.,13.63845443725586
distilgpt2,64,negation,0,The artist rejected the decision.,The artist did not reject the decision.,13.596936225891113
distilgpt2,64,negation,1,The artist rejected the decision.,The artist never rejected the decision.,13.713418006896973
distilgpt2,64,negation,2,The artist rejected the decision.,The artist failed to reject the decision.,9.092247009277344
distilgpt2,64,negation,3,The artist rejected the decision.,The artist was unable to reject the decision.,12.966280937194824
distilgpt2,64,negation,4,The artist rejected the decision.,The artist could not reject the decision.,14.672901153564453
distilgpt2,64,question,0,The artist rejected the decision.,Did the artist reject the decision?,11.102940559387207
distilgpt2,64,question,1,The artist rejected the decision.,Was it true that the artist rejected the decision?,17.37347984313965
distilgpt2,64,question,2,The artist rejected the decision.,Could the artist have rejected the decision?,17.898086547851562
distilgpt2,64,question,3,The artist rejected the decision.,Is there evidence that the artist rejected the decision?,18.171470642089844
distilgpt2,64,question,4,The artist rejected the decision.,Can we confirm that the artist rejected the decision?,20.98206901550293
distilgpt2,64,past_to_future,0,The artist rejected the decision.,The artist will reject the decision.,11.007684707641602
distilgpt2,64,past_to_future,1,The artist rejected the decision.,The artist is going to reject the decision.,9.099560737609863
distilgpt2,64,past_to_future,2,The artist rejected the decision.,The artist is expected to reject the decision.,8.164228439331055
distilgpt2,64,past_to_future,3,The artist rejected the decision.,The artist is likely to reject the decision.,12.588062286376953
distilgpt2,64,past_to_future,4,The artist rejected the decision.,The artist plans to reject the decision.,8.563738822937012
distilgpt2,64,certainty_to_uncertainty,0,The artist rejected the decision.,The artist may have rejected the decision.,12.692680358886719
distilgpt2,64,certainty_to_uncertainty,1,The artist rejected the decision.,The artist might have rejected the decision.,17.090974807739258
distilgpt2,64,certainty_to_uncertainty,2,The artist rejected the decision.,It is possible that the artist rejected the decision.,23.284006118774414
distilgpt2,64,certainty_to_uncertainty,3,The artist rejected the decision.,There is a chance that the artist rejected the decision.,24.093610763549805
distilgpt2,64,certainty_to_uncertainty,4,The artist rejected the decision.,The artist probably rejected the decision.,17.50165367126465
distilgpt2,64,active_to_passive,0,The artist rejected the decision.,The decision was rejected by the artist.,16.167396545410156
distilgpt2,64,active_to_passive,1,The artist rejected the decision.,The decision had been rejected by the artist.,16.200109481811523
distilgpt2,64,active_to_passive,2,The artist rejected the decision.,The decision got rejected by the artist.,17.795246124267578
distilgpt2,64,active_to_passive,3,The artist rejected the decision.,The decision was successfully rejected by the artist.,18.386287689208984
distilgpt2,64,active_to_passive,4,The artist rejected the decision.,The decision was eventually rejected by the artist.,17.92461585998535
distilgpt2,64,formalization,0,The artist rejected the decision.,It is true that the artist rejected the decision.,22.79126739501953
distilgpt2,64,formalization,1,The artist rejected the decision.,The statement that the artist rejected the decision is true.,20.743345260620117
distilgpt2,64,formalization,2,The artist rejected the decision.,One can state that the artist rejected the decision.,21.481826782226562
distilgpt2,64,formalization,3,The artist rejected the decision.,It can be formally said that the artist rejected the decision.,22.13519859313965
distilgpt2,64,formalization,4,The artist rejected the decision.,The fact is that the artist rejected the decision.,14.62769603729248
distilgpt2,65,negation,0,The scientist reported the rule.,The scientist did not report the rule.,14.827296257019043
distilgpt2,65,negation,1,The scientist reported the rule.,The scientist never reported the rule.,15.6274995803833
distilgpt2,65,negation,2,The scientist reported the rule.,The scientist failed to report the rule.,9.743546485900879
distilgpt2,65,negation,3,The scientist reported the rule.,The scientist was unable to report the rule.,14.571202278137207
distilgpt2,65,negation,4,The scientist reported the rule.,The scientist could not report the rule.,18.848331451416016
distilgpt2,65,question,0,The scientist reported the rule.,Did the scientist report the rule?,10.42415714263916
distilgpt2,65,question,1,The scientist reported the rule.,Was it true that the scientist reported the rule?,13.765070915222168
distilgpt2,65,question,2,The scientist reported the rule.,Could the scientist have reported the rule?,16.84463119506836
distilgpt2,65,question,3,The scientist reported the rule.,Is there evidence that the scientist reported the rule?,15.991539001464844
distilgpt2,65,question,4,The scientist reported the rule.,Can we confirm that the scientist reported the rule?,19.138362884521484
distilgpt2,65,past_to_future,0,The scientist reported the rule.,The scientist will report the rule.,14.539241790771484
distilgpt2,65,past_to_future,1,The scientist reported the rule.,The scientist is going to report the rule.,9.968647956848145
distilgpt2,65,past_to_future,2,The scientist reported the rule.,The scientist is expected to report the rule.,11.612228393554688
distilgpt2,65,past_to_future,3,The scientist reported the rule.,The scientist is likely to report the rule.,12.17722225189209
distilgpt2,65,past_to_future,4,The scientist reported the rule.,The scientist plans to report the rule.,9.565729141235352
distilgpt2,65,certainty_to_uncertainty,0,The scientist reported the rule.,The scientist may have reported the rule.,11.980032920837402
distilgpt2,65,certainty_to_uncertainty,1,The scientist reported the rule.,The scientist might have reported the rule.,17.38231658935547
distilgpt2,65,certainty_to_uncertainty,2,The scientist reported the rule.,It is possible that the scientist reported the rule.,19.196271896362305
distilgpt2,65,certainty_to_uncertainty,3,The scientist reported the rule.,There is a chance that the scientist reported the rule.,22.511112213134766
distilgpt2,65,certainty_to_uncertainty,4,The scientist reported the rule.,The scientist probably reported the rule.,15.020642280578613
distilgpt2,65,active_to_passive,0,The scientist reported the rule.,The rule was reported by the scientist.,19.18985939025879
distilgpt2,65,active_to_passive,1,The scientist reported the rule.,The rule had been reported by the scientist.,20.423641204833984
distilgpt2,65,active_to_passive,2,The scientist reported the rule.,The rule got reported by the scientist.,21.306640625
distilgpt2,65,active_to_passive,3,The scientist reported the rule.,The rule was successfully reported by the scientist.,25.465482711791992
distilgpt2,65,active_to_passive,4,The scientist reported the rule.,The rule was eventually reported by the scientist.,23.170379638671875
distilgpt2,65,formalization,0,The scientist reported the rule.,It is true that the scientist reported the rule.,20.126272201538086
distilgpt2,65,formalization,1,The scientist reported the rule.,The statement that the scientist reported the rule is true.,22.76739501953125
distilgpt2,65,formalization,2,The scientist reported the rule.,One can state that the scientist reported the rule.,20.912153244018555
distilgpt2,65,formalization,3,The scientist reported the rule.,It can be formally said that the scientist reported the rule.,22.03267478942871
distilgpt2,65,formalization,4,The scientist reported the rule.,The fact is that the scientist reported the rule.,11.728458404541016
distilgpt2,66,negation,0,The chef tested the model.,The chef did not test the model.,8.205885887145996
distilgpt2,66,negation,1,The chef tested the model.,The chef never tested the model.,9.770848274230957
distilgpt2,66,negation,2,The chef tested the model.,The chef failed to test the model.,9.031723976135254
distilgpt2,66,negation,3,The chef tested the model.,The chef was unable to test the model.,10.570694923400879
distilgpt2,66,negation,4,The chef tested the model.,The chef could not test the model.,9.759110450744629
distilgpt2,66,question,0,The chef tested the model.,Did the chef test the model?,7.093601703643799
distilgpt2,66,question,1,The chef tested the model.,Was it true that the chef tested the model?,8.078601837158203
distilgpt2,66,question,2,The chef tested the model.,Could the chef have tested the model?,6.908262729644775
distilgpt2,66,question,3,The chef tested the model.,Is there evidence that the chef tested the model?,10.127694129943848
distilgpt2,66,question,4,The chef tested the model.,Can we confirm that the chef tested the model?,8.121651649475098
distilgpt2,66,past_to_future,0,The chef tested the model.,The chef will test the model.,6.348743438720703
distilgpt2,66,past_to_future,1,The chef tested the model.,The chef is going to test the model.,13.618207931518555
distilgpt2,66,past_to_future,2,The chef tested the model.,The chef is expected to test the model.,14.946976661682129
distilgpt2,66,past_to_future,3,The chef tested the model.,The chef is likely to test the model.,12.536872863769531
distilgpt2,66,past_to_future,4,The chef tested the model.,The chef plans to test the model.,16.55308723449707
distilgpt2,66,certainty_to_uncertainty,0,The chef tested the model.,The chef may have tested the model.,7.212795257568359
distilgpt2,66,certainty_to_uncertainty,1,The chef tested the model.,The chef might have tested the model.,8.136672019958496
distilgpt2,66,certainty_to_uncertainty,2,The chef tested the model.,It is possible that the chef tested the model.,9.658650398254395
distilgpt2,66,certainty_to_uncertainty,3,The chef tested the model.,There is a chance that the chef tested the model.,10.226853370666504
distilgpt2,66,certainty_to_uncertainty,4,The chef tested the model.,The chef probably tested the model.,10.768094062805176
distilgpt2,66,active_to_passive,0,The chef tested the model.,The model was tested by the chef.,8.929533958435059
distilgpt2,66,active_to_passive,1,The chef tested the model.,The model had been tested by the chef.,8.589012145996094
distilgpt2,66,active_to_passive,2,The chef tested the model.,The model got tested by the chef.,7.124614238739014
distilgpt2,66,active_to_passive,3,The chef tested the model.,The model was successfully tested by the chef.,9.035749435424805
distilgpt2,66,active_to_passive,4,The chef tested the model.,The model was eventually tested by the chef.,8.731925964355469
distilgpt2,66,formalization,0,The chef tested the model.,It is true that the chef tested the model.,10.021936416625977
distilgpt2,66,formalization,1,The chef tested the model.,The statement that the chef tested the model is true.,10.294089317321777
distilgpt2,66,formalization,2,The chef tested the model.,One can state that the chef tested the model.,9.891958236694336
distilgpt2,66,formalization,3,The chef tested the model.,It can be formally said that the chef tested the model.,8.223657608032227
distilgpt2,66,formalization,4,The chef tested the model.,The fact is that the chef tested the model.,9.476384162902832
distilgpt2,67,negation,0,The engineer confirmed the system.,The engineer did not confirm the system.,14.809958457946777
distilgpt2,67,negation,1,The engineer confirmed the system.,The engineer never confirmed the system.,16.1013240814209
distilgpt2,67,negation,2,The engineer confirmed the system.,The engineer failed to confirm the system.,12.122647285461426
distilgpt2,67,negation,3,The engineer confirmed the system.,The engineer was unable to confirm the system.,16.346694946289062
distilgpt2,67,negation,4,The engineer confirmed the system.,The engineer could not confirm the system.,18.261281967163086
distilgpt2,67,question,0,The engineer confirmed the system.,Did the engineer confirm the system?,13.53232192993164
distilgpt2,67,question,1,The engineer confirmed the system.,Was it true that the engineer confirmed the system?,14.15870475769043
distilgpt2,67,question,2,The engineer confirmed the system.,Could the engineer have confirmed the system?,16.700927734375
distilgpt2,67,question,3,The engineer confirmed the system.,Is there evidence that the engineer confirmed the system?,15.461859703063965
distilgpt2,67,question,4,The engineer confirmed the system.,Can we confirm that the engineer confirmed the system?,19.003456115722656
distilgpt2,67,past_to_future,0,The engineer confirmed the system.,The engineer will confirm the system.,12.665846824645996
distilgpt2,67,past_to_future,1,The engineer confirmed the system.,The engineer is going to confirm the system.,10.243733406066895
distilgpt2,67,past_to_future,2,The engineer confirmed the system.,The engineer is expected to confirm the system.,8.656999588012695
distilgpt2,67,past_to_future,3,The engineer confirmed the system.,The engineer is likely to confirm the system.,11.115168571472168
distilgpt2,67,past_to_future,4,The engineer confirmed the system.,The engineer plans to confirm the system.,7.531065940856934
distilgpt2,67,certainty_to_uncertainty,0,The engineer confirmed the system.,The engineer may have confirmed the system.,12.51233196258545
distilgpt2,67,certainty_to_uncertainty,1,The engineer confirmed the system.,The engineer might have confirmed the system.,17.3618221282959
distilgpt2,67,certainty_to_uncertainty,2,The engineer confirmed the system.,It is possible that the engineer confirmed the system.,19.730802536010742
distilgpt2,67,certainty_to_uncertainty,3,The engineer confirmed the system.,There is a chance that the engineer confirmed the system.,22.31927490234375
distilgpt2,67,certainty_to_uncertainty,4,The engineer confirmed the system.,The engineer probably confirmed the system.,15.865514755249023
distilgpt2,67,active_to_passive,0,The engineer confirmed the system.,The system was confirmed by the engineer.,17.05431365966797
distilgpt2,67,active_to_passive,1,The engineer confirmed the system.,The system had been confirmed by the engineer.,17.10289192199707
distilgpt2,67,active_to_passive,2,The engineer confirmed the system.,The system got confirmed by the engineer.,19.51548957824707
distilgpt2,67,active_to_passive,3,The engineer confirmed the system.,The system was successfully confirmed by the engineer.,21.735754013061523
distilgpt2,67,active_to_passive,4,The engineer confirmed the system.,The system was eventually confirmed by the engineer.,21.22810935974121
distilgpt2,67,formalization,0,The engineer confirmed the system.,It is true that the engineer confirmed the system.,20.22157096862793
distilgpt2,67,formalization,1,The engineer confirmed the system.,The statement that the engineer confirmed the system is true.,21.455455780029297
distilgpt2,67,formalization,2,The engineer confirmed the system.,One can state that the engineer confirmed the system.,20.1989803314209
distilgpt2,67,formalization,3,The engineer confirmed the system.,It can be formally said that the engineer confirmed the system.,19.907838821411133
distilgpt2,67,formalization,4,The engineer confirmed the system.,The fact is that the engineer confirmed the system.,11.158780097961426
distilgpt2,68,negation,0,The writer found a new principle.,The writer did not find a new principle.,6.647231101989746
distilgpt2,68,negation,1,The writer found a new principle.,The writer never found a new principle.,7.682460308074951
distilgpt2,68,negation,2,The writer found a new principle.,The writer failed to find a new principle.,8.980331420898438
distilgpt2,68,negation,3,The writer found a new principle.,The writer was unable to find a new principle.,8.220728874206543
distilgpt2,68,negation,4,The writer found a new principle.,The writer could not find a new principle.,7.567257404327393
distilgpt2,68,question,0,The writer found a new principle.,Did the writer find a new principle?,5.290998458862305
distilgpt2,68,question,1,The writer found a new principle.,Was it true that the writer found a new principle?,9.26294231414795
distilgpt2,68,question,2,The writer found a new principle.,Could the writer have found a new principle?,7.93772029876709
distilgpt2,68,question,3,The writer found a new principle.,Is there evidence that the writer found a new principle?,11.284747123718262
distilgpt2,68,question,4,The writer found a new principle.,Can we confirm that the writer found a new principle?,8.881101608276367
distilgpt2,68,past_to_future,0,The writer found a new principle.,The writer will find a new principle.,7.136452674865723
distilgpt2,68,past_to_future,1,The writer found a new principle.,The writer is going to find a new principle.,7.006075382232666
distilgpt2,68,past_to_future,2,The writer found a new principle.,The writer is expected to find a new principle.,6.869668006896973
distilgpt2,68,past_to_future,3,The writer found a new principle.,The writer is likely to find a new principle.,7.080397129058838
distilgpt2,68,past_to_future,4,The writer found a new principle.,The writer plans to find a new principle.,10.964118003845215
distilgpt2,68,certainty_to_uncertainty,0,The writer found a new principle.,The writer may have found a new principle.,6.35546875
distilgpt2,68,certainty_to_uncertainty,1,The writer found a new principle.,The writer might have found a new principle.,9.624524116516113
distilgpt2,68,certainty_to_uncertainty,2,The writer found a new principle.,It is possible that the writer found a new principle.,12.565125465393066
distilgpt2,68,certainty_to_uncertainty,3,The writer found a new principle.,There is a chance that the writer found a new principle.,13.47767448425293
distilgpt2,68,certainty_to_uncertainty,4,The writer found a new principle.,The writer probably found a new principle.,10.07786750793457
distilgpt2,68,active_to_passive,0,The writer found a new principle.,A new principle was found by the writer.,5.887252330780029
distilgpt2,68,active_to_passive,1,The writer found a new principle.,A new principle had been found by the writer.,7.25311279296875
distilgpt2,68,active_to_passive,2,The writer found a new principle.,A new principle got found by the writer.,5.778663635253906
distilgpt2,68,active_to_passive,3,The writer found a new principle.,A new principle was successfully found by the writer.,7.68987512588501
distilgpt2,68,active_to_passive,4,The writer found a new principle.,A new principle was eventually found by the writer.,7.456550121307373
distilgpt2,68,formalization,0,The writer found a new principle.,It is true that the writer found a new principle.,12.56430435180664
distilgpt2,68,formalization,1,The writer found a new principle.,The statement that the writer found a new principle is true.,13.039029121398926
distilgpt2,68,formalization,2,The writer found a new principle.,One can state that the writer found a new principle.,11.56948184967041
distilgpt2,68,formalization,3,The writer found a new principle.,It can be formally said that the writer found a new principle.,11.672993659973145
distilgpt2,68,formalization,4,The writer found a new principle.,The fact is that the writer found a new principle.,9.109445571899414
distilgpt2,69,negation,0,The developer found the lesson.,The developer did not find the lesson.,10.071324348449707
distilgpt2,69,negation,1,The developer found the lesson.,The developer never found the lesson.,13.157330513000488
distilgpt2,69,negation,2,The developer found the lesson.,The developer failed to find the lesson.,7.399980068206787
distilgpt2,69,negation,3,The developer found the lesson.,The developer was unable to find the lesson.,12.290185928344727
distilgpt2,69,negation,4,The developer found the lesson.,The developer could not find the lesson.,14.729433059692383
distilgpt2,69,question,0,The developer found the lesson.,Did the developer find the lesson?,10.129859924316406
distilgpt2,69,question,1,The developer found the lesson.,Was it true that the developer found the lesson?,13.192776679992676
distilgpt2,69,question,2,The developer found the lesson.,Could the developer have found the lesson?,12.885690689086914
distilgpt2,69,question,3,The developer found the lesson.,Is there evidence that the developer found the lesson?,13.482521057128906
distilgpt2,69,question,4,The developer found the lesson.,Can we confirm that the developer found the lesson?,15.323718070983887
distilgpt2,69,past_to_future,0,The developer found the lesson.,The developer will find the lesson.,8.607190132141113
distilgpt2,69,past_to_future,1,The developer found the lesson.,The developer is going to find the lesson.,7.397629261016846
distilgpt2,69,past_to_future,2,The developer found the lesson.,The developer is expected to find the lesson.,7.321333885192871
distilgpt2,69,past_to_future,3,The developer found the lesson.,The developer is likely to find the lesson.,10.531246185302734
distilgpt2,69,past_to_future,4,The developer found the lesson.,The developer plans to find the lesson.,8.133597373962402
distilgpt2,69,certainty_to_uncertainty,0,The developer found the lesson.,The developer may have found the lesson.,11.545507431030273
distilgpt2,69,certainty_to_uncertainty,1,The developer found the lesson.,The developer might have found the lesson.,14.890899658203125
distilgpt2,69,certainty_to_uncertainty,2,The developer found the lesson.,It is possible that the developer found the lesson.,17.2933406829834
distilgpt2,69,certainty_to_uncertainty,3,The developer found the lesson.,There is a chance that the developer found the lesson.,21.006784439086914
distilgpt2,69,certainty_to_uncertainty,4,The developer found the lesson.,The developer probably found the lesson.,14.409635543823242
distilgpt2,69,active_to_passive,0,The developer found the lesson.,The lesson was found by the developer.,12.287252426147461
distilgpt2,69,active_to_passive,1,The developer found the lesson.,The lesson had been found by the developer.,11.62727165222168
distilgpt2,69,active_to_passive,2,The developer found the lesson.,The lesson got found by the developer.,18.133193969726562
distilgpt2,69,active_to_passive,3,The developer found the lesson.,The lesson was successfully found by the developer.,16.891164779663086
distilgpt2,69,active_to_passive,4,The developer found the lesson.,The lesson was eventually found by the developer.,14.14124584197998
distilgpt2,69,formalization,0,The developer found the lesson.,It is true that the developer found the lesson.,17.62705421447754
distilgpt2,69,formalization,1,The developer found the lesson.,The statement that the developer found the lesson is true.,18.38020133972168
distilgpt2,69,formalization,2,The developer found the lesson.,One can state that the developer found the lesson.,17.057287216186523
distilgpt2,69,formalization,3,The developer found the lesson.,It can be formally said that the developer found the lesson.,17.77109146118164
distilgpt2,69,formalization,4,The developer found the lesson.,The fact is that the developer found the lesson.,9.662347793579102
distilgpt2,70,negation,0,The teacher defended a short story.,The teacher did not defend a short story.,9.918410301208496
distilgpt2,70,negation,1,The teacher defended a short story.,The teacher never defended a short story.,13.858137130737305
distilgpt2,70,negation,2,The teacher defended a short story.,The teacher failed to defend a short story.,8.02854061126709
distilgpt2,70,negation,3,The teacher defended a short story.,The teacher was unable to defend a short story.,9.964559555053711
distilgpt2,70,negation,4,The teacher defended a short story.,The teacher could not defend a short story.,13.979052543640137
distilgpt2,70,question,0,The teacher defended a short story.,Did the teacher defend a short story?,8.453425407409668
distilgpt2,70,question,1,The teacher defended a short story.,Was it true that the teacher defended a short story?,10.219626426696777
distilgpt2,70,question,2,The teacher defended a short story.,Could the teacher have defended a short story?,10.866665840148926
distilgpt2,70,question,3,The teacher defended a short story.,Is there evidence that the teacher defended a short story?,12.306070327758789
distilgpt2,70,question,4,The teacher defended a short story.,Can we confirm that the teacher defended a short story?,11.748778343200684
distilgpt2,70,past_to_future,0,The teacher defended a short story.,The teacher will defend a short story.,10.623636245727539
distilgpt2,70,past_to_future,1,The teacher defended a short story.,The teacher is going to defend a short story.,7.9352216720581055
distilgpt2,70,past_to_future,2,The teacher defended a short story.,The teacher is expected to defend a short story.,6.894778728485107
distilgpt2,70,past_to_future,3,The teacher defended a short story.,The teacher is likely to defend a short story.,8.355171203613281
distilgpt2,70,past_to_future,4,The teacher defended a short story.,The teacher plans to defend a short story.,8.290987968444824
distilgpt2,70,certainty_to_uncertainty,0,The teacher defended a short story.,The teacher may have defended a short story.,10.365163803100586
distilgpt2,70,certainty_to_uncertainty,1,The teacher defended a short story.,The teacher might have defended a short story.,12.483784675598145
distilgpt2,70,certainty_to_uncertainty,2,The teacher defended a short story.,It is possible that the teacher defended a short story.,14.618502616882324
distilgpt2,70,certainty_to_uncertainty,3,The teacher defended a short story.,There is a chance that the teacher defended a short story.,15.844382286071777
distilgpt2,70,certainty_to_uncertainty,4,The teacher defended a short story.,The teacher probably defended a short story.,12.945273399353027
distilgpt2,70,active_to_passive,0,The teacher defended a short story.,A short story was defended by the teacher.,9.862114906311035
distilgpt2,70,active_to_passive,1,The teacher defended a short story.,A short story had been defended by the teacher.,9.623847961425781
distilgpt2,70,active_to_passive,2,The teacher defended a short story.,A short story got defended by the teacher.,10.318687438964844
distilgpt2,70,active_to_passive,3,The teacher defended a short story.,A short story was successfully defended by the teacher.,11.569073677062988
distilgpt2,70,active_to_passive,4,The teacher defended a short story.,A short story was eventually defended by the teacher.,12.076498031616211
distilgpt2,70,formalization,0,The teacher defended a short story.,It is true that the teacher defended a short story.,15.654718399047852
distilgpt2,70,formalization,1,The teacher defended a short story.,The statement that the teacher defended a short story is true.,14.541197776794434
