model,template_id,pair,op_a,op_b,source,ab_text,ba_text,norm_ab,norm_ba,commutator_norm,relative_commutator_norm,cosine_ab_ba,noncommutativity_score
roberta-base,28,QT_vs_TQ,Q,T,The engineer completed the repair under the policy.,Will it be true that the engineer is going to complete the repair under the policy?,Will the engineer complete the repair under the policy?,2.295365333557129,1.4463142156600952,1.3993525505065918,0.7479809706304723,0.8136496543884277,0.18635034561157227
roberta-base,28,MT_vs_TM,M,T,The engineer completed the repair under the policy.,The engineer apparently is going to complete the repair under the policy.,The engineer will apparently complete the repair under the policy.,1.7534105777740479,1.1370396614074707,0.9265062808990479,0.6410809418817486,0.8799967169761658,0.12000328302383423
roberta-base,29,NQ_vs_QN,N,Q,The programmer accepted the explanation before the deadline.,Did the programmer fail to accept the explanation before the deadline?,Is it false that the programmer accepted the explanation before the deadline?,1.5696210861206055,1.5485931634902954,1.2296545505523682,0.7886915087409526,0.6890596151351929,0.31094038486480713
roberta-base,29,NM_vs_MN,N,M,The programmer accepted the explanation before the deadline.,The programmer did not apparently accept the explanation before the deadline.,The programmer apparently did not accept the explanation before the deadline.,1.1079075336456299,1.1573599576950073,0.28103989362716675,0.24812954293587,0.9701548218727112,0.02984517812728882
roberta-base,29,NT_vs_TN,N,T,The programmer accepted the explanation before the deadline.,The programmer will fail to accept the explanation before the deadline.,The programmer will not accept the explanation before the deadline.,1.3953508138656616,1.213705062866211,0.6071462035179138,0.4654144887674581,0.9009085297584534,0.09909147024154663
roberta-base,29,QM_vs_MQ,Q,M,The programmer accepted the explanation before the deadline.,Is it apparently true that the programmer accepted the explanation before the deadline?,Did the programmer apparently accept the explanation before the deadline?,1.6467299461364746,1.1876808404922485,1.1423165798187256,0.8060345982359194,0.7202763557434082,0.2797236442565918
roberta-base,29,QT_vs_TQ,Q,T,The programmer accepted the explanation before the deadline.,Will it be true that the programmer plans to accept the explanation before the deadline?,Will the programmer accept the explanation before the deadline?,1.967837929725647,1.3320879936218262,1.2436373233795166,0.7537365094045544,0.7820849418640137,0.21791505813598633
roberta-base,29,MT_vs_TM,M,T,The programmer accepted the explanation before the deadline.,The programmer apparently plans to accept the explanation before the deadline.,The programmer will apparently accept the explanation before the deadline.,1.4376848936080933,1.0786707401275635,0.7731533646583557,0.6145024608544349,0.8488268852233887,0.15117311477661133
roberta-base,30,NQ_vs_QN,N,Q,The analyst fixed the bug in the morning.,Did the analyst fail to fix the bug in the morning?,Is it false that the analyst fixed the bug in the morning?,1.5968672037124634,1.6479438543319702,1.2569551467895508,0.7747478200140944,0.7003043293952942,0.2996956706047058
roberta-base,30,NM_vs_MN,N,M,The analyst fixed the bug in the morning.,The analyst did not reportedly fix the bug in the morning.,The analyst reportedly failed to fix the bug in the morning.,1.2021746635437012,1.2546151876449585,0.7129793167114258,0.5804153874747465,0.8323938846588135,0.16760611534118652
roberta-base,30,NT_vs_TN,N,T,The analyst fixed the bug in the morning.,The analyst will fail to fix the bug in the morning.,The analyst will not fix the bug in the morning.,1.3817263841629028,1.3048310279846191,0.6757272481918335,0.5030432218838623,0.8750099539756775,0.12499004602432251
roberta-base,30,QM_vs_MQ,Q,M,The analyst fixed the bug in the morning.,Is it reportedly true that the analyst fixed the bug in the morning?,Did the analyst reportedly fix the bug in the morning?,1.7001254558563232,1.2814383506774902,1.3016995191574097,0.8731656295961104,0.6513544321060181,0.34864556789398193
roberta-base,30,QT_vs_TQ,Q,T,The analyst fixed the bug in the morning.,Will it be true that the analyst will fix the bug in the morning?,Will the analyst fix the bug in the morning?,1.9389060735702515,1.4771206378936768,1.2276591062545776,0.7187643481439576,0.7741093039512634,0.22589069604873657
roberta-base,30,MT_vs_TM,M,T,The analyst fixed the bug in the morning.,The analyst reportedly will fix the bug in the morning.,The analyst will reportedly fix the bug in the morning.,1.2892030477523804,1.3285675048828125,0.1456431746482849,0.11127268163480648,0.9942601323127747,0.005739867687225342
roberta-base,31,NQ_vs_QN,N,Q,The researcher submitted the request after the review.,Did the researcher fail to submit the request after the review?,Is it false that the researcher submitted the request after the review?,1.5620781183242798,1.5148751735687256,1.2039265632629395,0.7825445816380764,0.6942107677459717,0.3057892322540283
roberta-base,31,NM_vs_MN,N,M,The researcher submitted the request after the review.,The researcher did not apparently submit the request after the review.,The researcher apparently did not submit the request after the review.,1.1312510967254639,1.1973613500595093,0.29960739612579346,0.25732697301278507,0.9684780836105347,0.03152191638946533
roberta-base,31,NT_vs_TN,N,T,The researcher submitted the request after the review.,The researcher will fail to submit the request after the review.,The researcher will not submit the request after the review.,1.511231780052185,1.1631007194519043,0.7474285960197449,0.5589645985738753,0.8755615949630737,0.12443840503692627
roberta-base,31,QM_vs_MQ,Q,M,The researcher submitted the request after the review.,Is it apparently true that the researcher submitted the request after the review?,Did the researcher apparently submit the request after the review?,1.6175538301467896,1.2432012557983398,1.1498057842254639,0.803847760245991,0.706129789352417,0.293870210647583
roberta-base,31,QT_vs_TQ,Q,T,The researcher submitted the request after the review.,Will it be true that the researcher will submit the request after the review?,Will the researcher submit the request after the review?,1.972495675086975,1.3164339065551758,1.2276506423950195,0.746535072837474,0.7926742434501648,0.2073257565498352
roberta-base,31,MT_vs_TM,M,T,The researcher submitted the request after the review.,The researcher apparently will submit the request after the review.,The researcher will apparently submit the request after the review.,1.083054542541504,1.099151372909546,0.17489296197891235,0.16029006313329752,0.9872617125511169,0.012738287448883057
roberta-base,32,NQ_vs_QN,N,Q,The researcher updated the schedule under the policy.,Did the researcher fail to update the schedule under the policy?,Is it false that the researcher updated the schedule under the policy?,1.7940722703933716,1.6455531120300293,1.3343405723571777,0.7758638944664882,0.7021912336349487,0.29780876636505127
roberta-base,32,NM_vs_MN,N,M,The researcher updated the schedule under the policy.,The researcher did not reportedly update the schedule under the policy.,The researcher reportedly did not update the schedule under the policy.,1.2721713781356812,1.3520561456680298,0.28798946738243103,0.21948513592661548,0.9777458906173706,0.022254109382629395
roberta-base,32,NT_vs_TN,N,T,The researcher updated the schedule under the policy.,The researcher will fail to update the schedule under the policy.,The researcher will not update the schedule under the policy.,1.7831143140792847,1.2898688316345215,1.1056900024414062,0.7196199588552263,0.7871160507202148,0.21288394927978516
roberta-base,32,QM_vs_MQ,Q,M,The researcher updated the schedule under the policy.,Is it reportedly true that the researcher updated the schedule under the policy?,Did the researcher reportedly update the schedule under the policy?,1.7534161806106567,1.2934330701828003,1.2513269186019897,0.8213907650831751,0.7014375925064087,0.2985624074935913
roberta-base,32,QT_vs_TQ,Q,T,The researcher updated the schedule under the policy.,Will it be true that the researcher is going to update the schedule under the policy?,Will the researcher update the schedule under the policy?,2.1466925144195557,1.362329125404358,1.4944511651992798,0.8517765454837269,0.7233446836471558,0.27665531635284424
roberta-base,32,MT_vs_TM,M,T,The researcher updated the schedule under the policy.,The researcher reportedly is going to update the schedule under the policy.,The researcher will reportedly update the schedule under the policy.,1.5755059719085693,1.212537407875061,0.8472346067428589,0.6077628582723141,0.846609890460968,0.15339010953903198
roberta-base,33,NQ_vs_QN,N,Q,The engineer supported the theory with the team.,Did the engineer fail to support the theory with the team?,Is it false that the engineer supported the theory with the team?,1.5905064344406128,1.6552428007125854,1.2264975309371948,0.7557561857538565,0.71509850025177,0.28490149974823
roberta-base,33,NM_vs_MN,N,M,The engineer supported the theory with the team.,The engineer did not reportedly support the theory with the team.,The engineer reportedly refused to support the theory with the team.,1.4458421468734741,1.5705394744873047,0.7059420347213745,0.4680720965289764,0.8936905860900879,0.10630941390991211
roberta-base,33,NT_vs_TN,N,T,The engineer supported the theory with the team.,The engineer will fail to support the theory with the team.,The engineer will not support the theory with the team.,1.417582631111145,1.2148010730743408,0.6692091822624207,0.5084434926396715,0.8819100856781006,0.11808991432189941
roberta-base,33,QM_vs_MQ,Q,M,The engineer supported the theory with the team.,Is it reportedly true that the engineer supported the theory with the team?,Did the engineer reportedly support the theory with the team?,1.9318485260009766,1.4625083208084106,1.2247260808944702,0.7216248238867173,0.773536741733551,0.22646325826644897
roberta-base,33,QT_vs_TQ,Q,T,The engineer supported the theory with the team.,Will it be true that the engineer will support the theory with the team?,Will the engineer support the theory with the team?,2.0446720123291016,1.4301786422729492,1.217180609703064,0.7005657109840642,0.8112459778785706,0.18875402212142944
roberta-base,33,MT_vs_TM,M,T,The engineer supported the theory with the team.,The engineer reportedly will support the theory with the team.,The engineer will reportedly support the theory with the team.,1.2655936479568481,1.2663978338241577,0.15782439708709717,0.12466424016241842,0.9922296404838562,0.007770359516143799
roberta-base,34,NQ_vs_QN,N,Q,The doctor supported the theory during the meeting.,Did the doctor fail to support the theory during the meeting?,Is it false that the doctor supported the theory during the meeting?,1.504143238067627,1.626772403717041,1.1398473978042603,0.7281239919666455,0.7375832200050354,0.2624167799949646
roberta-base,34,NM_vs_MN,N,M,The doctor supported the theory during the meeting.,The doctor did not apparently support the theory during the meeting.,The doctor apparently failed to support the theory during the meeting.,1.0963705778121948,1.100809931755066,0.6229824423789978,0.567074429857498,0.8392207622528076,0.16077923774719238
roberta-base,34,NT_vs_TN,N,T,The doctor supported the theory during the meeting.,The doctor will fail to support the theory during the meeting.,The doctor will not support the theory during the meeting.,1.2440552711486816,1.1132469177246094,0.5982090830802917,0.5075370361113587,0.8769826889038086,0.1230173110961914
roberta-base,34,QM_vs_MQ,Q,M,The doctor supported the theory during the meeting.,Is it apparently true that the doctor supported the theory during the meeting?,Did the doctor apparently support the theory during the meeting?,1.7887574434280396,1.292212724685669,1.2305822372436523,0.7988277523610458,0.7257623672485352,0.27423763275146484
roberta-base,34,QT_vs_TQ,Q,T,The doctor supported the theory during the meeting.,Will it be true that the doctor will support the theory during the meeting?,Will the doctor support the theory during the meeting?,1.978027582168579,1.3919963836669922,1.2335009574890137,0.7320428400469517,0.786066472530365,0.213933527469635
roberta-base,34,MT_vs_TM,M,T,The doctor supported the theory during the meeting.,The doctor apparently will support the theory during the meeting.,The doctor will apparently support the theory during the meeting.,1.0601468086242676,1.0705903768539429,0.18488800525665283,0.17354369794319244,0.9849890470504761,0.015010952949523926
roberta-base,35,NQ_vs_QN,N,Q,The doctor reviewed the proposal for the committee.,Did the doctor fail to review the proposal for the committee?,Is it false that the doctor reviewed the proposal for the committee?,1.6213891506195068,1.6899670362472534,1.290441870689392,0.7794038441449829,0.6969926357269287,0.3030073642730713
roberta-base,35,NM_vs_MN,N,M,The doctor reviewed the proposal for the committee.,The doctor did not reportedly review the proposal for the committee.,The doctor reportedly did not review the proposal for the committee.,1.299085259437561,1.3451200723648071,0.27686744928359985,0.20941448529238796,0.978672444820404,0.021327555179595947
roberta-base,35,NT_vs_TN,N,T,The doctor reviewed the proposal for the committee.,The doctor will fail to review the proposal for the committee.,The doctor will not review the proposal for the committee.,1.2373580932617188,1.1181817054748535,0.5990508794784546,0.5086315075629421,0.8754476308822632,0.12455236911773682
roberta-base,35,QM_vs_MQ,Q,M,The doctor reviewed the proposal for the committee.,Is it reportedly true that the doctor reviewed the proposal for the committee?,Did the doctor reportedly review the proposal for the committee?,1.8101284503936768,1.4111146926879883,1.2143497467041016,0.7539634189436667,0.7425060272216797,0.2574939727783203
roberta-base,35,QT_vs_TQ,Q,T,The doctor reviewed the proposal for the committee.,Will it be true that the doctor plans to review the proposal for the committee?,Will the doctor review the proposal for the committee?,1.9805248975753784,1.2481635808944702,1.3873958587646484,0.8594176044022113,0.7191537618637085,0.2808462381362915
roberta-base,35,MT_vs_TM,M,T,The doctor reviewed the proposal for the committee.,The doctor reportedly plans to review the proposal for the committee.,The doctor will reportedly review the proposal for the committee.,1.4950692653656006,1.1960030794143677,0.7299054861068726,0.5424644101613774,0.8760360479354858,0.12396395206451416
roberta-base,36,NQ_vs_QN,N,Q,The doctor submitted the request after the review.,Did the doctor fail to submit the request after the review?,Is it false that the doctor submitted the request after the review?,1.4917078018188477,1.4872123003005981,1.1648775339126587,0.7820804143643114,0.6941789388656616,0.3058210611343384
roberta-base,36,NM_vs_MN,N,M,The doctor submitted the request after the review.,The doctor did not allegedly submit the request after the review.,The doctor allegedly failed to submit the request after the review.,1.1886184215545654,1.4124475717544556,0.7436215877532959,0.5717821767426242,0.8502336740493774,0.14976632595062256
roberta-base,36,NT_vs_TN,N,T,The doctor submitted the request after the review.,The doctor will fail to submit the request after the review.,The doctor will not submit the request after the review.,1.3706626892089844,1.0918220281600952,0.6724734902381897,0.5461747522690128,0.8748869299888611,0.12511307001113892
roberta-base,36,QM_vs_MQ,Q,M,The doctor submitted the request after the review.,Is it allegedly true that the doctor submitted the request after the review?,Did the doctor allegedly submit the request after the review?,1.6817198991775513,1.3067049980163574,1.229838252067566,0.8230678664346188,0.6878591775894165,0.3121408224105835
roberta-base,36,QT_vs_TQ,Q,T,The doctor submitted the request after the review.,Will it be true that the doctor plans to submit the request after the review?,Will the doctor submit the request after the review?,1.9000535011291504,1.2613356113433838,1.3258461952209473,0.8387744425317889,0.7183709144592285,0.2816290855407715
roberta-base,36,MT_vs_TM,M,T,The doctor submitted the request after the review.,The doctor allegedly plans to submit the request after the review.,The doctor will allegedly submit the request after the review.,1.3890974521636963,1.27137291431427,0.7825589179992676,0.5882861375634573,0.8305438756942749,0.1694561243057251
roberta-base,37,NQ_vs_QN,N,Q,The analyst confirmed the answer after the review.,Did the analyst fail to confirm the answer after the review?,Is it false that the analyst confirmed the answer after the review?,1.5598551034927368,1.6723556518554688,1.18882417678833,0.7356105568428644,0.7315362095832825,0.26846379041671753
roberta-base,37,NM_vs_MN,N,M,The analyst confirmed the answer after the review.,The analyst did not reportedly confirm the answer after the review.,The analyst reportedly did not confirm the answer after the review.,1.243466854095459,1.278064489364624,0.22978125512599945,0.18225532331516284,0.9837650060653687,0.016234993934631348
roberta-base,37,NT_vs_TN,N,T,The analyst confirmed the answer after the review.,The analyst will fail to confirm the answer after the review.,The analyst will not confirm the answer after the review.,1.4756118059158325,1.3415995836257935,0.7027090191841125,0.4988685064899924,0.8798186779022217,0.12018132209777832
roberta-base,37,QM_vs_MQ,Q,M,The analyst confirmed the answer after the review.,Is it reportedly true that the analyst confirmed the answer after the review?,Did the analyst reportedly confirm the answer after the review?,1.7865149974822998,1.2341043949127197,1.1959030628204346,0.7918263822516367,0.7448624968528748,0.25513750314712524
roberta-base,37,QT_vs_TQ,Q,T,The analyst confirmed the answer after the review.,Will it be true that the analyst plans to confirm the answer after the review?,Will the analyst confirm the answer after the review?,2.1120734214782715,1.461073875427246,1.3718007802963257,0.7678389197577105,0.7637578845024109,0.2362421154975891
roberta-base,37,MT_vs_TM,M,T,The analyst confirmed the answer after the review.,The analyst reportedly plans to confirm the answer after the review.,The analyst will reportedly confirm the answer after the review.,1.3819249868392944,1.2198777198791504,0.654050350189209,0.5027670610840705,0.8809089660644531,0.11909103393554688
roberta-base,38,NQ_vs_QN,N,Q,The scientist fixed the bug for the committee.,Did the scientist fail to fix the bug for the committee?,Is it false that the scientist fixed the bug for the committee?,1.5683848857879639,1.6073236465454102,1.2910985946655273,0.8131090000983626,0.6696779727935791,0.3303220272064209
roberta-base,38,NM_vs_MN,N,M,The scientist fixed the bug for the committee.,The scientist did not reportedly fix the bug for the committee.,The scientist reportedly did not fix the bug for the committee.,1.3243120908737183,1.3219364881515503,0.23388701677322388,0.17676874245819954,0.9843779802322388,0.01562201976776123
roberta-base,38,NT_vs_TN,N,T,The scientist fixed the bug for the committee.,The scientist will fail to fix the bug for the committee.,The scientist will not fix the bug for the committee.,1.3831993341445923,1.2249521017074585,0.7010456919670105,0.5375805118750322,0.8623596429824829,0.1376403570175171
roberta-base,38,QM_vs_MQ,Q,M,The scientist fixed the bug for the committee.,Is it reportedly true that the scientist fixed the bug for the committee?,Did the scientist reportedly fix the bug for the committee?,1.660379409790039,1.2830264568328857,1.2612053155899048,0.8569700358965947,0.6600863933563232,0.33991360664367676
roberta-base,38,QT_vs_TQ,Q,T,The scientist fixed the bug for the committee.,Will it be true that the scientist will fix the bug for the committee?,Will the scientist fix the bug for the committee?,1.8902634382247925,1.390979290008545,1.1953269243240356,0.728581835191989,0.7756981253623962,0.22430187463760376
roberta-base,38,MT_vs_TM,M,T,The scientist fixed the bug for the committee.,The scientist reportedly will fix the bug for the committee.,The scientist will reportedly fix the bug for the committee.,1.2788865566253662,1.2766342163085938,0.15449631214141846,0.12091180300907696,0.9926917552947998,0.007308244705200195
roberta-base,39,NQ_vs_QN,N,Q,The consultant accepted the explanation under the policy.,Did the consultant fail to accept the explanation under the policy?,Is it false that the consultant accepted the explanation under the policy?,1.482837200164795,1.5023753643035889,1.1260489225387573,0.7544179171298196,0.7155002355575562,0.28449976444244385
roberta-base,39,NM_vs_MN,N,M,The consultant accepted the explanation under the policy.,The consultant did not apparently accept the explanation under the policy.,The consultant apparently did not accept the explanation under the policy.,1.1665282249450684,1.2434009313583374,0.29289114475250244,0.24307033589445887,0.972465455532074,0.027534544467926025
roberta-base,39,NT_vs_TN,N,T,The consultant accepted the explanation under the policy.,The consultant will fail to accept the explanation under the policy.,The consultant will not accept the explanation under the policy.,1.3842058181762695,1.2181118726730347,0.6350107789039612,0.48803478617265067,0.8886046409606934,0.11139535903930664
roberta-base,39,QM_vs_MQ,Q,M,The consultant accepted the explanation under the policy.,Is it apparently true that the consultant accepted the explanation under the policy?,Did the consultant apparently accept the explanation under the policy?,1.635986089706421,1.3294464349746704,1.1686344146728516,0.7881713071840949,0.7076400518417358,0.29235994815826416
roberta-base,39,QT_vs_TQ,Q,T,The consultant accepted the explanation under the policy.,Will it be true that the consultant is going to accept the explanation under the policy?,Will the consultant accept the explanation under the policy?,2.1554763317108154,1.3065413236618042,1.4350711107254028,0.8290374305269774,0.7623163461685181,0.23768365383148193
roberta-base,39,MT_vs_TM,M,T,The consultant accepted the explanation under the policy.,The consultant apparently is going to accept the explanation under the policy.,The consultant will apparently accept the explanation under the policy.,1.6703038215637207,1.1678036451339722,0.9287407994270325,0.6544789514309852,0.8436232209205627,0.15637677907943726
roberta-base,40,NQ_vs_QN,N,Q,The auditor approved the treatment during the meeting.,Did the auditor fail to approve the treatment during the meeting?,Is it false that the auditor approved the treatment during the meeting?,1.6721317768096924,1.7776520252227783,1.268609642982483,0.7354719691328684,0.7311601042747498,0.26883989572525024
roberta-base,40,NM_vs_MN,N,M,The auditor approved the treatment during the meeting.,The auditor did not reportedly approve the treatment during the meeting.,The auditor reportedly failed to approve the treatment during the meeting.,1.3750697374343872,1.4136911630630493,0.6645853519439697,0.4766169461318464,0.8867800831794739,0.11321991682052612
roberta-base,40,NT_vs_TN,N,T,The auditor approved the treatment during the meeting.,The auditor will fail to approve the treatment during the meeting.,The auditor will not approve the treatment during the meeting.,1.28257155418396,1.1448036432266235,0.6013026833534241,0.4954344791809455,0.8833391666412354,0.11666083335876465
roberta-base,40,QM_vs_MQ,Q,M,The auditor approved the treatment during the meeting.,Is it reportedly true that the auditor approved the treatment during the meeting?,Did the auditor reportedly approve the treatment during the meeting?,1.8946356773376465,1.5833303928375244,1.184436559677124,0.6811087490665414,0.7823249101638794,0.2176750898361206
roberta-base,40,QT_vs_TQ,Q,T,The auditor approved the treatment during the meeting.,Will it be true that the auditor plans to approve the treatment during the meeting?,Will the auditor approve the treatment during the meeting?,1.9731987714767456,1.4293302297592163,1.260528802871704,0.7409364048994607,0.7707485556602478,0.2292514443397522
roberta-base,40,MT_vs_TM,M,T,The auditor approved the treatment during the meeting.,The auditor reportedly plans to approve the treatment during the meeting.,The auditor will reportedly approve the treatment during the meeting.,1.3936032056808472,1.276013970375061,0.6406340003013611,0.4799444699762935,0.8884906768798828,0.11150932312011719
roberta-base,41,NQ_vs_QN,N,Q,The editor reviewed the proposal before the deadline.,Did the editor fail to review the proposal before the deadline?,Is it false that the editor reviewed the proposal before the deadline?,1.7439228296279907,1.6085422039031982,1.2330642938613892,0.7356164980261423,0.7322591543197632,0.2677408456802368
roberta-base,41,NM_vs_MN,N,M,The editor reviewed the proposal before the deadline.,The editor did not apparently review the proposal before the deadline.,The editor apparently failed to review the proposal before the deadline.,1.2735563516616821,1.6116888523101807,0.8270984292030334,0.5733297316040014,0.8612090349197388,0.13879096508026123
roberta-base,41,NT_vs_TN,N,T,The editor reviewed the proposal before the deadline.,The editor will fail to review the proposal before the deadline.,The editor will not review the proposal before the deadline.,1.5633783340454102,1.3021243810653687,0.6274253129959106,0.4379163974871451,0.9200749397277832,0.0799250602722168
roberta-base,41,QM_vs_MQ,Q,M,The editor reviewed the proposal before the deadline.,Is it apparently true that the editor reviewed the proposal before the deadline?,Did the editor apparently review the proposal before the deadline?,1.6914784908294678,1.3559255599975586,1.166476845741272,0.7655544366845214,0.7279130816459656,0.2720869183540344
roberta-base,41,QT_vs_TQ,Q,T,The editor reviewed the proposal before the deadline.,Will it be true that the editor is going to review the proposal before the deadline?,Will the editor review the proposal before the deadline?,2.1717615127563477,1.3936076164245605,1.4762136936187744,0.8280846331089903,0.7400232553482056,0.25997674465179443
roberta-base,41,MT_vs_TM,M,T,The editor reviewed the proposal before the deadline.,The editor apparently is going to review the proposal before the deadline.,The editor will apparently review the proposal before the deadline.,1.6493539810180664,1.224912405014038,0.8540233969688416,0.5942548687334565,0.8640791177749634,0.13592088222503662
roberta-base,42,NQ_vs_QN,N,Q,The teacher confirmed the answer after the review.,Did the teacher fail to confirm the answer after the review?,Is it false that the teacher confirmed the answer after the review?,1.4774161577224731,1.5102564096450806,1.2412623167037964,0.8309225918934249,0.6549838185310364,0.3450161814689636
roberta-base,42,NM_vs_MN,N,M,The teacher confirmed the answer after the review.,The teacher did not reportedly confirm the answer after the review.,The teacher reportedly refused to confirm the answer after the review.,1.1728025674819946,1.2532657384872437,0.7356315851211548,0.6064393020679244,0.8181155920028687,0.18188440799713135
roberta-base,42,NT_vs_TN,N,T,The teacher confirmed the answer after the review.,The teacher will fail to confirm the answer after the review.,The teacher will not confirm the answer after the review.,1.4689401388168335,1.155340552330017,0.851881742477417,0.6492306599295081,0.8151705265045166,0.1848294734954834
roberta-base,42,QM_vs_MQ,Q,M,The teacher confirmed the answer after the review.,Is it reportedly true that the teacher confirmed the answer after the review?,Did the teacher reportedly confirm the answer after the review?,1.6364527940750122,1.1603648662567139,1.121903896331787,0.8022717478106296,0.7282589673995972,0.27174103260040283
roberta-base,42,QT_vs_TQ,Q,T,The teacher confirmed the answer after the review.,Will it be true that the teacher is going to confirm the answer after the review?,Will the teacher confirm the answer after the review?,2.1137630939483643,1.3904725313186646,1.4055713415145874,0.8022128029171429,0.7529061436653137,0.24709385633468628
roberta-base,42,MT_vs_TM,M,T,The teacher confirmed the answer after the review.,The teacher reportedly is going to confirm the answer after the review.,The teacher will reportedly confirm the answer after the review.,1.649272084236145,1.2396655082702637,0.8224258422851562,0.5693621381215506,0.8756186962127686,0.12438130378723145
roberta-base,43,NQ_vs_QN,N,Q,The researcher completed the repair during the meeting.,Did the researcher fail to complete the repair during the meeting?,Is it false that the researcher completed the repair during the meeting?,1.633196234703064,1.6633636951446533,1.336616039276123,0.810915662217041,0.6713477373123169,0.3286522626876831
roberta-base,43,NM_vs_MN,N,M,The researcher completed the repair during the meeting.,The researcher did not reportedly complete the repair during the meeting.,The researcher reportedly refused to complete the repair during the meeting.,1.2099590301513672,1.3562990427017212,0.8439734578132629,0.6577463636572614,0.7895041108131409,0.21049588918685913
roberta-base,43,NT_vs_TN,N,T,The researcher completed the repair during the meeting.,The researcher will fail to complete the repair during the meeting.,The researcher will not complete the repair during the meeting.,1.3095324039459229,1.095262050628662,0.6782515048980713,0.5640827253300463,0.8556373119354248,0.1443626880645752
roberta-base,43,QM_vs_MQ,Q,M,The researcher completed the repair during the meeting.,Is it reportedly true that the researcher completed the repair during the meeting?,Did the researcher reportedly complete the repair during the meeting?,1.7718299627304077,1.2648990154266357,1.2550580501556396,0.8265854866748719,0.7059165239334106,0.29408347606658936
roberta-base,43,QT_vs_TQ,Q,T,The researcher completed the repair during the meeting.,Will it be true that the researcher will complete the repair during the meeting?,Will the researcher complete the repair during the meeting?,1.9724575281143188,1.3356657028198242,1.2631878852844238,0.7636885309904026,0.7741279602050781,0.22587203979492188
roberta-base,43,MT_vs_TM,M,T,The researcher completed the repair during the meeting.,The researcher reportedly will complete the repair during the meeting.,The researcher will reportedly complete the repair during the meeting.,1.0446072816848755,1.0381404161453247,0.12613655626773834,0.12112514290523606,0.9926836490631104,0.0073163509368896484
roberta-base,44,NQ_vs_QN,N,Q,The coordinator completed the repair during the meeting.,Did the coordinator fail to complete the repair during the meeting?,Is it false that the coordinator completed the repair during the meeting?,1.6702117919921875,1.6659722328186035,1.3037554025650024,0.7815848243792021,0.6945652365684509,0.3054347634315491
roberta-base,44,NM_vs_MN,N,M,The coordinator completed the repair during the meeting.,The coordinator did not reportedly complete the repair during the meeting.,The coordinator reportedly refused to complete the repair during the meeting.,1.4268096685409546,1.5187067985534668,0.7960980534553528,0.5405490428237979,0.8557096719741821,0.14429032802581787
roberta-base,44,NT_vs_TN,N,T,The coordinator completed the repair during the meeting.,The coordinator will fail to complete the repair during the meeting.,The coordinator will not complete the repair during the meeting.,1.5162955522537231,1.166803002357483,0.7755948901176453,0.5781337318259295,0.8645157814025879,0.1354842185974121
roberta-base,44,QM_vs_MQ,Q,M,The coordinator completed the repair during the meeting.,Is it reportedly true that the coordinator completed the repair during the meeting?,Did the coordinator reportedly complete the repair during the meeting?,1.812790036201477,1.4113142490386963,1.2173062562942505,0.7551283386621686,0.7419005036354065,0.2580994963645935
roberta-base,44,QT_vs_TQ,Q,T,The coordinator completed the repair during the meeting.,Will it be true that the coordinator will complete the repair during the meeting?,Will the coordinator complete the repair during the meeting?,1.9000388383865356,1.3697798252105713,1.1510258913040161,0.7040304125226784,0.7994943857192993,0.20050561428070068
roberta-base,44,MT_vs_TM,M,T,The coordinator completed the repair during the meeting.,The coordinator reportedly will complete the repair during the meeting.,The coordinator will reportedly complete the repair during the meeting.,1.2409597635269165,1.2278798818588257,0.1546960175037384,0.12531880536894302,0.9922035336494446,0.00779646635055542
roberta-base,45,NQ_vs_QN,N,Q,The consultant submitted the request before the deadline.,Did the consultant fail to submit the request before the deadline?,Is it false that the consultant submitted the request before the deadline?,1.5418543815612793,1.5143084526062012,1.2148878574371338,0.7950413138030863,0.6840913891792297,0.31590861082077026
roberta-base,45,NM_vs_MN,N,M,The consultant submitted the request before the deadline.,The consultant did not allegedly submit the request before the deadline.,The consultant allegedly failed to submit the request before the deadline.,1.426236629486084,1.5718238353729248,0.7487642168998718,0.49949907660356996,0.8796829581260681,0.12031704187393188
roberta-base,45,NT_vs_TN,N,T,The consultant submitted the request before the deadline.,The consultant will fail to submit the request before the deadline.,The consultant will not submit the request before the deadline.,1.497665286064148,1.2200467586517334,0.7222452163696289,0.5315097438474967,0.878349244594574,0.12165075540542603
roberta-base,45,QM_vs_MQ,Q,M,The consultant submitted the request before the deadline.,Is it allegedly true that the consultant submitted the request before the deadline?,Did the consultant allegedly submit the request before the deadline?,1.6915919780731201,1.407569408416748,1.2272369861602783,0.7919800443496513,0.7006673812866211,0.2993326187133789
roberta-base,45,QT_vs_TQ,Q,T,The consultant submitted the request before the deadline.,Will it be true that the consultant plans to submit the request before the deadline?,Will the consultant submit the request before the deadline?,1.8581281900405884,1.3333072662353516,1.3369650840759277,0.8378456042066935,0.6948404908180237,0.3051595091819763
roberta-base,45,MT_vs_TM,M,T,The consultant submitted the request before the deadline.,The consultant allegedly plans to submit the request before the deadline.,The consultant will allegedly submit the request before the deadline.,1.4218804836273193,1.2501609325408936,0.7665596604347229,0.5737633075563765,0.8430094122886658,0.15699058771133423
