model,base_id,syntax_family,class,source,target,delta_norm
roberta-base,51,conditional,passive,"If the artist observed the decision, the result mattered.","If the decision was observed by the artist, the result mattered.",0.8519880175590515
roberta-base,51,conditional,formalization,"If the artist observed the decision, the result mattered.","It is true that if the artist observed the decision, the result mattered.",1.2960755825042725
roberta-base,52,simple_svo,negation,The designer solved the problem.,The designer did not solve the problem.,1.3483669757843018
roberta-base,52,simple_svo,question,The designer solved the problem.,Did the designer solve the problem?,1.725449562072754
roberta-base,52,simple_svo,future,The designer solved the problem.,The designer will solve the problem.,1.333627462387085
roberta-base,52,simple_svo,uncertainty,The designer solved the problem.,The designer may have solved the problem.,1.584360957145691
roberta-base,52,simple_svo,passive,The designer solved the problem.,The problem was solved by the designer.,1.2881273031234741
roberta-base,52,simple_svo,formalization,The designer solved the problem.,It is true that the designer solved the problem.,1.8755923509597778
roberta-base,52,with_context,negation,The designer solved the problem during the meeting.,The designer did not solve the problem during the meeting.,1.0327589511871338
roberta-base,52,with_context,question,The designer solved the problem during the meeting.,Did the designer solve the problem during the meeting?,1.373384952545166
roberta-base,52,with_context,future,The designer solved the problem during the meeting.,The designer will solve the problem during the meeting.,1.060142159461975
roberta-base,52,with_context,uncertainty,The designer solved the problem during the meeting.,The designer may have solved the problem during the meeting.,1.2165383100509644
roberta-base,52,with_context,passive,The designer solved the problem during the meeting.,The problem was solved by the designer during the meeting.,0.8328906893730164
roberta-base,52,with_context,formalization,The designer solved the problem during the meeting.,It is true that the designer solved the problem during the meeting.,1.4183655977249146
roberta-base,52,relative_clause,negation,The person who solved the problem was the designer.,The person who did not solve the problem was the designer.,0.9271555542945862
roberta-base,52,relative_clause,question,The person who solved the problem was the designer.,Was the person who solved the problem the designer?,1.410809874534607
roberta-base,52,relative_clause,future,The person who solved the problem was the designer.,The person who will solve the problem is the designer.,1.5337481498718262
roberta-base,52,relative_clause,uncertainty,The person who solved the problem was the designer.,The person who may have solved the problem was the designer.,1.2100343704223633
roberta-base,52,relative_clause,passive,The person who solved the problem was the designer.,The person by whom the problem was solved was the designer.,1.535515546798706
roberta-base,52,relative_clause,formalization,The person who solved the problem was the designer.,It is true that the person who solved the problem was the designer.,1.3791922330856323
roberta-base,52,temporal_clause,negation,"After the designer solved the problem, the situation changed.","After the designer did not solve the problem, the situation changed.",0.8273952603340149
roberta-base,52,temporal_clause,question,"After the designer solved the problem, the situation changed.",Did the situation change after the designer solved the problem?,1.3845962285995483
roberta-base,52,temporal_clause,future,"After the designer solved the problem, the situation changed.","After the designer will solve the problem, the situation will change.",1.4969217777252197
roberta-base,52,temporal_clause,uncertainty,"After the designer solved the problem, the situation changed.","After the designer may have solved the problem, the situation changed.",1.0201340913772583
roberta-base,52,temporal_clause,passive,"After the designer solved the problem, the situation changed.","After the problem was solved by the designer, the situation changed.",0.7263779044151306
roberta-base,52,temporal_clause,formalization,"After the designer solved the problem, the situation changed.","It is true that after the designer solved the problem, the situation changed.",1.1924623250961304
roberta-base,52,reported_statement,negation,The report said that the designer solved the problem.,The report said that the designer did not solve the problem.,0.8759878873825073
roberta-base,52,reported_statement,question,The report said that the designer solved the problem.,Did the report say that the designer solved the problem?,1.426779866218567
roberta-base,52,reported_statement,future,The report said that the designer solved the problem.,The report said that the designer will solve the problem.,0.9133225083351135
roberta-base,52,reported_statement,uncertainty,The report said that the designer solved the problem.,The report said that the designer may have solved the problem.,1.040109634399414
roberta-base,52,reported_statement,passive,The report said that the designer solved the problem.,The report said that the problem was solved by the designer.,0.8588403463363647
roberta-base,52,reported_statement,formalization,The report said that the designer solved the problem.,It is true that the report said that the designer solved the problem.,1.3641282320022583
roberta-base,52,conditional,negation,"If the designer solved the problem, the result mattered.","If the designer did not solve the problem, the result mattered.",0.9169906973838806
roberta-base,52,conditional,question,"If the designer solved the problem, the result mattered.",Did the result matter if the designer solved the problem?,1.1953731775283813
roberta-base,52,conditional,future,"If the designer solved the problem, the result mattered.","If the designer will solve the problem, the result will matter.",1.3312420845031738
roberta-base,52,conditional,uncertainty,"If the designer solved the problem, the result mattered.","If the designer may have solved the problem, the result mattered.",1.061707854270935
roberta-base,52,conditional,passive,"If the designer solved the problem, the result mattered.","If the problem was solved by the designer, the result mattered.",0.7756780385971069
roberta-base,52,conditional,formalization,"If the designer solved the problem, the result mattered.","It is true that if the designer solved the problem, the result mattered.",1.2084122896194458
roberta-base,53,simple_svo,negation,The student created a black cat.,The student did not create a black cat.,1.211647391319275
roberta-base,53,simple_svo,question,The student created a black cat.,Did the student create a black cat?,1.4178160429000854
roberta-base,53,simple_svo,future,The student created a black cat.,The student will create a black cat.,1.1390248537063599
roberta-base,53,simple_svo,uncertainty,The student created a black cat.,The student may have created a black cat.,1.2253754138946533
roberta-base,53,simple_svo,passive,The student created a black cat.,A black cat was created by the student.,1.1731796264648438
roberta-base,53,simple_svo,formalization,The student created a black cat.,It is true that the student created a black cat.,1.8534268140792847
roberta-base,53,with_context,negation,The student created a black cat during the meeting.,The student did not create a black cat during the meeting.,1.0802711248397827
roberta-base,53,with_context,question,The student created a black cat during the meeting.,Did the student create a black cat during the meeting?,1.2812262773513794
roberta-base,53,with_context,future,The student created a black cat during the meeting.,The student will create a black cat during the meeting.,0.9202613234519958
roberta-base,53,with_context,uncertainty,The student created a black cat during the meeting.,The student may have created a black cat during the meeting.,1.0456959009170532
roberta-base,53,with_context,passive,The student created a black cat during the meeting.,A black cat was created by the student during the meeting.,1.0162819623947144
roberta-base,53,with_context,formalization,The student created a black cat during the meeting.,It is true that the student created a black cat during the meeting.,1.3984302282333374
roberta-base,53,relative_clause,negation,The person who created a black cat was the student.,The person who did not create a black cat was the student.,0.9233124852180481
roberta-base,53,relative_clause,question,The person who created a black cat was the student.,Was the person who created a black cat the student?,1.1687195301055908
roberta-base,53,relative_clause,future,The person who created a black cat was the student.,The person who will create a black cat is the student.,1.16408109664917
roberta-base,53,relative_clause,uncertainty,The person who created a black cat was the student.,The person who may have created a black cat was the student.,1.0609359741210938
roberta-base,53,relative_clause,passive,The person who created a black cat was the student.,The person by whom a black cat was created was the student.,1.5030056238174438
roberta-base,53,relative_clause,formalization,The person who created a black cat was the student.,It is true that the person who created a black cat was the student.,1.2750811576843262
roberta-base,53,temporal_clause,negation,"After the student created a black cat, the situation changed.","After the student did not create a black cat, the situation changed.",0.8434799313545227
roberta-base,53,temporal_clause,question,"After the student created a black cat, the situation changed.",Did the situation change after the student created a black cat?,1.243187427520752
roberta-base,53,temporal_clause,future,"After the student created a black cat, the situation changed.","After the student will create a black cat, the situation will change.",1.3357504606246948
roberta-base,53,temporal_clause,uncertainty,"After the student created a black cat, the situation changed.","After the student may have created a black cat, the situation changed.",1.1224262714385986
roberta-base,53,temporal_clause,passive,"After the student created a black cat, the situation changed.","After a black cat was created by the student, the situation changed.",0.7989120483398438
roberta-base,53,temporal_clause,formalization,"After the student created a black cat, the situation changed.","It is true that after the student created a black cat, the situation changed.",1.0691581964492798
roberta-base,53,reported_statement,negation,The report said that the student created a black cat.,The report said that the student did not create a black cat.,0.8350706696510315
roberta-base,53,reported_statement,question,The report said that the student created a black cat.,Did the report say that the student created a black cat?,1.1869233846664429
roberta-base,53,reported_statement,future,The report said that the student created a black cat.,The report said that the student will create a black cat.,0.7639000415802002
roberta-base,53,reported_statement,uncertainty,The report said that the student created a black cat.,The report said that the student may have created a black cat.,0.842850923538208
roberta-base,53,reported_statement,passive,The report said that the student created a black cat.,The report said that a black cat was created by the student.,0.7911872863769531
roberta-base,53,reported_statement,formalization,The report said that the student created a black cat.,It is true that the report said that the student created a black cat.,1.3096206188201904
roberta-base,53,conditional,negation,"If the student created a black cat, the result mattered.","If the student did not create a black cat, the result mattered.",0.7937328815460205
roberta-base,53,conditional,question,"If the student created a black cat, the result mattered.",Did the result matter if the student created a black cat?,1.0580577850341797
roberta-base,53,conditional,future,"If the student created a black cat, the result mattered.","If the student will create a black cat, the result will matter.",1.2099590301513672
roberta-base,53,conditional,uncertainty,"If the student created a black cat, the result mattered.","If the student may have created a black cat, the result mattered.",0.9457392692565918
roberta-base,53,conditional,passive,"If the student created a black cat, the result mattered.","If a black cat was created by the student, the result mattered.",0.7021891474723816
roberta-base,53,conditional,formalization,"If the student created a black cat, the result mattered.","It is true that if the student created a black cat, the result mattered.",1.150496244430542
roberta-base,54,simple_svo,negation,The researcher measured the garden.,The researcher did not measure the garden.,1.5656145811080933
roberta-base,54,simple_svo,question,The researcher measured the garden.,Did the researcher measure the garden?,1.6987355947494507
roberta-base,54,simple_svo,future,The researcher measured the garden.,The researcher will measure the garden.,1.1756839752197266
roberta-base,54,simple_svo,uncertainty,The researcher measured the garden.,The researcher may have measured the garden.,1.6222891807556152
roberta-base,54,simple_svo,passive,The researcher measured the garden.,The garden was measured by the researcher.,1.4860621690750122
roberta-base,54,simple_svo,formalization,The researcher measured the garden.,It is true that the researcher measured the garden.,2.1692631244659424
roberta-base,54,with_context,negation,The researcher measured the garden after the discussion.,The researcher did not measure the garden after the discussion.,1.0208353996276855
roberta-base,54,with_context,question,The researcher measured the garden after the discussion.,Did the researcher measure the garden after the discussion?,1.3351969718933105
roberta-base,54,with_context,future,The researcher measured the garden after the discussion.,The researcher will measure the garden after the discussion.,1.0372768640518188
roberta-base,54,with_context,uncertainty,The researcher measured the garden after the discussion.,The researcher may have measured the garden after the discussion.,1.0976567268371582
roberta-base,54,with_context,passive,The researcher measured the garden after the discussion.,The garden was measured by the researcher after the discussion.,1.023749828338623
roberta-base,54,with_context,formalization,The researcher measured the garden after the discussion.,It is true that the researcher measured the garden after the discussion.,1.5626027584075928
roberta-base,54,relative_clause,negation,The person who measured the garden was the researcher.,The person who did not measure the garden was the researcher.,0.939231812953949
roberta-base,54,relative_clause,question,The person who measured the garden was the researcher.,Was the person who measured the garden the researcher?,1.2900665998458862
roberta-base,54,relative_clause,future,The person who measured the garden was the researcher.,The person who will measure the garden is the researcher.,1.4208402633666992
roberta-base,54,relative_clause,uncertainty,The person who measured the garden was the researcher.,The person who may have measured the garden was the researcher.,1.0697376728057861
roberta-base,54,relative_clause,passive,The person who measured the garden was the researcher.,The person by whom the garden was measured was the researcher.,1.640444278717041
roberta-base,54,relative_clause,formalization,The person who measured the garden was the researcher.,It is true that the person who measured the garden was the researcher.,1.386797547340393
roberta-base,54,temporal_clause,negation,"After the researcher measured the garden, the situation changed.","After the researcher did not measure the garden, the situation changed.",0.8561625480651855
roberta-base,54,temporal_clause,question,"After the researcher measured the garden, the situation changed.",Did the situation change after the researcher measured the garden?,1.356526255607605
roberta-base,54,temporal_clause,future,"After the researcher measured the garden, the situation changed.","After the researcher will measure the garden, the situation will change.",1.4264229536056519
roberta-base,54,temporal_clause,uncertainty,"After the researcher measured the garden, the situation changed.","After the researcher may have measured the garden, the situation changed.",0.9072625041007996
roberta-base,54,temporal_clause,passive,"After the researcher measured the garden, the situation changed.","After the garden was measured by the researcher, the situation changed.",0.7997732162475586
roberta-base,54,temporal_clause,formalization,"After the researcher measured the garden, the situation changed.","It is true that after the researcher measured the garden, the situation changed.",1.1371092796325684
roberta-base,54,reported_statement,negation,The report said that the researcher measured the garden.,The report said that the researcher did not measure the garden.,1.070732593536377
roberta-base,54,reported_statement,question,The report said that the researcher measured the garden.,Did the report say that the researcher measured the garden?,1.3102456331253052
roberta-base,54,reported_statement,future,The report said that the researcher measured the garden.,The report said that the researcher will measure the garden.,1.0240135192871094
roberta-base,54,reported_statement,uncertainty,The report said that the researcher measured the garden.,The report said that the researcher may have measured the garden.,1.0032349824905396
roberta-base,54,reported_statement,passive,The report said that the researcher measured the garden.,The report said that the garden was measured by the researcher.,0.9352114200592041
roberta-base,54,reported_statement,formalization,The report said that the researcher measured the garden.,It is true that the report said that the researcher measured the garden.,1.4868988990783691
roberta-base,54,conditional,negation,"If the researcher measured the garden, the result mattered.","If the researcher did not measure the garden, the result mattered.",0.9280396699905396
roberta-base,54,conditional,question,"If the researcher measured the garden, the result mattered.",Did the result matter if the researcher measured the garden?,1.198440670967102
roberta-base,54,conditional,future,"If the researcher measured the garden, the result mattered.","If the researcher will measure the garden, the result will matter.",1.3642663955688477
roberta-base,54,conditional,uncertainty,"If the researcher measured the garden, the result mattered.","If the researcher may have measured the garden, the result mattered.",1.0751492977142334
roberta-base,54,conditional,passive,"If the researcher measured the garden, the result mattered.","If the garden was measured by the researcher, the result mattered.",0.9191870093345642
roberta-base,54,conditional,formalization,"If the researcher measured the garden, the result mattered.","It is true that if the researcher measured the garden, the result mattered.",1.2325001955032349
roberta-base,55,simple_svo,negation,The writer built the document.,The writer did not build the document.,1.5585570335388184
roberta-base,55,simple_svo,question,The writer built the document.,Did the writer build the document?,1.8664039373397827
roberta-base,55,simple_svo,future,The writer built the document.,The writer will build the document.,1.9995371103286743
roberta-base,55,simple_svo,uncertainty,The writer built the document.,The writer may have built the document.,1.4407299757003784
roberta-base,55,simple_svo,passive,The writer built the document.,The document was built by the writer.,1.6243895292282104
roberta-base,55,simple_svo,formalization,The writer built the document.,It is true that the writer built the document.,2.1260323524475098
roberta-base,55,with_context,negation,The writer built the document before the presentation.,The writer did not build the document before the presentation.,1.1576220989227295
roberta-base,55,with_context,question,The writer built the document before the presentation.,Did the writer build the document before the presentation?,1.5569756031036377
roberta-base,55,with_context,future,The writer built the document before the presentation.,The writer will build the document before the presentation.,1.2243150472640991
roberta-base,55,with_context,uncertainty,The writer built the document before the presentation.,The writer may have built the document before the presentation.,1.2680511474609375
roberta-base,55,with_context,passive,The writer built the document before the presentation.,The document was built by the writer before the presentation.,1.1228777170181274
roberta-base,55,with_context,formalization,The writer built the document before the presentation.,It is true that the writer built the document before the presentation.,1.559212565422058
roberta-base,55,relative_clause,negation,The person who built the document was the writer.,The person who did not build the document was the writer.,1.1330326795578003
roberta-base,55,relative_clause,question,The person who built the document was the writer.,Was the person who built the document the writer?,1.3369494676589966
roberta-base,55,relative_clause,future,The person who built the document was the writer.,The person who will build the document is the writer.,1.4876320362091064
roberta-base,55,relative_clause,uncertainty,The person who built the document was the writer.,The person who may have built the document was the writer.,1.1235573291778564
roberta-base,55,relative_clause,passive,The person who built the document was the writer.,The person by whom the document was built was the writer.,1.6807384490966797
roberta-base,55,relative_clause,formalization,The person who built the document was the writer.,It is true that the person who built the document was the writer.,1.3461006879806519
roberta-base,55,temporal_clause,negation,"After the writer built the document, the situation changed.","After the writer did not build the document, the situation changed.",0.9383124709129333
roberta-base,55,temporal_clause,question,"After the writer built the document, the situation changed.",Did the situation change after the writer built the document?,1.3701097965240479
roberta-base,55,temporal_clause,future,"After the writer built the document, the situation changed.","After the writer will build the document, the situation will change.",1.6219931840896606
roberta-base,55,temporal_clause,uncertainty,"After the writer built the document, the situation changed.","After the writer may have built the document, the situation changed.",0.8876177072525024
roberta-base,55,temporal_clause,passive,"After the writer built the document, the situation changed.","After the document was built by the writer, the situation changed.",0.8408273458480835
roberta-base,55,temporal_clause,formalization,"After the writer built the document, the situation changed.","It is true that after the writer built the document, the situation changed.",1.1721019744873047
roberta-base,55,reported_statement,negation,The report said that the writer built the document.,The report said that the writer did not build the document.,0.9523178935050964
roberta-base,55,reported_statement,question,The report said that the writer built the document.,Did the report say that the writer built the document?,1.30591881275177
roberta-base,55,reported_statement,future,The report said that the writer built the document.,The report said that the writer will build the document.,1.0569924116134644
roberta-base,55,reported_statement,uncertainty,The report said that the writer built the document.,The report said that the writer may have built the document.,0.8802188634872437
roberta-base,55,reported_statement,passive,The report said that the writer built the document.,The report said that the document was built by the writer.,0.9003169536590576
roberta-base,55,reported_statement,formalization,The report said that the writer built the document.,It is true that the report said that the writer built the document.,1.2988485097885132
roberta-base,55,conditional,negation,"If the writer built the document, the result mattered.","If the writer did not build the document, the result mattered.",1.0389586687088013
roberta-base,55,conditional,question,"If the writer built the document, the result mattered.",Did the result matter if the writer built the document?,1.1982511281967163
roberta-base,55,conditional,future,"If the writer built the document, the result mattered.","If the writer will build the document, the result will matter.",1.4388996362686157
roberta-base,55,conditional,uncertainty,"If the writer built the document, the result mattered.","If the writer may have built the document, the result mattered.",1.041645884513855
roberta-base,55,conditional,passive,"If the writer built the document, the result mattered.","If the document was built by the writer, the result mattered.",0.9276314377784729
roberta-base,55,conditional,formalization,"If the writer built the document, the result mattered.","It is true that if the writer built the document, the result mattered.",1.2483898401260376
roberta-base,56,simple_svo,negation,The lawyer prepared a black cat.,The lawyer did not prepare a black cat.,1.3796104192733765
roberta-base,56,simple_svo,question,The lawyer prepared a black cat.,Did the lawyer prepare a black cat?,1.517110824584961
roberta-base,56,simple_svo,future,The lawyer prepared a black cat.,The lawyer will prepare a black cat.,1.026272177696228
roberta-base,56,simple_svo,uncertainty,The lawyer prepared a black cat.,The lawyer may have prepared a black cat.,1.3695807456970215
roberta-base,56,simple_svo,passive,The lawyer prepared a black cat.,A black cat was prepared by the lawyer.,1.2724895477294922
roberta-base,56,simple_svo,formalization,The lawyer prepared a black cat.,It is true that the lawyer prepared a black cat.,2.2258996963500977
roberta-base,56,with_context,negation,The lawyer prepared a black cat before the presentation.,The lawyer did not prepare a black cat before the presentation.,1.0160456895828247
roberta-base,56,with_context,question,The lawyer prepared a black cat before the presentation.,Did the lawyer prepare a black cat before the presentation?,1.3218226432800293
roberta-base,56,with_context,future,The lawyer prepared a black cat before the presentation.,The lawyer will prepare a black cat before the presentation.,0.802388608455658
roberta-base,56,with_context,uncertainty,The lawyer prepared a black cat before the presentation.,The lawyer may have prepared a black cat before the presentation.,1.1621726751327515
roberta-base,56,with_context,passive,The lawyer prepared a black cat before the presentation.,A black cat was prepared by the lawyer before the presentation.,0.930044412612915
roberta-base,56,with_context,formalization,The lawyer prepared a black cat before the presentation.,It is true that the lawyer prepared a black cat before the presentation.,1.5004080533981323
roberta-base,56,relative_clause,negation,The person who prepared a black cat was the lawyer.,The person who did not prepare a black cat was the lawyer.,0.9869107007980347
roberta-base,56,relative_clause,question,The person who prepared a black cat was the lawyer.,Was the person who prepared a black cat the lawyer?,1.3541200160980225
roberta-base,56,relative_clause,future,The person who prepared a black cat was the lawyer.,The person who will prepare a black cat is the lawyer.,1.257781744003296
roberta-base,56,relative_clause,uncertainty,The person who prepared a black cat was the lawyer.,The person who may have prepared a black cat was the lawyer.,1.0081285238265991
roberta-base,56,relative_clause,passive,The person who prepared a black cat was the lawyer.,The person by whom a black cat was prepared was the lawyer.,1.5531351566314697
roberta-base,56,relative_clause,formalization,The person who prepared a black cat was the lawyer.,It is true that the person who prepared a black cat was the lawyer.,1.3298317193984985
roberta-base,56,temporal_clause,negation,"After the lawyer prepared a black cat, the situation changed.","After the lawyer did not prepare a black cat, the situation changed.",0.8750249743461609
roberta-base,56,temporal_clause,question,"After the lawyer prepared a black cat, the situation changed.",Did the situation change after the lawyer prepared a black cat?,1.2143893241882324
roberta-base,56,temporal_clause,future,"After the lawyer prepared a black cat, the situation changed.","After the lawyer will prepare a black cat, the situation will change.",1.2939457893371582
roberta-base,56,temporal_clause,uncertainty,"After the lawyer prepared a black cat, the situation changed.","After the lawyer may have prepared a black cat, the situation changed.",1.0708504915237427
roberta-base,56,temporal_clause,passive,"After the lawyer prepared a black cat, the situation changed.","After a black cat was prepared by the lawyer, the situation changed.",0.771612286567688
roberta-base,56,temporal_clause,formalization,"After the lawyer prepared a black cat, the situation changed.","It is true that after the lawyer prepared a black cat, the situation changed.",1.1324763298034668
roberta-base,56,reported_statement,negation,The report said that the lawyer prepared a black cat.,The report said that the lawyer did not prepare a black cat.,0.8479268550872803
roberta-base,56,reported_statement,question,The report said that the lawyer prepared a black cat.,Did the report say that the lawyer prepared a black cat?,1.2306443452835083
roberta-base,56,reported_statement,future,The report said that the lawyer prepared a black cat.,The report said that the lawyer will prepare a black cat.,0.8213685154914856
roberta-base,56,reported_statement,uncertainty,The report said that the lawyer prepared a black cat.,The report said that the lawyer may have prepared a black cat.,0.8650889992713928
roberta-base,56,reported_statement,passive,The report said that the lawyer prepared a black cat.,The report said that a black cat was prepared by the lawyer.,0.7955238223075867
roberta-base,56,reported_statement,formalization,The report said that the lawyer prepared a black cat.,It is true that the report said that the lawyer prepared a black cat.,1.3289480209350586
roberta-base,56,conditional,negation,"If the lawyer prepared a black cat, the result mattered.","If the lawyer did not prepare a black cat, the result mattered.",0.85676509141922
roberta-base,56,conditional,question,"If the lawyer prepared a black cat, the result mattered.",Did the result matter if the lawyer prepared a black cat?,1.1286370754241943
roberta-base,56,conditional,future,"If the lawyer prepared a black cat, the result mattered.","If the lawyer will prepare a black cat, the result will matter.",1.271483063697815
roberta-base,56,conditional,uncertainty,"If the lawyer prepared a black cat, the result mattered.","If the lawyer may have prepared a black cat, the result mattered.",1.070651650428772
roberta-base,56,conditional,passive,"If the lawyer prepared a black cat, the result mattered.","If a black cat was prepared by the lawyer, the result mattered.",0.6936243772506714
roberta-base,56,conditional,formalization,"If the lawyer prepared a black cat, the result mattered.","It is true that if the lawyer prepared a black cat, the result mattered.",1.257079839706421
roberta-base,57,simple_svo,negation,The lawyer created the signal.,The lawyer did not create the signal.,1.4971965551376343
roberta-base,57,simple_svo,question,The lawyer created the signal.,Did the lawyer create the signal?,1.798123836517334
roberta-base,57,simple_svo,future,The lawyer created the signal.,The lawyer will create the signal.,1.4074418544769287
roberta-base,57,simple_svo,uncertainty,The lawyer created the signal.,The lawyer may have created the signal.,1.6718562841415405
roberta-base,57,simple_svo,passive,The lawyer created the signal.,The signal was created by the lawyer.,1.8154714107513428
roberta-base,57,simple_svo,formalization,The lawyer created the signal.,It is true that the lawyer created the signal.,2.418977975845337
roberta-base,57,with_context,negation,The lawyer created the signal after the interview.,The lawyer did not create the signal after the interview.,1.1667720079421997
roberta-base,57,with_context,question,The lawyer created the signal after the interview.,Did the lawyer create the signal after the interview?,1.3089653253555298
roberta-base,57,with_context,future,The lawyer created the signal after the interview.,The lawyer will create the signal after the interview.,1.0558158159255981
roberta-base,57,with_context,uncertainty,The lawyer created the signal after the interview.,The lawyer may have created the signal after the interview.,1.2031400203704834
roberta-base,57,with_context,passive,The lawyer created the signal after the interview.,The signal was created by the lawyer after the interview.,1.1632364988327026
roberta-base,57,with_context,formalization,The lawyer created the signal after the interview.,It is true that the lawyer created the signal after the interview.,1.590480923652649
roberta-base,57,relative_clause,negation,The person who created the signal was the lawyer.,The person who did not create the signal was the lawyer.,0.965684711933136
roberta-base,57,relative_clause,question,The person who created the signal was the lawyer.,Was the person who created the signal the lawyer?,1.3392423391342163
roberta-base,57,relative_clause,future,The person who created the signal was the lawyer.,The person who will create the signal is the lawyer.,1.3276416063308716
roberta-base,57,relative_clause,uncertainty,The person who created the signal was the lawyer.,The person who may have created the signal was the lawyer.,1.1378439664840698
roberta-base,57,relative_clause,passive,The person who created the signal was the lawyer.,The person by whom the signal was created was the lawyer.,1.4862903356552124
roberta-base,57,relative_clause,formalization,The person who created the signal was the lawyer.,It is true that the person who created the signal was the lawyer.,1.353548526763916
roberta-base,57,temporal_clause,negation,"After the lawyer created the signal, the situation changed.","After the lawyer did not create the signal, the situation changed.",0.7833076119422913
roberta-base,57,temporal_clause,question,"After the lawyer created the signal, the situation changed.",Did the situation change after the lawyer created the signal?,1.2979815006256104
roberta-base,57,temporal_clause,future,"After the lawyer created the signal, the situation changed.","After the lawyer will create the signal, the situation will change.",1.4388498067855835
roberta-base,57,temporal_clause,uncertainty,"After the lawyer created the signal, the situation changed.","After the lawyer may have created the signal, the situation changed.",0.9890099763870239
roberta-base,57,temporal_clause,passive,"After the lawyer created the signal, the situation changed.","After the signal was created by the lawyer, the situation changed.",0.7990007400512695
roberta-base,57,temporal_clause,formalization,"After the lawyer created the signal, the situation changed.","It is true that after the lawyer created the signal, the situation changed.",1.199449896812439
roberta-base,57,reported_statement,negation,The report said that the lawyer created the signal.,The report said that the lawyer did not create the signal.,0.8556037545204163
roberta-base,57,reported_statement,question,The report said that the lawyer created the signal.,Did the report say that the lawyer created the signal?,1.1578161716461182
roberta-base,57,reported_statement,future,The report said that the lawyer created the signal.,The report said that the lawyer will create the signal.,1.0393962860107422
roberta-base,57,reported_statement,uncertainty,The report said that the lawyer created the signal.,The report said that the lawyer may have created the signal.,0.9814296364784241
roberta-base,57,reported_statement,passive,The report said that the lawyer created the signal.,The report said that the signal was created by the lawyer.,0.8176755309104919
roberta-base,57,reported_statement,formalization,The report said that the lawyer created the signal.,It is true that the report said that the lawyer created the signal.,1.434529423713684
roberta-base,57,conditional,negation,"If the lawyer created the signal, the result mattered.","If the lawyer did not create the signal, the result mattered.",0.8599449396133423
roberta-base,57,conditional,question,"If the lawyer created the signal, the result mattered.",Did the result matter if the lawyer created the signal?,1.2105671167373657
roberta-base,57,conditional,future,"If the lawyer created the signal, the result mattered.","If the lawyer will create the signal, the result will matter.",1.3714298009872437
roberta-base,57,conditional,uncertainty,"If the lawyer created the signal, the result mattered.","If the lawyer may have created the signal, the result mattered.",1.0399621725082397
roberta-base,57,conditional,passive,"If the lawyer created the signal, the result mattered.","If the signal was created by the lawyer, the result mattered.",0.8703724145889282
roberta-base,57,conditional,formalization,"If the lawyer created the signal, the result mattered.","It is true that if the lawyer created the signal, the result mattered.",1.317745327949524
roberta-base,58,simple_svo,negation,The nurse discovered a short story.,The nurse did not discover a short story.,1.459404468536377
roberta-base,58,simple_svo,question,The nurse discovered a short story.,Did the nurse discover a short story?,1.4750057458877563
roberta-base,58,simple_svo,future,The nurse discovered a short story.,The nurse will discover a short story.,1.184707522392273
roberta-base,58,simple_svo,uncertainty,The nurse discovered a short story.,The nurse may have discovered a short story.,1.315676212310791
roberta-base,58,simple_svo,passive,The nurse discovered a short story.,A short story was discovered by the nurse.,1.3431501388549805
roberta-base,58,simple_svo,formalization,The nurse discovered a short story.,It is true that the nurse discovered a short story.,1.7650552988052368
roberta-base,58,with_context,negation,The nurse discovered a short story during the experiment.,The nurse did not discover a short story during the experiment.,1.0891542434692383
roberta-base,58,with_context,question,The nurse discovered a short story during the experiment.,Did the nurse discover a short story during the experiment?,1.2390469312667847
roberta-base,58,with_context,future,The nurse discovered a short story during the experiment.,The nurse will discover a short story during the experiment.,1.0719060897827148
roberta-base,58,with_context,uncertainty,The nurse discovered a short story during the experiment.,The nurse may have discovered a short story during the experiment.,1.0322718620300293
roberta-base,58,with_context,passive,The nurse discovered a short story during the experiment.,A short story was discovered by the nurse during the experiment.,1.0617172718048096
roberta-base,58,with_context,formalization,The nurse discovered a short story during the experiment.,It is true that the nurse discovered a short story during the experiment.,1.364471673965454
roberta-base,58,relative_clause,negation,The person who discovered a short story was the nurse.,The person who did not discover a short story was the nurse.,1.063501000404358
roberta-base,58,relative_clause,question,The person who discovered a short story was the nurse.,Was the person who discovered a short story the nurse?,1.3366632461547852
roberta-base,58,relative_clause,future,The person who discovered a short story was the nurse.,The person who will discover a short story is the nurse.,1.4702966213226318
roberta-base,58,relative_clause,uncertainty,The person who discovered a short story was the nurse.,The person who may have discovered a short story was the nurse.,0.9871016144752502
roberta-base,58,relative_clause,passive,The person who discovered a short story was the nurse.,The person by whom a short story was discovered was the nurse.,1.673309087753296
roberta-base,58,relative_clause,formalization,The person who discovered a short story was the nurse.,It is true that the person who discovered a short story was the nurse.,1.3222541809082031
roberta-base,58,temporal_clause,negation,"After the nurse discovered a short story, the situation changed.","After the nurse did not discover a short story, the situation changed.",1.0225170850753784
roberta-base,58,temporal_clause,question,"After the nurse discovered a short story, the situation changed.",Did the situation change after the nurse discovered a short story?,1.175218105316162
roberta-base,58,temporal_clause,future,"After the nurse discovered a short story, the situation changed.","After the nurse will discover a short story, the situation will change.",1.4089268445968628
roberta-base,58,temporal_clause,uncertainty,"After the nurse discovered a short story, the situation changed.","After the nurse may have discovered a short story, the situation changed.",1.0056216716766357
